sample_id,rho,AAV,PF,VPA,RBI,WE,B,N,S,O,F,Na,Al,Si,P,Cl,Ge,Br,I,Na-Na,Na-Na-max,Na-Na-avg,bottleneck_min,bottleneck_avg,poly_dist_max,poly_dist_std,poly_dist_avg,poly_dist_avg_fixed,face-area-max,face-area-avg,face-area-min,face-area-count,pockets-per-ion,pockets-per-volume,paths-per-ion,paths-per-volume,E_T
s33,2.2011916553116726,13.66937197972066,0.6607848436345075,29.028216900755112,1.9397557367213698,2.290952380952381,0.20634920634920634,0.0,0.0582010582010582,0.4126984126984127,0.0,0.32275132275132273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.577876633175314,3.7022227485907924,3.0136568090001488,2.297050289592295,4.371219460371826,0.6922179602904386,0.12103756318189948,0.3413596812577875,0.21695134208266822,9.477537119362939,2.0105537319802798,1.369269366911468e-07,14.26310740775077,0.31420765027322406,0.007418843740203817,1.133879781420765,0.026772349149431166,16.01885063327922
s34,2.2205777821280313,22.047249019345504,0.6194854106192373,51.056787202694906,2.7204197583278678,1.7456818181818183,0.0,0.0,0.4318181818181818,0.0,0.0,0.4431818181818182,0.07954545454545454,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,2.7880569067999774,3.909845150409007,3.2183307628132787,3.020127968389412,5.005744683343422,0.3089214260532502,0.06845554332506701,0.09640909884560715,0.09640909884560715,9.912569866315115,2.755896099382036,2.139154332240073e-07,22.48696537508562,0.017094017094017096,0.0003436146418589534,0.03205128205128205,0.0006442774534855377,16.16633110132655
s35,2.5838138168269844,13.382908321710465,0.6905717920592388,26.0082935308713,1.8195165246525566,2.3963106796116502,0.0,0.0,0.0,0.5145631067961165,0.0,0.32524271844660196,0.0,0.08737864077669903,0.06310679611650485,0.0,0.009708737864077669,0.0,0.0,2.510313795191973,3.5158671780590813,2.9650531153179367,2.4146678482111166,4.346058475172234,0.6179562006535573,0.08850797876207672,0.36668339933466565,0.36668339933466565,9.118942882936377,1.9789335227356735,6.114864097391771e-08,14.922891737713154,0.47761194029850745,0.011607327950774505,2.8776119402985074,0.0699341509034164,13.972272785511247
s36,2.2666644642397396,18.06793819123829,0.21530577697453068,26.5505382810215,2.6050892219088033,2.910287539936102,0.0,0.0,0.0,0.610223642172524,0.0,0.07667731629392971,0.0,0.0,0.24281150159744408,0.0,0.0,0.07028753993610223,0.0,3.3581176518018694,6.59540653603702,4.070154234749932,2.6096678403744265,4.5881892154481205,0.6806397616496389,0.11223235777565152,0.41597944375703255,0.41597944375703255,12.415351144482813,3.1405628055388277,2.8656905399524265e-07,31.989031968709625,11.09375,0.04708002477273722,76.02083333333333,0.3226197378323345,14.649057033822748
s37,1.9807425177758398,18.141987536150367,0.2306028078091257,27.305542465124294,2.9800715530076665,2.8619322033898302,0.05423728813559322,0.0,0.0,0.5389830508474577,0.0,0.09152542372881356,0.0,0.0,0.18983050847457628,0.12542372881355932,0.0,0.0,0.0,3.0414932355340243,6.66198512684272,3.7587663609284503,2.4315266712040025,4.72404036315304,0.6053545943301326,0.11220741384684778,0.3774831112918476,0.3774831112918476,12.704921811131737,2.923056128434292,1.974868530496884e-07,29.92482295252502,8.703703703703704,0.04390975177907995,64.69444444444444,0.32638025072386345,14.959206900449049
s38,2.1726675860802303,18.52753968011224,0.7240729102842457,44.62266599012948,1.8298607361620451,1.8595321637426903,0.0,0.0,0.22807017543859648,0.1871345029239766,0.0,0.4619883040935672,0.12280701754385964,0.0,0.0,0.0,0.0,0.0,0.0,2.5042818965274702,3.5823542614676325,3.0357045774975737,2.4843392630065875,4.7939263246901085,0.790057915703715,0.18387819149212814,0.12739053338208328,0.1367371868366084,9.588498428404792,2.5308048190018604,1.4036631912430968e-06,14.415006745069737,0.1350210970464135,0.0033667809497816524,0.310126582278481,0.007733074994029732,13.33332330145529
s39,2.5431417579028506,14.005353817250128,0.4527664622767244,25.39182033533966,1.089516747574422,2.48304932735426,0.0,0.0,0.06278026905829596,0.48878923766816146,0.0,0.1210762331838565,0.3273542600896861,0.0,0.0,0.0,0.0,0.0,0.0,2.8591589035823124,4.5033264309836,3.418585162107594,2.6113284682037827,4.767742470076597,0.57875130681987,0.12274899446212288,0.31534745456805,0.20215463720918664,12.344888857691355,2.187796564212342,8.131260706716186e-07,22.41981917412146,2.7333333333333334,0.023629656797978203,18.525925925925925,0.16015656274185228,11.128341113904973
s40,2.093911680901065,22.729264512488818,0.5296114128323024,49.11611182009079,1.9999463644945858,1.8265425531914894,0.0,0.0,0.4627659574468085,0.0,0.0,0.35106382978723405,0.1702127659574468,0.0,0.0,0.0,0.015957446808510637,0.0,0.0,2.7395623312767485,4.007688377493645,3.3662062076328176,3.2404656852326537,5.0089563476868815,0.3392576273123365,0.06714365021619736,0.10086410141387779,0.10086410141387779,11.731095310342104,2.825988928422307,2.852270389894154e-06,27.322258104895056,0.32323232323232326,0.00499247026856564,1.22979797979798,0.018994789224933334,11.797590010508499
s41,2.2224275356393948,24.294359126209045,0.4439575138367989,47.87417827811783,2.1145028493421636,1.9483084577114427,0.0,0.0,0.4228855721393035,0.0,0.0,0.2736318407960199,0.21890547263681592,0.0,0.0,0.0,0.0,0.0845771144278607,0.0,2.908927503784149,4.918455588805859,3.6859171140324096,3.021146617678081,5.264386917357191,0.31745143937922227,0.06721960353180643,0.09629831285468299,0.09664976655123293,13.261849125924446,3.089038292586401,4.124983637173442e-06,35.3136512436137,0.5672727272727273,0.006389297194078173,3.0872727272727274,0.0347725212677716,11.728773296739408
s42,1.9845786635477354,25.6030761193689,0.2539743208713006,40.15027845991939,5.343254352920361,2.2730434782608695,0.0,0.0,0.6376811594202898,0.0,0.0,0.10144927536231885,0.06521739130434782,0.0,0.1956521739130435,0.0,0.0,0.0,0.0,3.6231291880974754,6.61638867268532,4.574093686412731,2.892663696059434,5.069822854917988,0.2832584931972614,0.05996862099965128,0.12264619291332823,0.12264619291332823,13.044971957164455,3.2812847074708213,2.6071088382928113e-06,39.026319135959035,5.919642857142857,0.02345591113587147,36.267857142857146,0.14370725646140256,12.703128349408328
