# c0 + a0 * (poly_dist_avg_fixed - NBI) + a1 * (Al - B) + a2 * (face-area-avg * E_T) + a3 * (O + E_T)
# Property Label: $ln_{D}$; Unit of the Property: Unitless
# RMSE: 0.320925845880695; Max AE: 1.55841103710651
# Coefficients
# Task   a0                      a1                      a2                      a3                      c0
# all , -3.609975806712640e+00, -1.745169963425752e+00,  1.029818988069347e-01, -9.387410739655863e-01, -1.288291969811040e+01, 
# Feature Rung, Units, and Expressions
# 0;  1; Unitless;                                         30|4|sub; (poly_dist_avg_fixed - NBI); $\left(poly_{dist, avg, fixed} - NBI\right)$; (poly_dist_avg_fixed - NBI); (newdata$poly_dist_avg_fixed - newdata$NBI); poly_dist_avg_fixed,NBI
# 1;  1; Unitless;                                         14|8|sub; (Al - B); $\left(Al - B\right)$; (Al - B); (newdata$Al - newdata$B); Al,B
# 2;  1; A^2;                                              32|0|mult; (face-area-avg * E_T); $\left(face-area-avg E_{T}\right)$; (face_sub_area_sub_avg .* E_T); (newdata$face_sub_area_sub_avg * newdata$E_T); face-area-avg,E_T
# 3;  1; Unitless;                                         11|0|add; (O + E_T); $\left(O + E_{T}\right)$; (O + E_T); (newdata$O + newdata$E_T); O,E_T
# Number of Samples Per Task
# Task, n_samples               
# all , 1041                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      
s39         , -2.141661104833067e+01, -2.071610909143390e+01, -3.147730979364888e-01,  3.273542600896861e-01,  2.434654645438425e+01,  1.161713035157313e+01
s40         , -1.990275935468409e+01, -1.978880098216369e+01, -2.860543489033874e-01,  1.702127659574468e-01,  3.333985875176263e+01,  1.179759001050850e+01
s41         , -1.952311408648237e+01, -1.946634719679577e+01, -2.985565554500590e-01,  2.189054726368159e-01,  3.623062983869288e+01,  1.172877329673941e+01
s42         , -1.862175379272403e+01, -1.952095359412718e+01, -3.069767301053377e-01,  6.521739130434782e-02,  4.168258078995260e+01,  1.270312834940833e+01
s43         , -2.257821044890805e+01, -2.282841199058534e+01, -2.425345663989731e-01,  2.672811059907834e-01,  2.778993064193830e+01,  1.407890359041090e+01
s44         , -1.984867902879579e+01, -1.943032243203247e+01, -3.740362316013757e-01, -3.684210526315789e-02,  4.013106591802116e+01,  1.288399317036714e+01
s45         , -1.928264199244582e+01, -1.905021273124652e+01, -4.014814156723991e-01, -1.666666666666667e-01,  3.712538806347220e+01,  1.249624222608577e+01
s46         , -2.007096062658339e+01, -2.020248394173946e+01, -3.343672691912639e-01,  0.000000000000000e+00,  4.292613046218703e+01,  1.379212732718986e+01
s47         , -1.842882744186564e+01, -1.861832438279901e+01, -4.455962803941608e-01,  0.000000000000000e+00,  3.674722537879586e+01,  1.185448877277465e+01
s48         , -1.712958329507449e+01, -1.676213575322919e+01, -3.925898175911589e-01,  0.000000000000000e+00,  4.409123992202438e+01,  1.047898688927233e+01
s49         , -2.142142340445580e+01, -2.166544887531613e+01, -3.769330315407132e-01,  0.000000000000000e+00,  4.513997850794564e+01,  1.575711280873738e+01
s50         , -2.022197746600499e+01, -2.030358005582270e+01, -3.009789092410951e-01,  0.000000000000000e+00,  4.542063862006720e+01,  1.404507687388660e+01
s51         , -2.208446385448407e+01, -2.243808555574280e+01, -2.948483434189449e-01, -1.959798994974874e-01,  3.073947576855190e+01,  1.504907950960228e+01
s52         , -2.030062191637932e+01, -1.978293648285486e+01, -3.477447359407730e-01,  0.000000000000000e+00,  4.487465519166598e+01,  1.361040272199163e+01
s53         , -1.881589086732163e+01, -1.902964642887808e+01, -2.669962624506305e-01,  1.967213114754098e-01,  2.502463905645082e+01,  9.954128737823392e+00
s54         , -2.389190768082197e+01, -2.451220639430478e+01, -3.657107422996874e-01, -1.458333333333333e-01,  3.278356967276199e+01,  1.766207135869826e+01
s55         , -1.989931101552115e+01, -2.000843978688022e+01, -2.974041518904164e-01,  9.016393442622951e-02,  4.307757506656899e+01,  1.329227122811093e+01
s56         , -2.293632659980805e+01, -2.346837504066279e+01, -3.189304631059257e-01,  5.434782608695652e-02,  2.924138928351903e+01,  1.560949510283250e+01
s57         , -2.165250835772914e+01, -2.139646094970493e+01, -3.178314733044458e-01, -2.796610169491525e-01,  2.841293595912515e+01,  1.392820623909980e+01
s58         , -2.493828100106786e+01, -2.536889545612352e+01, -2.679386004193549e-01,  0.000000000000000e+00,  3.527284366941809e+01,  1.820064394160582e+01
s59         , -2.019609135900962e+01, -2.000671015687367e+01, -3.133269413319116e-01,  0.000000000000000e+00,  3.789128804508721e+01,  1.295033344640037e+01
s60         , -1.686951544328429e+01, -1.736136258017673e+01, -3.974039864180118e-01,  5.594405594405594e-02,  3.906394970804805e+01,  1.048032280800659e+01
s61         , -1.698686520707895e+01, -1.797917288621455e+01, -3.531811216066295e-01,  4.620462046204620e-02,  3.732438133598230e+01,  1.079565976127190e+01
s62         , -1.961666852236879e+01, -1.945325039598739e+01, -4.045029015224890e-01, -8.205128205128205e-02,  3.912112940049187e+01,  1.299883252854930e+01
s63         , -2.363642228074260e+01, -2.341175884084466e+01, -3.078739480790571e-01,  0.000000000000000e+00,  3.544370295652691e+01,  1.628810851264553e+01
s64         , -2.123215125329894e+01, -2.168679490251272e+01, -3.361731052219630e-01,  1.546391752577320e-01,  2.499016394232634e+01,  1.312514729915971e+01
s65         , -2.229595939650926e+01, -2.188826729984322e+01, -3.965689864943259e-01,  4.824561403508772e-02,  3.172412610721341e+01,  1.450854380874742e+01
s66         , -2.209517036440609e+01, -2.174792444698290e+01, -3.482562156236013e-01, -1.477832512315271e-02,  3.980761362678819e+01,  1.517719420649046e+01
s67         , -2.100952424313996e+01, -2.078848209117756e+01, -2.785644091607844e-01,  0.000000000000000e+00,  3.148574606421581e+01,  1.294673837424978e+01
s68         , -2.306714632630091e+01, -2.305471668910425e+01, -3.417777501800893e-01, -2.645502645502645e-02,  3.639502929812161e+01,  1.619168966157265e+01
s69         , -2.116954741071400e+01, -2.140124321602755e+01, -3.550791102276249e-01,  0.000000000000000e+00,  3.087106380418121e+01,  1.382629528419714e+01
s70         , -2.268552320802911e+01, -2.171062832677528e+01, -2.926649614492864e-01,  0.000000000000000e+00,  3.370986488235359e+01,  1.422727557521243e+01
s71         , -1.844586653395837e+01, -1.930253811546361e+01, -3.228506641779341e-01,  0.000000000000000e+00,  4.357266477744335e+01,  1.286009272831540e+01
s72         , -2.185924535832699e+01, -2.190198545811113e+01, -3.155380671642163e-01,  9.361702127659574e-02,  2.964122822317087e+01,  1.389870248804440e+01
s73         , -1.814705961150877e+01, -1.797908137744091e+01, -4.326780566691242e-01, -2.415254237288136e-01,  3.251155842509370e+01,  1.110820035458225e+01
s74         , -2.269683109870329e+01, -2.369020237731829e+01, -2.911002532227722e-01, -1.573033707865168e-01,  2.896699471755880e+01,  1.610214489007334e+01
s75         , -2.162544692540680e+01, -2.160284203854398e+01, -3.178394370066971e-01,  2.647058823529412e-01,  3.268627935628794e+01,  1.360487330389796e+01
s76         , -1.799713371423827e+01, -1.854804130308079e+01, -3.950623285096157e-01,  0.000000000000000e+00,  3.942701707420989e+01,  1.187926729201374e+01
s77         , -1.808839931225978e+01, -1.792899156580689e+01, -3.638593645109406e-01,  0.000000000000000e+00,  3.628673276874780e+01,  1.075533210664907e+01
s78         , -1.710463489071706e+01, -1.731391534115203e+01, -3.625951517296276e-01, -1.406844106463878e-01,  3.601094682212594e+01,  1.032654213885252e+01
s79         , -2.130172009097587e+01, -2.121452318339644e+01, -3.502822733371325e-01,  2.846975088967971e-02,  3.596433362585859e+01,  1.411475985979630e+01
s80         , -2.075517304342145e+01, -2.063621495202140e+01, -3.156453457198672e-01, -2.000000000000000e-01,  3.823748834792196e+01,  1.403962267054964e+01
s81         , -1.679587307458704e+01, -1.704555145213373e+01, -4.037627729542787e-01, -2.415254237288136e-01,  3.139348694713036e+01,  9.879901566191508e+00
s82         , -1.961963418382102e+01, -1.932275676906310e+01, -3.514991584398338e-01, -2.030456852791878e-02,  3.972811204197387e+01,  1.260779164185863e+01
s83         , -1.732943596118787e+01, -1.741030050155870e+01, -4.443266295740654e-01,  0.000000000000000e+00,  3.647107964249805e+01,  1.053245723854915e+01
s84         , -2.091958911511147e+01, -2.140512146170543e+01, -3.154058884957291e-01,  0.000000000000000e+00,  4.840705717084564e+01,  1.560159713860114e+01
s85         , -1.931803893900067e+01, -1.912233879655441e+01, -3.609923178510632e-01,  0.000000000000000e+00,  3.455310487172911e+01,  1.182534491088885e+01
s86         , -2.124992178205270e+01, -2.085964795327006e+01, -3.112309610729339e-01,  3.119266055045872e-01,  3.236112437565465e+01,  1.266431172306523e+01
s87         , -2.000999990609716e+01, -2.008351322951630e+01, -3.044046511047266e-01,  1.026785714285714e-01,  3.934712000320056e+01,  1.296666020769036e+01
s88         , -1.933594922663024e+01, -1.911396723303394e+01, -4.144125922612424e-01, -9.844559585492228e-02,  3.974709964728308e+01,  1.277466533661714e+01
s89         , -2.128477820873118e+01, -2.126185238361614e+01, -3.068517409951795e-01,  0.000000000000000e+00,  3.500701802174689e+01,  1.394607053773596e+01
s90         , -2.009844325702736e+01, -2.010784889999930e+01, -4.075133201630131e-01,  0.000000000000000e+00,  4.006112681076518e+01,  1.365830652508399e+01
s91         , -2.185233402642529e+01, -2.235936657773944e+01, -3.046749122506605e-01, -6.250000000000000e-02,  2.630002818797352e+01,  1.426784901333161e+01
s92         , -1.852873985612102e+01, -1.855699564357807e+01, -3.458660459769528e-01,  2.280701754385965e-01,  3.972529138174935e+01,  1.130834584278522e+01
s93         , -2.244477787769646e+01, -2.219826497937149e+01, -3.332135840904022e-01,  1.674008810572687e-01,  3.622147592102404e+01,  1.486698731291654e+01
s94         , -2.069748145715988e+01, -2.060905238706645e+01, -3.516862412006372e-01, -5.500000000000000e-02,  3.461337073992595e+01,  1.348214843596203e+01
s95         , -1.839144268754908e+01, -1.812387824648461e+01, -3.188424086362014e-01,  0.000000000000000e+00,  4.303379176999875e+01,  1.152998821423509e+01
s96         , -2.061908691885885e+01, -2.037614604299109e+01, -3.351031279633168e-01, -9.268292682926829e-02,  4.020749404701838e+01,  1.385401409772986e+01
s97         , -2.336181657728519e+01, -2.351113086715101e+01, -4.367630229347275e-01,  0.000000000000000e+00,  3.509680815955303e+01,  1.685155949830643e+01
s98         , -1.913590175727989e+01, -1.902693906839874e+01, -3.420507440347572e-01,  2.135922330097087e-01,  3.451455104161556e+01,  1.124957011796191e+01
s99         , -1.764848235022367e+01, -1.801971583622501e+01, -3.517304272192308e-01,  2.173913043478261e-01,  4.406566424810769e+01,  1.125455758320133e+01
s100        , -2.003395952271198e+01, -2.011242897847406e+01, -2.631194788500860e-01,  2.574257425742574e-01,  3.465860015424605e+01,  1.203667478368263e+01
s101        , -2.047737186068138e+01, -2.019521612064872e+01, -3.469457800213487e-01,  0.000000000000000e+00,  3.476184702822547e+01,  1.293711721418137e+01
s102        , -1.813404261594337e+01, -1.817892165906769e+01, -3.338793170134927e-01,  1.861313868613139e-01,  4.922072484579974e+01,  1.197914028615624e+01
s103        , -2.094885731266024e+01, -2.041936551916939e+01, -4.040905782261012e-01,  0.000000000000000e+00,  3.374257429047110e+01,  1.328383059938385e+01
s104        , -1.695125455205811e+01, -1.689554385216731e+01, -3.907773222716503e-01,  1.034482758620690e-01,  3.778656358452141e+01,  9.730178352806050e+00
s105        , -2.089913046364001e+01, -2.134114624905289e+01, -2.963096496090127e-01, -9.691629955947136e-02,  3.581331917351442e+01,  1.425862425174133e+01
s106        , -2.193421435204462e+01, -2.228162653897910e+01, -3.154064440395070e-01, -3.448275862068965e-02,  2.683047557047490e+01,  1.423241023366987e+01
s107        , -1.938858975045087e+01, -1.889889450181309e+01, -3.925767526780404e-01, -1.167512690355330e-01,  4.594447022620808e+01,  1.317548290753482e+01
s108        , -2.184761912256448e+01, -2.228405357006123e+01, -2.927680953995777e-01,  7.547169811320754e-02,  2.811777235659516e+01,  1.408474671757332e+01
s109        , -1.765266017099491e+01, -1.859130838536612e+01, -3.546826335959594e-01,  0.000000000000000e+00,  3.898748484691828e+01,  1.172185806929322e+01
s110        , -2.222643790681205e+01, -2.136405921130129e+01, -2.720370630435692e-01,  0.000000000000000e+00,  4.845575802017033e+01,  1.539642090794856e+01
s111        , -2.198367498730207e+01, -2.149994862398615e+01, -4.121290924414748e-01,  0.000000000000000e+00,  2.982708860426306e+01,  1.403630411474320e+01
s112        , -2.341727175416096e+01, -2.347749046330634e+01, -2.221094631641916e-01,  1.111111111111111e-01,  2.727685377341200e+01,  1.492583563625486e+01
s113        , -2.064750776227555e+01, -2.050475477645911e+01, -3.197587765031191e-01,  1.589743589743590e-01,  3.408533351823488e+01,  1.279254945745329e+01
s114        , -2.335281852671257e+01, -2.337002382101313e+01, -2.891506947139614e-01, -7.929515418502203e-02,  3.197256146660522e+01,  1.593827111771199e+01
s115        , -2.467653405274963e+01, -2.479540033072744e+01, -2.949878262155542e-01, -1.860465116279070e-01,  3.932202671421314e+01,  1.848381815774889e+01
s116        , -2.119630992652875e+01, -2.164723839704646e+01, -2.046632724030177e-01,  3.290598290598291e-01,  2.902280922962479e+01,  1.269541427842483e+01
s117        , -1.681518237222159e+01, -1.689970166152886e+01, -3.745403899270415e-01, -2.500000000000000e-01,  3.593849197691696e+01,  1.012650943718846e+01
s118        , -1.725426000439147e+01, -1.740660785623764e+01, -3.984790029612738e-01, -2.127659574468085e-02,  3.686411377428641e+01,  1.043488529488588e+01
s119        , -2.026224064054247e+01, -2.072325566674908e+01, -2.571208354725983e-01,  1.245551601423488e-01,  4.056900842814088e+01,  1.355969171211263e+01
s120        , -2.061376236446881e+01, -2.051081435231118e+01, -3.284639700477711e-01,  1.135135135135135e-01,  3.268677462068624e+01,  1.276356997028038e+01
s121        , -2.090204853596659e+01, -2.126560569863195e+01, -3.423436139191122e-01,  1.036269430051814e-02,  3.230542902349877e+01,  1.377091967385798e+01
s122        , -1.679179791839329e+01, -1.719001138845724e+01, -4.835013080183324e-01,  0.000000000000000e+00,  3.382224526547675e+01,  1.015785824080087e+01
s123        , -1.729435756680531e+01, -1.757927866465227e+01, -3.821652626149307e-01,  1.227436823104693e-01,  4.053132992101108e+01,  1.069064870595319e+01
s124        , -1.927065840811719e+01, -1.962521086667400e+01, -2.643461069077919e-01, -1.231527093596059e-01,  3.504069585291239e+01,  1.227181204948513e+01
s125        , -2.074667074869674e+01, -2.035598909970055e+01, -3.584729292267710e-01,  0.000000000000000e+00,  4.845076757544759e+01,  1.465441369143456e+01
s126        , -1.981090987888966e+01, -1.989916814669910e+01, -2.826095853532279e-01,  1.880341880341880e-01,  3.978693254970972e+01,  1.257603910863909e+01
s127        , -1.791042209268825e+01, -1.789517323342204e+01, -3.571902592328239e-01,  2.179487179487180e-01,  4.243919799207998e+01,  1.096342074710310e+01
s128        , -2.199486439730610e+01, -2.206376123036345e+01, -3.817212183872184e-01,  7.000000000000001e-02,  2.802171420581671e+01,  1.419178696268343e+01
s129        , -1.847106084369403e+01, -1.836235251318973e+01, -3.143312904993812e-01,  0.000000000000000e+00,  3.822946541455927e+01,  1.123963188621170e+01
s130        , -2.183307419908922e+01, -2.167944713779679e+01, -1.976756732939450e-01,  2.890995260663507e-01,  2.310295518175971e+01,  1.212772141001261e+01
s131        , -1.937195493711046e+01, -1.913917340278500e+01, -3.655651575975433e-01, -1.750000000000000e-01,  3.750835513000409e+01,  1.251039480543867e+01
s132        , -1.756898825137140e+01, -1.775317139831359e+01, -3.443147577642966e-01, -1.687242798353910e-01,  3.514384268359734e+01,  1.068116876943261e+01
s133        , -1.952720456066259e+01, -1.954529675915389e+01, -3.578335717073189e-01,  7.522123893805309e-02,  3.641876544796675e+01,  1.232858313110352e+01
s134        , -1.792604080418195e+01, -1.801128651480276e+01, -4.561097175423694e-01,  0.000000000000000e+00,  3.541778413165694e+01,  1.110242516566509e+01
s135        , -2.163690184151209e+01, -2.193722271544850e+01, -2.863107362626592e-01,  8.494208494208494e-02,  4.106440200678422e+01,  1.509311774902272e+01
s136        , -2.266590946104735e+01, -2.266631285655096e+01, -3.068109298395514e-01,  7.407407407407407e-02,  3.555985146117477e+01,  1.536496353258194e+01
s137        , -1.871948299194560e+01, -1.899102544047413e+01, -3.137692783561838e-01,  2.464454976303317e-01,  3.242345033701329e+01,  1.081208091250872e+01
s138        , -2.098569970792443e+01, -2.082500099612558e+01, -2.917367290583949e-01, -5.603448275862069e-02,  3.739912327132620e+01,  1.378917639300211e+01
s139        , -1.946420871832499e+01, -1.945617604954312e+01, -3.825091928011856e-01, -4.040404040404041e-02,  3.647451468990533e+01,  1.254960745678858e+01
s140        , -1.890485827097119e+01, -1.924425264388156e+01, -4.244074702806337e-01,  0.000000000000000e+00,  4.069398471764364e+01,  1.287274819122136e+01
s141        , -2.048387804329865e+01, -2.089350522200189e+01, -3.898534106876392e-01,  0.000000000000000e+00,  3.725449900030287e+01,  1.411942687752941e+01
s142        , -1.712146112463541e+01, -1.729392899143544e+01, -3.619065234359269e-01,  0.000000000000000e+00,  4.142533141123285e+01,  1.063503307944266e+01
s143        , -2.146398341435241e+01, -2.172311713478633e+01, -2.645070884106342e-01, -2.173913043478261e-01,  2.443926888784058e+01,  1.351943477141218e+01
s144        , -2.296743054539722e+01, -2.247655742197570e+01, -2.157439342427992e-01,  1.013215859030837e-01,  2.633373668818852e+01,  1.374984357600055e+01
s145        , -2.169591974109321e+01, -2.155862978210307e+01, -4.031046785739135e-01,  1.507537688442211e-02,  3.631410947810593e+01,  1.474772486021735e+01
s146        , -2.268369172314783e+01, -2.268857083875424e+01, -2.742674619591965e-01, -1.435185185185185e-01,  2.957938202292111e+01,  1.501197248920169e+01
s147        , -2.121406114253308e+01, -2.164775705452723e+01, -3.198370783670548e-01, -5.527638190954774e-02,  3.430653168064312e+01,  1.443301065918475e+01
s148        , -2.139826235530006e+01, -2.081781190231660e+01, -3.574889260842710e-01,  0.000000000000000e+00,  3.614924848713346e+01,  1.379308649347700e+01
s149        , -1.818204101397333e+01, -1.810623142102345e+01, -3.330712842923077e-01, -1.990049751243781e-01,  3.469927380331099e+01,  1.102155418219650e+01
s150        , -2.236615053154114e+01, -2.204766459703736e+01, -2.895203004842811e-01,  0.000000000000000e+00,  2.952723736699890e+01,  1.411536952764653e+01
s151        , -2.007280490017163e+01, -1.980557899391626e+01, -3.533287053228283e-01,  5.263157894736842e-02,  3.871709490785439e+01,  1.288265380989843e+01
s152        , -2.043501428229088e+01, -2.027861901440390e+01, -3.404708966700400e-01,  0.000000000000000e+00,  4.426972486030714e+01,  1.404409768312792e+01
s153        , -2.294208833005412e+01, -2.271214745080766e+01, -2.884813070730196e-01,  0.000000000000000e+00,  3.457988239540495e+01,  1.537350462418146e+01
s154        , -1.941555486932839e+01, -1.935852367568345e+01, -4.309648904756433e-01, -4.761904761904762e-02,  3.830194381968580e+01,  1.284580740558312e+01
s155        , -2.030625886040805e+01, -2.064358770664510e+01, -3.243103688841881e-01,  0.000000000000000e+00,  4.952064510924991e+01,  1.494677397921330e+01
s156        , -1.755225478861601e+01, -1.761816162020123e+01, -3.260475424700056e-01, -5.714285714285713e-02,  3.647971493566254e+01,  1.040621343103610e+01
s157        , -1.981494689568535e+01, -1.959545005944397e+01, -3.095113432096069e-01,  1.479591836734694e-01,  3.552627885589160e+01,  1.196305228847324e+01
s158        , -2.120666701656112e+01, -2.103122044607290e+01, -3.795054630180310e-01,  0.000000000000000e+00,  3.410293527283625e+01,  1.388060209426527e+01
s159        , -2.199339551508707e+01, -2.191709090340865e+01, -2.785630853276514e-01,  0.000000000000000e+00,  3.378090964382179e+01,  1.440077546134532e+01
s160        , -1.822712376873660e+01, -1.800834895233846e+01, -3.892624903821875e-01,  0.000000000000000e+00,  4.094894543549402e+01,  1.144901174575771e+01
s161        , -1.850131544535105e+01, -1.844110257825787e+01, -4.736939500262288e-01, -2.883895131086142e-01,  3.716282904697018e+01,  1.235547726368276e+01
s162        , -2.165239460618542e+01, -2.139386288369310e+01, -2.814795188712890e-01,  1.480144404332130e-01,  4.416564995662480e+01,  1.471868011421221e+01
s163        , -2.054863013411503e+01, -2.034968336139941e+01, -3.403773255710583e-01,  0.000000000000000e+00,  4.199912150687942e+01,  1.387034957334042e+01
s164        , -2.244259094688993e+01, -2.259319362947997e+01, -4.186369365200554e-01, -1.235955056179775e-01,  3.322692459815132e+01,  1.582865659844279e+01
s165        , -2.169401378729562e+01, -2.126469849206364e+01, -2.854411592354257e-01,  0.000000000000000e+00,  3.009692585173118e+01,  1.332811932116928e+01
