sample_id,E_T,AAV,cub_root_V,Na-Na,face-area-avg,face-area-count,ln_D
s49,15.42114442929074,20.285345943788844,27.38131555798076,2.971210548130644,2.9271484172217006,31.628046675210694,-21.4214234044558
s50,14.045076873886602,24.65282719666355,30.970716978849858,3.231821260115419,3.233918833475081,37.64820180783119,-20.221977466004994
s51,14.642044333722879,14.04824512135942,25.598163053262063,2.6458025772160148,2.099397807296223,17.434961434995216,-22.08446385448407
s52,13.170626811627484,20.178427486432476,27.854300918462307,3.181797315493889,3.4071768818207717,30.803522712052,-20.30062191637932
s53,9.531997590282408,16.229889765481815,27.053604303944468,3.0628123034561923,2.62532998140523,30.01164153797285,-18.815890867321635
s54,17.32873802536493,12.758046128049227,23.428702267789053,2.490661218128365,1.8918613475935213,11.19982671808873,-23.891907680821966
s55,13.292271228110925,24.08785005092674,30.859291905153547,3.234834231682371,3.240798681226662,37.182832426796494,-19.89931101552115
s56,15.15297336370206,13.2724958905321,23.77083134322143,2.456377527196931,1.9297459700922348,8.374944394376437,-22.936326599808048
s57,13.529901154354034,12.021419501979656,24.207275896798414,3.068455376051802,2.1000106087235997,16.507175212988088,-21.65250835772914
s58,17.667310608272484,13.547584656148526,23.878624807892542,2.5521880197816005,1.9965032851633937,16.675077264865116,-24.93828100106786
s59,12.950333446400371,23.415445854655054,28.93882723947926,3.0126613835735463,2.92589285070643,33.321834782759666,-20.19609135900962
s60,10.480322808006585,30.325160420252367,31.19457416491265,3.446204756918123,3.727361305913651,42.65919672679677,-16.869515443284293
s61,10.795659761271896,27.700798369958708,32.26004498483984,3.606503338435709,3.4573506539988355,39.37110475164346,-16.98686520707895
s62,12.998832528549299,24.23050103521587,30.491778205339003,2.99025779455851,3.009587923728554,33.24221613253512,-19.616668522368787
s63,15.835278323966278,15.205787137751884,25.26028564571832,2.545033931392997,2.2382747073591878,20.52738385203843,-23.6364222807426
s64,12.774631835242188,13.62098224012173,25.12197634430244,2.499504880311778,1.9562335936276758,12.305029636470545,-21.232151253298944
s65,14.06994731751935,15.295183010211613,25.93103450343183,2.6885396668405885,2.2547437734689857,21.98640863481975,-22.29595939650926
s66,14.886553812401788,19.478828909650517,27.040183122570525,2.697856240339544,2.674065074323985,26.69372955837809,-22.095170364406094
s67,12.423606701651915,15.65788494709486,26.01156422482596,2.792883767210514,2.5343482629749765,26.825995538971878,-21.009524243139957
s68,15.842483312366296,16.603163458905527,26.60324614236574,2.5501075820047205,2.297305831448309,17.029208583714738,-23.067146326300914
s69,13.446848643880935,14.5995880856391,24.53806834451334,2.6142668683151493,2.295784285355905,19.399458555060423,-21.169547410714003
s70,13.701851846398876,15.858619498463701,26.54905876468691,2.8292351487771197,2.4602415250324885,25.614757211657157,-22.68552320802911
s71,12.860092728315397,26.504485653008114,31.29145360844405,3.6087342310203105,3.3882076667693775,38.25932659694549,-18.445866533958373
s72,13.502957807193333,13.972526637735161,25.415828478810752,2.648013553729508,2.195165581231418,19.649646669939223,-21.859245358326994
s73,11.108200354582248,19.806998479663037,28.59127735611135,3.2120684584951666,2.926806988287922,31.340984884683746,-18.147059611508766
s74,15.663942642882333,12.644817442285538,23.813758156600272,2.4039797050332163,1.8492786508460146,7.806561158209345,-22.696831098703285
s75,13.305853696054827,17.410239988031655,26.089653414140976,2.9157785742422444,2.4565338010577547,25.105494414479235,-21.6254469254068
s76,11.879267292013738,26.554660627013117,30.98272360365635,3.1117782952328854,3.318977181422301,38.43041569212887,-17.997133714238274
s77,10.755332106649067,26.461426244877284,30.854042667965317,3.0297439451420436,3.3738365685904705,39.97961236410693,-18.08839931225978
s78,10.326542138852519,27.318354327708533,30.630688434804565,3.3184179901932342,3.487222183177714,41.23464474000167,-17.10463489071706
s79,13.69838975303473,14.728495640893552,25.486384683614013,2.9390556444877194,2.625442426026101,21.464221110406797,-21.30172009097587
s80,14.039622670549642,20.39404936147135,27.321287122922175,3.116721567030639,2.7235410270769753,28.2655802146257,-20.755173043421454
s81,9.879901566191508,24.907945676952515,30.860761559255288,2.960129248125829,3.1775100932743285,36.36246838606013,-16.79587307458704
s82,12.607791641858634,25.740505895907646,31.218463064272804,2.9126873392160126,3.1510761892728403,36.085247537228135,-19.619634183821024
s83,10.532457238549148,27.457090744814174,31.924513651240463,3.046852585557039,3.462732277612547,41.34208170101622,-17.329435961187873
s84,15.46664904171533,24.00186911107746,30.273848440207324,2.9074026097208274,3.1297701939370475,34.37505106449219,-20.91958911511147
s85,11.652184737728675,21.685786558418844,29.25852225920321,3.253922789270713,2.965375648383725,36.28159988207774,-19.318038939000672
s86,12.37990805334046,18.138866837629052,27.0403442829421,3.0264683130035337,2.614003612645788,30.75473309882571,-21.249921782052695
s87,12.966660207690357,23.124865077131044,29.58687362591984,3.0472139707158195,3.0344837739994373,34.53368203893779,-20.00999990609716
s88,12.774665336617137,25.393086248138307,30.865597064640557,2.888131810876638,3.111400463333666,34.260951844803714,-19.335949226630238
s89,13.427998248579335,16.15682367504702,27.196213733458293,2.852891212585958,2.607016874272425,27.577921675097908,-21.284778208731176
s90,13.474206106673947,21.31754257034038,29.423997934225554,2.9382609874148984,2.973171591231812,32.81375633207548,-20.098443257027355
s91,13.788682346664947,12.994581798301644,24.645535678208343,2.519580866083387,1.9073634105679926,11.809366688349906,-21.852334026425286
s92,11.308345842785215,27.491640168382606,31.528392907436743,3.371557420222972,3.512917975275252,42.946064199677124,-18.528739856121025
s93,14.488132687365884,17.061811166196264,26.853877133225748,2.972548153274495,2.500078975160845,28.562024527174106,-22.44477787769646
s94,13.297148435962033,19.97626033175323,27.1334320181685,2.7044249965823264,2.6030671844133413,28.37778488753644,-20.69748145715988
s95,11.529988214235086,29.52174120210038,32.2104010227683,3.564102694651257,3.7323361455711312,43.93638327216135,-18.391442687549077
s96,13.854014097729856,22.642926567711346,28.52455039883818,2.8599760328616015,2.9022270197925417,32.54259459260764,-20.619086918858848
s97,16.55331388427134,13.867534275072662,24.231606226023715,2.6007108311055207,2.1202285176807636,15.00672523719892,-23.36181657728519
s98,11.205880797573563,24.00008326588902,29.130637643876554,3.0273647970461823,3.0800391031367282,36.51112823812332,-19.13590175727989
s99,11.254557583201331,32.293997615590975,32.91270880847566,3.895952001234005,3.915361747660393,44.72995923048436,-17.648482350223674
s100,12.036674783682631,23.08124788931849,28.56670958527265,3.1297495190579196,2.8794165147030935,32.84948051996067,-20.033959522711978
s101,12.539766220803884,15.935911730763586,25.634054359441425,2.9276254888650697,2.772128795396075,24.932208415985194,-20.47737186068138
s102,11.979140286156236,33.50664705075809,33.238940725891716,3.3960932157699335,4.108869557415732,47.619793711642735,-18.134042615943372
s103,13.117163932717189,19.630580056347142,27.15466408705612,2.678578250540833,2.572398611738735,21.03405201034331,-20.948857312660238
s104,9.73017835280605,30.782768723096492,32.929759297050396,3.148449235150628,3.8834399755503233,47.65687103669784,-16.95125455205811
s105,13.848932621785384,16.352068184699828,26.47623234527042,2.8373945632145365,2.585998513501138,29.873521611869933,-20.899130463640013
s106,13.858025997216668,12.96690863491804,23.610263337621433,2.5510260453871894,1.9360964956959743,13.51689990297474,-21.934214352044624
s107,13.175482907534823,29.213389111283753,32.563654630436844,3.065752691710055,3.4871185024977915,41.28013342188225,-19.38858975045087
s108,13.69795426474313,13.497759369496892,24.276673767273163,2.604542206540705,2.0526986594609165,18.63401755114702,-21.847619122564478
s109,11.721858069293223,25.45546530361209,31.155339888153225,3.2612303181141984,3.326049898953354,36.50247621377489,-17.652660170994906
s110,14.872030664046122,20.585272498285082,30.0029173154665,2.9195439202872286,3.2581803463675305,31.578508244281764,-22.226437906812052
s111,13.609833526507904,15.690036195955177,25.200435093622787,2.6271984658713294,2.191583647674218,19.066795584972088,-21.983674987302074
s112,14.408927423694472,12.902306213677399,23.72480026682431,2.753820422152786,1.8930523397985286,15.382570640992485,-23.417271754160964
s113,12.674600739504571,20.734319983342658,28.94844362518813,2.745874751768553,2.68926289819897,27.547998106074402,-20.647507762275552
s114,15.378799752073228,13.108884638412704,24.595398738753037,2.645668639334195,2.079002391737039,19.36424261556804,-23.352818526712568
s115,18.032655367051213,13.767562165457635,24.552092038509528,2.8310841906501185,2.1806010215257206,20.87694290668888,-24.676534052749634
s116,12.182593765604317,13.714503704894481,25.22253031179119,2.804601520586525,2.3823177385727363,26.259532428207567,-21.19630992652875
s117,10.126509437188458,27.50672350511465,30.266797052704966,3.209814843917648,3.548951610605025,41.181632724889205,-16.815182372221585
s118,10.434885294885879,28.853595344423223,31.927850321871365,3.1405000934205596,3.5327761381673697,41.838847241406384,-17.25426000439147
s119,13.114851854461389,20.143663449321917,28.29012866730398,3.0053823674606868,3.0933638350127595,35.479286318885976,-20.262240640542466
s120,12.61762402433443,19.679858129056527,27.954280201369876,2.744666233708697,2.5905649556244756,22.495580167023945,-20.613762364468812
s121,13.480764233443473,17.37550545231581,27.198732691180194,2.6350219610705063,2.396409318052943,22.863657554380282,-20.902048535966593
s122,10.15785824080087,27.73645898370478,32.16701442552593,3.0834837341408465,3.329663051372739,37.041684726379934,-16.791797918393293
s123,10.690648705953185,29.01402825573085,31.796740072767633,3.570432334768409,3.7912881655573285,43.186890789220584,-17.29435756680531
s124,11.931910571652619,21.477748045832826,27.935187791877926,2.538966381242008,2.9367212939192444,34.205320816823146,-19.270658408117193
s125,14.654413691434558,27.106253051560913,30.287571421278937,3.0277065069800733,3.3062235443623957,39.56945061047232,-20.746670748696744
s126,12.576039108639089,23.859650562774,29.288523829617066,3.2558426108562797,3.1637093528421163,37.79097800001965,-19.81090987888966
s127,10.963420747103095,31.030962720272328,33.11263209092943,3.347744638810231,3.8709814182123625,46.544693580828934,-17.91042209268825
s128,13.721786962683431,13.992418335806475,24.097071168218037,2.523463933123189,2.042133016787253,15.181592173496155,-21.994864397306095
s129,11.239631886211695,26.454472005179213,30.14992835597262,3.128540579920948,3.4013093846478695,39.6468294824443,-18.471060843694026
s130,11.611133732287495,13.537183005060157,24.26201796080046,2.5105803279670433,1.9897243210209956,19.09376991796819,-21.833074199089218
s131,12.510394805438668,23.302010698806022,28.562604024370014,3.0734641895623573,2.998175174591453,33.529923764250896,-19.37195493711046
s132,10.68116876943261,24.547006185557045,31.011654485589524,3.3964981306953277,3.2902619031891023,38.23393877288013,-17.5689882513714
s133,12.328583131103517,21.331317787842696,28.88675178914249,3.015841546036138,2.9540106158741493,32.695039512471816,-19.52720456066259
s134,11.102425165665094,22.447564557540446,28.469998742465872,3.1697968786739055,3.190094380567277,36.14895353843124,-17.92604080418195
s135,14.633658289563257,17.845059582047146,26.441895583897676,2.9537710413759264,2.806161056533034,30.112386170873332,-21.636901841512092
s136,15.021048188666596,17.2068332449704,26.92183561683614,2.4941477295487324,2.3673348899848903,19.20712604261921,-22.66590946104735
s137,10.769426884072697,23.41358810155177,29.12327053295707,3.047595929627099,3.010694133126576,35.973418860498334,-18.7194829919456
s138,13.35814191024349,18.163298383567387,27.619611719743858,2.780002200100674,2.7997249559571795,32.415096380925384,-20.985699707924425
s139,12.549607456788584,23.469007345722947,30.322875806130146,2.94050192487462,2.906426740079014,31.845104090870354,-19.46420871832499
s140,12.872748191221357,23.3990347119492,29.879105908971553,3.166138743465873,3.161250737849058,32.616398066468534,-18.90485827097119
s141,13.762038561378207,15.521210470899238,26.239739718302346,3.05427295213931,2.707048002674104,22.899361278930442,-20.483878043298652
s142,10.635033079442662,29.899879183674003,32.79823552770732,3.5045760470602416,3.8951765454596763,44.54357308218803,-17.12146112463541
s143,13.002526558851796,12.016837895521984,23.16915442325653,2.4859922779474877,1.8795784632489703,13.917079285461588,-21.463983414352406
s144,13.190372210361787,12.650892076458074,24.305562189160078,2.837547608779545,1.9964362087903682,19.118274821768594,-22.967430545397225
s145,14.556770086348006,18.794173695043217,28.206066209979017,2.526985938811135,2.4946543266602075,24.75571564472151,-21.695919741093206
s146,14.51660211883132,13.093542015308723,24.18207890265752,2.5889792652743195,2.0376243545691697,18.385719944067475,-22.683691723147827
s147,14.136528247124444,17.229915745425544,27.400752727664077,2.6768136562537976,2.4268003487788112,25.21897158500954,-21.214061142533083
s148,13.435656774601497,18.967191559634145,28.689575826244752,2.9609909627476796,2.690545694459037,31.017398162620047,-21.398262355300055
s149,11.021554182196503,24.63622342179303,29.14607413641814,3.1766018267574707,3.1483104133681916,37.035283397154494,-18.182041013973326
s150,13.551492875664152,13.884544651612648,25.07124115750438,2.7086188918161684,2.178891848884345,19.908876401259242,-22.366150531541145
s151,12.882653809898429,24.669412571808525,29.540989133017305,2.6546188337305976,3.005366400368997,31.145797608506296,-20.07280490017163
s152,14.044097683127918,24.9827579272504,30.039315990021354,2.9749148106088836,3.1521943138782933,37.60391023405832,-20.43501428229088
s153,14.764129624181455,14.22044457643112,24.419553017183297,2.8416935348032686,2.3421551608953792,23.996402709349674,-22.942088330054116
s154,12.845807405583116,23.559550872740072,29.137487621820963,2.839770173689169,2.981668851974131,34.556780888336505,-19.415554869328393
s155,14.946773979213301,25.320630173267674,30.747192442517523,3.6596113512582753,3.313132665156976,36.78633081133489,-20.306258860408054
s156,10.406213431036097,27.456045837901364,30.662608414675162,3.240180678509431,3.505570511062488,42.88381951817753,-17.552254788616015
s157,11.963052288473236,23.67976210261555,30.310624583110584,2.757885984745421,2.969666770588494,32.30997724239173,-19.814946895685345
s158,13.623026336689511,18.348917209399144,27.934589510171755,2.4242078640707816,2.5033303489247674,22.97915412345272,-21.206667016561124
s159,13.942059865015047,16.217891773265944,26.049954272541232,2.7345554294316274,2.4229496911420223,25.036069605603082,-21.993395515087066
s160,11.44901174575771,28.919927208974325,32.976631677415845,3.174655984382689,3.5766358131886054,42.265072833931114,-18.2271237687366
s161,12.355477263682758,19.777192065267453,27.64258336121428,3.3071000041232383,3.007801985618577,25.193645553872695,-18.50131544535105
s162,14.224095276667082,19.6728146954328,27.93414740506622,2.8601243615677245,3.104988338279288,36.01152056201081,-21.652394606185418
s163,13.870349573340425,24.13862559806547,29.233734349102054,3.030173411611223,3.0279785873316447,34.997615170684256,-20.548630134115033
s164,15.497195924285485,15.203727132750174,25.322530705067596,2.2752457970094637,2.1440604326413513,11.918320354062418,-22.442590946889926
s165,12.71571622039409,14.278165613449543,24.516061611965053,2.795024629417177,2.3669076385536387,22.757530501182245,-21.694013787295624
s166,11.411295530959533,20.635116508097592,28.227850440322353,3.1976474298418998,2.8351399172772402,30.897568553693862,-18.935446502488162
s167,13.615270545582415,22.694148465974347,28.3120487370787,2.8678139946219905,3.0192774471978527,32.40509363842548,-19.903714228306868
s168,16.921611881369646,12.469996766272509,23.681287820253754,2.4900657021595647,1.9579113786611857,12.39904032425815,-23.58382467591309
s169,15.82500696368332,15.90519295283225,25.248746279359903,2.621190665414421,2.2612820049584994,15.578076955504416,-22.34616115486217
s170,13.144994770625564,23.561046940585644,29.193500136278008,3.1195146574151327,3.127237220764204,36.801175001303015,-19.801057264854194
s171,13.97602023078759,14.343283529685987,24.296825119756956,2.7456142109738364,2.225199484664013,21.7198756927135,-22.253449673551025
s172,13.84039216674582,21.643738274866,29.515461040494486,2.806489312806617,2.7538440321716564,28.458859671891236,-20.760763970805346
s173,14.024123904126203,18.576894572450914,27.763562906010687,2.6764843556139746,2.4606307204230866,22.30794390961716,-21.67162181633835
s174,14.799626216185397,16.486572152761248,27.34328469159324,2.844153789657156,2.5217938332473047,26.275647415227713,-22.177461512846705
s175,11.9627085433076,19.55205374606341,27.93545503714756,3.279832225981878,2.807343916323891,31.74814459033675,-19.122497374521355
s176,14.675421960839177,13.416590352083603,24.749904892525436,2.713897877934587,2.121105955202496,16.41886635448752,-22.6288012335061
s177,12.112277008830073,16.515456998563092,26.272272813768627,2.934221611758031,2.511615233859592,28.8103175222666,-19.985044777482017
s178,11.816095010641943,27.792949981503885,32.295778307290504,3.25391746636025,3.3467175891596033,39.27473798205882,-17.780304487807157
s179,15.195630131729423,13.344654655096386,23.985160336292253,2.484734559712915,1.903091242811919,9.611717120580625,-23.22340610724453
s180,10.217976027342539,31.83695250099146,33.45386271929445,3.511240764666086,3.9755199304253352,45.298942713474815,-16.825432514024662
s181,9.164935050667212,32.81385123326576,35.22522776197507,3.333676355936478,3.884422571490923,44.94819783356954,-15.866822079162311
s182,16.204309907502534,17.727764650375477,27.333934676526216,2.4851264721504736,2.407750053417138,20.70589423633158,-23.482935138037483
s183,14.543429230490412,21.511355294852514,29.001932849517086,2.8176862513191008,2.713032884867948,26.690927302525367,-21.550988106282077
s184,15.626611013613358,13.786190010871435,25.480532630306033,2.5623580641741,2.247639073436765,22.088828744092414,-23.249377754664646
s185,16.199048612610266,13.263441580672973,24.597050262966665,2.3827240648465247,1.9189259109947518,9.231443267758738,-23.785924533081648
s186,13.347217752117599,16.930841811963592,25.763210103183155,2.7512187381420925,2.4354122279465753,23.32875014280501,-20.71202883303041
s187,13.574676366449399,23.435964517142576,30.11176777153199,3.3062925357778576,3.0487476782840544,36.1352428733463,-20.275034756907367
s188,14.965614361857588,17.057985810669333,26.4597574026155,2.577710830898631,2.3721931416637934,15.93158433268675,-22.140136637556186
s189,13.25739132937888,19.79241825923221,27.61511329547462,3.328619958737019,2.87695962480565,31.0521143620938,-20.740305969435894
s190,12.43006840855953,25.502362750772047,30.927594036246667,3.1360809342467824,3.298712777301396,39.19424270472689,-19.145429635932828
s191,9.792105345470995,28.682391267221995,31.053123094411777,3.816137906012338,3.7704781990604697,44.537781042509735,-16.793234738288557
s192,10.427456680484928,28.905224066077196,31.98459989543702,3.2934431278154066,3.746113652777455,42.62687379378809,-16.909281844199416
s193,15.297080063128316,15.253596624823189,25.397570796606534,2.477167037599372,2.139656582333366,11.80771028254707,-22.73712334380998
s194,13.820695653254452,17.420233430580183,26.719153592636406,3.051965385009915,2.53926305701345,29.326515203606643,-20.900197310829718
s195,12.728333513111712,26.393448114314527,29.970829822403044,3.4076279321702474,3.4375416632888087,41.05820023442518,-19.107785995760768
s196,11.868660512662405,22.77389206251432,29.08173668032299,2.803427976668083,2.9484559560806973,34.0621072956977,-19.183782355139364
s197,13.3524973081823,20.561698056435397,28.966241773453948,2.9825083103580474,2.681191604842734,27.859487416314032,-20.1011877357369
s198,11.971586973144461,14.465496017201732,26.035407941938303,2.7675210597538564,2.303072558827026,21.136589562130045,-20.400697248206857
s199,11.839216631811256,17.986859811779098,27.529888113617417,3.1893320815221924,2.7092229076595937,32.32503503902972,-20.33728659050214
s200,11.071872923488492,27.989240443872625,30.622888842426622,3.013791632587306,3.5120098445973142,40.92714220069292,-17.88348829912646
s201,12.568906829816152,20.508716292989156,27.517611090159303,2.9709421782324297,2.9816468298310355,29.113249813175926,-18.917836019933553
s202,14.518283446284578,16.89119265975471,27.45356837328247,2.619091616260543,2.659977264019389,27.93943062111636,-21.74492495952721
s203,15.585767373734447,23.203360251560216,28.711134359226353,3.0252206591336295,2.921632491587147,32.374900218238366,-21.850086989426014
s204,13.92541257331745,20.00796577988151,28.508246048536577,2.9434896059395426,2.614852437646328,26.590587823040998,-20.863491088313225
s205,13.033226647386378,13.390963729134373,24.806884714478958,2.9165908872880006,2.3549773561189618,24.350619303289147,-20.880549457038313
s206,13.735006540929225,17.527404711795988,27.603635685622475,2.7848386865442087,2.7509123585165716,32.95435589040345,-21.149565348020598
s207,12.56708412426013,30.622600038563668,33.93367625703252,2.9648146083731364,3.6008357056731444,38.650335559947465,-19.360646010681545
s208,15.055617144642069,22.117979138244003,29.116324185398152,2.798447391393645,2.776054091861842,26.234294077064806,-21.735539872685063
s209,13.13137030716577,24.93853520708835,30.87338979205057,3.2090782014027637,3.198287741224167,37.52174531962518,-19.58079034508013
s210,13.674467163344671,16.774857141633213,26.425132391272747,2.784435059450835,2.5029202459906523,29.07177375536713,-20.770954116694742
s211,13.855343933801313,21.656639890023285,27.947987203252186,2.9717246055628492,2.791930854427162,30.83731576381123,-21.060038569844266
s212,11.973806383889944,25.787387908249332,30.1234289550795,3.0230890356034212,3.279533988926819,38.826076223308995,-19.214313980347008
s213,11.488591677560835,24.71904367268754,30.475140544396105,3.1373779839054556,3.277752424364761,38.83119100433608,-18.9121108669148
s214,11.420802013321582,32.04366604631095,33.901995140859206,3.2313635744884266,3.9234405733109754,44.5865759756427,-17.97391097043976
s215,14.181157578704955,23.80519140895551,30.18222280117561,2.919023612135176,3.0416208206620263,34.986974729635705,-20.464160665816642
s216,12.16964324138998,19.22679420403041,27.185733554077782,2.8632888479460843,2.6105919364858523,30.098772130680103,-20.546952059815602
s217,13.819556484957829,20.57549156559068,27.474950411715263,3.015527653732848,3.0576944441742944,32.91918513041932,-20.645279605578224
s218,15.111135340483592,15.530185429888231,25.478591531960213,2.642895640680135,2.240442489291632,21.580900023993053,-22.675690574868597
s219,13.666932374421338,22.957031903062546,29.26708431440602,3.0238235430713947,3.126188964885018,34.385610122890895,-19.69996813819463
s220,12.737730975337247,13.025950171369704,23.761957370308217,2.7863765004298484,2.014376475438023,17.39257228401362,-20.56541179285701
s221,15.174599012268864,22.4318830499442,28.249489103536376,2.8923035014244474,2.8725897674323133,31.77626005173793,-21.47236245537334
s222,11.434487665750174,27.478151272556687,31.384364868611147,3.0316700460377217,3.5160107832670993,42.63916264586142,-18.177173865698325
s223,13.627297726940107,21.486482848878893,28.567025541292356,3.011343753511369,2.82365631483164,31.558401205937468,-20.492639747610813
s224,14.203505704493786,17.493792591874676,27.462825993539706,2.942675143788641,2.9527836645892993,28.972309765964205,-21.473708517273963
s225,14.282000452048251,13.351913793904432,24.962599847657735,2.733391919377241,2.0648230851527303,20.02252179817021,-22.9763619264372
s226,14.741393125676888,14.15484948879476,25.48964023717199,2.6806106878673086,2.154449573203645,21.43177626860612,-23.49615644619751
s227,12.598793595172813,19.508514149209155,26.991575909836175,2.6199286903648464,2.650665725449809,26.17428813211701,-19.942147853481078
