sample_id,E_T,rho,AAV,PF,VPA,NBI,SBI,RBI,WE,B,N,S,O,F,Na,Al,Si,P,Cl,Ge,Br,I,cub_root_V,Na-Na,Na-Na-max,Na-Na-avg,bottleneck_min,bottleneck_avg,poly_dist_max,poly_dist_std,poly_dist_avg,poly_dist_avg_fixed,face-area-max,face-area-avg,face-area-min,face-area-count,pockets-per-ion,pockets-per-volume,paths-per-ion,paths-per-volume,ln_D
s1,26.205216086662706,0.8237295187368368,-1.1837717020948668,-0.6035828660942556,-1.6297414821043423,1.3940366388442194,0.9516336363514662,-0.5936999130785857,1.96372370706827,-0.5582749381717423,-0.06544656127666788,-1.2421742124175847,2.0711377807621774,-0.4324161530479095,-0.9896089803416546,-0.5609384697647599,-0.5795449505715446,2.141482687299577,-0.4327027368627905,0.4222229141890688,-0.402668050488517,-0.35370725586820484,-1.1711039746825085,-0.8704565357644342,-0.2591001110525122,-0.4740234494738752,-0.33155621768321203,-0.7945892211419883,0.25206226316391495,-0.6997691748668643,1.6980833904798602,1.8072741910701895,-0.7279987794086361,-0.6310063749131175,-0.01400896469210762,-0.6007294868722473,0.7183004065674095,1.853828520009215,0.9362285045121651,1.881513331761286,-22.44947812336508
s2,76.12084086348924,1.3911235862156104,-0.4279047013646754,-0.4141184995763575,-0.8450735420364613,1.2961181958401182,-0.09381144292509946,-0.10466077101608282,1.360246258367401,-0.5582749381717423,-0.06544656127666788,-1.2421742124175847,1.2996444338139022,-0.4324161530479095,-0.44057695806292446,-0.5609384697647599,-0.5795449505715446,1.5726047051825238,-0.4327027368627905,0.23908264382592523,1.9893688117082842,-0.35370725586820484,-0.45990810868707704,-0.46358691563878224,-0.49022476869882137,-0.584819731207542,-0.31107310255283627,-0.9541117227184711,1.229707820560327,0.4583952272739553,1.6190120322863368,1.723352972695475,-0.37657420992421525,-0.08203576446244078,-0.20845145520521483,-0.17748301160911573,-0.43735797302797225,-0.3597249033617807,-0.4509559380636018,-0.3998140882527937,-22.98888400764099
s3,-49.175507079147174,-1.5111760827779965,0.7703341007995106,-0.6104943212142343,0.7640161031500143,-0.5195108571442417,-0.3415417883385362,-0.2829454456221405,-0.30631488991125994,0.8924327331418191,-0.06544656127666788,0.20812118445626468,-0.9088194600200015,-0.4324161530479095,-0.21210354416439864,0.7720665666887594,-0.5795449505715446,-0.5931276049690055,3.2398646973464116,-0.5746541250308533,-0.402668050488517,-0.35370725586820484,0.917703190625674,0.023470564728873843,0.4194689587434141,0.5889939857201193,0.7015916417630247,0.48566337400897225,-0.5066369927691873,-0.5490111279520152,-0.940793694853916,-0.9628443753191115,1.0460460492339003,0.8653543270942704,-0.3016539895303469,0.8711364804768866,-0.049235789960166546,0.24048527050421478,-0.13487585988489367,0.035062711840410744,-17.552712466234308
s4,-7.434815367663715,-1.3173283551330315,0.9225766266362139,-1.2021085227292465,0.49957258190716763,-1.2826319643328834,-0.9813970178508723,0.2985786647888547,-0.26168973484117913,-0.5582749381717423,-0.06544656127666788,1.7204945009394812,-0.9088194600200015,-0.4324161530479095,-1.245199950303157,-0.5609384697647599,2.7488121769029448,-0.05575020591455305,-0.4327027368627905,-0.5746541250308533,-0.402668050488517,-0.35370725586820484,0.7617016844405637,2.459406760039142,1.306185405103418,1.8813357730487175,1.5593363107692348,-0.03530795458181958,-1.2725458898252582,-1.079810018857865,-0.6096776192857294,-0.642033878018382,0.10411416143995274,0.9710823959051844,0.3001374194354944,0.9827204179531573,1.5591745810723334,0.9395247773072308,1.1527714201366124,0.5588607604022077,-19.17258847351942
s5,9.496623610091637,0.6286967288435793,0.04533345217292657,-0.4706218226039099,-0.35530666242210385,1.3675593510186224,-0.3890448563573039,0.18580467004407278,1.1086319935984197,-0.5582749381717423,-0.06544656127666788,-1.2421742124175847,1.0153663581497985,-0.4324161530479095,-0.11092678965416278,-0.5609384697647599,-0.5795449505715446,1.9821502381919478,-0.4327027368627905,-0.5746541250308533,2.8678701546257774,-0.35370725586820484,-0.07696518662854242,-0.1403662085653324,-0.3741990584992538,-0.39493313117851936,-0.7175223086999646,-0.8685222327805123,1.3900519081736369,1.850481679702091,1.1866731743884285,1.612978007103594,1.0712030125713432,0.4877779802794841,-0.30119592646153326,0.42966449625795416,-0.18084397863168908,0.2633942798255153,-0.17688371527986452,0.15008600356157054,-20.000940917037838
s6,6.8538570896781525,0.02587931251294889,-1.2495368391361492,-0.2793132459873919,-1.6412710063224976,1.5548874117206293,0.9718577838058371,-0.5809797034952552,1.7514239299687304,-0.5582749381717423,-0.06544656127666788,-1.2421742124175847,2.009468983783541,-0.4324161530479095,-0.6035213822842104,-0.5609384697647599,-0.5795449505715446,2.814364706592561,-0.4327027368627905,-0.5746541250308533,-0.402668050488517,-0.35370725586820484,-1.3871800713348013,-0.28628051914353964,-0.806376955757992,-0.6248389596939782,-0.18137045586867137,-0.963427286312686,0.24531203464294765,-0.4943377533072889,1.6356246115076216,1.740984488334609,-0.9974067543355569,-0.7396768650071568,0.20467276032671303,-0.6784058075336017,0.08111010165570737,1.1716819864434775,0.02693181594160557,0.7502877188518524,-21.795324630315818
s7,-6.914570860609165,1.4376982966852512,-1.1146770883818302,0.3184262491279788,-1.2246724559369024,0.6476059447020738,1.4838268727217683,-0.8021972746789275,0.9225776794513946,-0.5582749381717423,-0.06544656127666788,-1.2421742124175847,1.4822185236587047,-0.4324161530479095,-0.4817667268028258,1.3299321105789987,-0.5795449505715446,-0.5931276049690055,0.2993176371111676,0.945277108428504,-0.402668050488517,-0.35370725586820484,-0.9792205203457576,-0.6625995519269627,-0.6071507428902334,-0.5426501122701192,-0.016883774665754685,-0.6172575471088882,0.6026987496538935,0.055016743997078316,1.3527254808176918,1.4407336735384229,-1.2029189220958232,-1.0619046624457986,-0.28280985329200753,-0.6063577184613891,-0.2259364956363512,0.3810279572090106,-0.27513485891582595,0.08660365978049345,-21.569805033820113
s8,48.682031769757806,1.220163169332842,0.7858673845165227,-1.0338858535421642,0.34008393639717016,-1.2118023271741487,-1.1434446819391308,0.7492884205429238,-0.09890420063448446,-0.5582749381717423,-0.06544656127666788,1.736110977591213,-0.9088194600200015,-0.4324161530479095,-1.41605339016186,-0.5609384697647599,-0.5795449505715446,-0.5931276049690055,-0.4327027368627905,3.618350614495048,-0.402668050488517,-0.35370725586820484,0.43881814864416685,1.9533116069245935,1.5065876245313432,2.2779677894918207,1.833251042088043,-0.6106295574899993,-1.5333533396353392,-1.238818544169798,-0.8096329869235825,-0.8542535547268953,-0.8036678234979332,0.7543839701294754,0.8928627284017128,0.7796031838764904,0.7962993881103487,0.07031559968920195,0.5779231299451776,0.001320499691421309,-20.706803990142678
s9,46.72739203356978,0.891166630803825,-1.2231827257612424,1.643315972331986,-1.111079384091102,1.6758842942444456,0.33102806724080497,-0.3092793493464321,0.29893576914397424,-0.5582749381717423,-0.06544656127666788,-1.2421742124175847,1.3013820135887517,-0.4324161530479095,1.109814036637551,-0.5609384697647599,-0.5795449505715446,0.8844417963335622,0.24277947814569928,0.05648805178976999,-0.402668050488517,-0.35370725586820484,-1.423374941335033,-1.2008718660683149,-1.3281601171505755,-1.3302423891732285,-0.3858426714796312,-0.9276231465829652,0.5351540576136878,-0.2337809466166386,1.6384529188168997,1.7439862705317961,-1.1570657423299595,-1.3211206523538217,-0.2784025111033093,-1.3332775929665488,-0.7239560602914227,-0.880618417600901,-0.6325263631506961,-0.7156660232505526,-23.1167821087172
s10,-14.61442017145437,0.2290630030436654,0.42801117632805913,0.673619365359218,1.1991508561141055,-0.6418757705341334,-1.0142815686862485,0.6296832631321656,-1.54351640558355,-0.5582749381717423,-0.06544656127666788,0.6937111610881338,-0.9088194600200015,-0.4324161530479095,1.5351025726606748,-0.5609384697647599,-0.5795449505715446,-0.5931276049690055,0.3606370521185347,1.2223479061945326,-0.08056959089392743,-0.35370725586820484,0.631557314661738,-0.4516471178910126,-0.806116065280236,-0.5301000310328409,-1.422100541868625,0.2893919814313145,-0.8325430256589508,-0.7680324604141731,-0.8210983679741971,-0.866422167596084,-0.4270758578988682,0.0692409764812211,-0.30104367467783966,0.029391275854181803,-0.7224740581013773,-0.9372087144982278,-0.627299919060844,-0.7125074164406101,-19.55558688693647
