sample_id,E,T,rho,AAV,PF,VPA,RBI,WE,B,N,S,O,F,Na,Al,Si,P,Cl,Ge,Br,I,ln_D
s80,0.32644688977586744,0.094790665882,3.0804153254518627,21.992230182506944,0.564588685908046,43.55324016535693,3.080712559541102,2.1812871287128712,0.0,0.0,0.0,0.31683168316831684,0.0,0.38613861386138615,0.0,0.039603960396039604,0.0,0.034653465346534656,0.06930693069306931,0.0,0.15346534653465346,-10.845920151359234
s81,0.36764581741548635,0.04308666631,3.3535551196986604,18.18339103188736,0.5931938616260334,35.32773114766685,2.2558572495444382,2.317205882352941,0.0,0.0,0.0,0.4264705882352941,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.15196078431372548,0.0,0.08823529411764706,-16.358899432754498
s82,0.36764581741548635,0.060321332834,3.3535551196986604,18.18339103188736,0.5931938616260334,35.32773114766685,2.2558572495444382,2.317205882352941,0.0,0.0,0.0,0.4264705882352941,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.15196078431372548,0.0,0.08823529411764706,-13.984109645500018
s83,0.36764581741548635,0.077555999358,3.3535551196986604,18.18339103188736,0.5931938616260334,35.32773114766685,2.2558572495444382,2.317205882352941,0.0,0.0,0.0,0.4264705882352941,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.15196078431372548,0.0,0.08823529411764706,-12.707520439928581
s84,0.36764581741548635,0.094790665882,3.3535551196986604,18.18339103188736,0.5931938616260334,35.32773114766685,2.2558572495444382,2.317205882352941,0.0,0.0,0.0,0.4264705882352941,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.15196078431372548,0.0,0.08823529411764706,-11.635846927264346
s85,0.3588738706394696,0.04308666631,2.3048334946930074,12.230599970697183,0.6848284116198428,25.524730373628902,1.6199816446506081,2.3755208333333333,0.21875,0.0,0.0,0.4791666666666667,0.0,0.3020833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.098593606896927
s86,0.3588738706394696,0.060321332834,2.3048334946930074,12.230599970697183,0.6848284116198428,25.524730373628902,1.6199816446506081,2.3755208333333333,0.21875,0.0,0.0,0.4791666666666667,0.0,0.3020833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.259372964744726
s87,0.3588738706394696,0.077555999358,2.3048334946930074,12.230599970697183,0.6848284116198428,25.524730373628902,1.6199816446506081,2.3755208333333333,0.21875,0.0,0.0,0.4791666666666667,0.0,0.3020833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.644857355955041
s88,0.3588738706394696,0.094790665882,2.3048334946930074,12.230599970697183,0.6848284116198428,25.524730373628902,1.6199816446506081,2.3755208333333333,0.21875,0.0,0.0,0.4791666666666667,0.0,0.3020833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.497145968371719
s89,0.32285019314284424,0.04308666631,2.2843124384766815,23.351007304132338,0.40188371926576333,41.921493427891114,2.1901625140482865,2.161184210526316,0.0,0.0,0.4780701754385965,0.0,0.07894736842105263,0.24561403508771928,0.0,0.10526315789473684,0.0,0.0,0.09210526315789473,0.0,0.0,-14.256990563905111
s90,0.32285019314284424,0.060321332834,2.2843124384766815,23.351007304132338,0.40188371926576333,41.921493427891114,2.1901625140482865,2.161184210526316,0.0,0.0,0.4780701754385965,0.0,0.07894736842105263,0.24561403508771928,0.0,0.10526315789473684,0.0,0.0,0.09210526315789473,0.0,0.0,-12.205575637404937
