# c0 + a0 * (poly_dist_std + B) + a1 * (Cl + P) + a2 * (Al + O) + a3 * (face-area-avg / E_T) + a4 * (O + E_T)
# Property Label: $ln_{D}$; Unit of the Property: Unitless
# RMSE: 0.294064100812967; Max AE: 2.00818601439695
# Coefficients
# Task   a0                      a1                      a2                      a3                      a4                      c0
# all ,  1.763688269231629e+00,  1.868818208132135e+00, -2.002102872999194e+00,  1.004960633482616e+01, -5.024063708987951e-01, -1.584772331749192e+01, 
# Feature Rung, Units, and Expressions
# 0;  1; Unitless;                                         28|8|add; (poly_dist_std + B); $\left(poly_{dist, std} + B\right)$; (poly_dist_std + B); (newdata$poly_dist_std + newdata$B); poly_dist_std,B
# 1;  1; Unitless;                                         17|16|add; (Cl + P); $\left(Cl + P\right)$; (Cl + P); (newdata$Cl + newdata$P); Cl,P
# 2;  1; Unitless;                                         14|11|add; (Al + O); $\left(Al + O\right)$; (Al + O); (newdata$Al + newdata$O); Al,O
# 3;  1; A^2;                                              32|0|div; (face-area-avg / E_T); $\left(\frac{ face-area-avg }{ E_{T} } \right)$; (face_sub_area_sub_avg ./ E_T); (newdata$face_sub_area_sub_avg / newdata$E_T); face-area-avg,E_T
# 4;  1; Unitless;                                         11|0|add; (O + E_T); $\left(O + E_{T}\right)$; (O + E_T); (newdata$O + newdata$E_T); O,E_T
# Number of Samples Per Task
# Task, n_samples               
# all , 1041                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      ,  Feature 4 Value      
s47         , -1.842882744186564e+01, -1.887227938889372e+01,  7.463136350160969e-02,  9.187279151943463e-02,  0.000000000000000e+00,  2.614922931591507e-01,  1.185448877277465e+01
s48         , -1.712958329507449e+01, -1.694943687784840e+01,  7.247173856307280e-02,  0.000000000000000e+00,  0.000000000000000e+00,  4.015260422928962e-01,  1.047898688927233e+01
s49         , -2.142142340445580e+01, -2.143412520490205e+01,  1.979430014161733e-01,  3.992094861660079e-01,  3.359683794466403e-01,  1.898139551602869e-01,  1.575711280873738e+01
s50         , -2.022197746600499e+01, -2.048471584024095e+01,  5.975726222179985e-02,  0.000000000000000e+00,  0.000000000000000e+00,  2.302528396614023e-01,  1.404507687388660e+01
s51         , -2.208446385448407e+01, -2.206072747138889e+01,  3.187073813473321e-01,  8.542713567839195e-02,  4.070351758793970e-01,  1.433814677408801e-01,  1.504907950960228e+01
s52         , -2.030062191637932e+01, -2.004900079086852e+01,  1.520987241903020e-01,  3.473389355742297e-01,  4.397759103641457e-01,  2.586951198718043e-01,  1.361040272199163e+01
s53         , -1.881589086732163e+01, -1.883994074396767e+01,  1.591998618158785e-01,  1.065573770491803e-01,  6.188524590163935e-01,  2.754228540806260e-01,  9.954128737823392e+00
s54         , -2.389190768082197e+01, -2.380170787721743e+01,  2.776888515237104e-01,  0.000000000000000e+00,  3.333333333333333e-01,  1.091747907334227e-01,  1.766207135869826e+01
s55         , -1.989931101552115e+01, -1.994405942223522e+01,  5.970757673084333e-02,  1.106557377049180e-01,  9.016393442622951e-02,  2.438107548071180e-01,  1.329227122811093e+01
s56         , -2.293632659980805e+01, -2.312807305452124e+01,  1.037977276798783e-01,  6.521739130434782e-02,  5.108695652173912e-01,  1.273509775127575e-01,  1.560949510283250e+01
s57         , -2.165250835772914e+01, -2.143302421981318e+01,  3.685125521367438e-01,  0.000000000000000e+00,  3.983050847457627e-01,  1.552125610354366e-01,  1.392820623909980e+01
s58         , -2.493828100106786e+01, -2.477144792815728e+01,  8.647914926633975e-02,  0.000000000000000e+00,  5.333333333333333e-01,  1.130055009180943e-01,  1.820064394160582e+01
s59         , -2.019609135900962e+01, -1.997095152624617e+01,  6.382966121561219e-02,  0.000000000000000e+00,  0.000000000000000e+00,  2.259318544048532e-01,  1.295033344640037e+01
s60         , -1.686951544328429e+01, -1.722652225330274e+01,  7.762239029444780e-02,  1.538461538461539e-01,  5.594405594405594e-02,  3.556532918114013e-01,  1.048032280800659e+01
s61         , -1.698686520707895e+01, -1.750869468898706e+01,  6.038220509004746e-02,  2.838283828382838e-01,  4.620462046204620e-02,  3.202537622018857e-01,  1.079565976127190e+01
s62         , -1.961666852236879e+01, -1.970451586836811e+01,  1.587906191848551e-01,  3.589743589743589e-02,  0.000000000000000e+00,  2.315275558107703e-01,  1.299883252854930e+01
s63         , -2.363642228074260e+01, -2.308951110834406e+01,  1.074901841323404e-01,  1.273584905660377e-01,  4.528301886792453e-01,  1.413473550364832e-01,  1.628810851264553e+01
s64         , -2.123215125329894e+01, -2.165748564541514e+01,  1.456198243202811e-01,  0.000000000000000e+00,  5.051546391752577e-01,  1.531342444038888e-01,  1.312514729915971e+01
s65         , -2.229595939650926e+01, -2.201613407843204e+01,  1.169846361043287e-01,  1.491228070175439e-01,  4.868421052631579e-01,  1.602524673750176e-01,  1.450854380874742e+01
s66         , -2.209517036440609e+01, -2.185996438345904e+01,  2.208800905321678e-01,  0.000000000000000e+00,  2.906403940886699e-01,  1.796295575203078e-01,  1.517719420649046e+01
s67         , -2.100952424313996e+01, -2.114614351953057e+01,  1.153276235884429e-01,  0.000000000000000e+00,  5.231316725978647e-01,  2.039945664601565e-01,  1.294673837424978e+01
s68         , -2.306714632630091e+01, -2.285729023604413e+01,  2.025385450106751e-01,  5.291005291005291e-03,  3.492063492063492e-01,  1.450092000194870e-01,  1.619168966157265e+01
s69         , -2.116954741071400e+01, -2.161234813941341e+01,  1.279778777810153e-01,  0.000000000000000e+00,  3.794466403162055e-01,  1.707302838126772e-01,  1.382629528419714e+01
s70         , -2.268552320802911e+01, -2.203613771393426e+01,  1.173397487425756e-01,  0.000000000000000e+00,  5.254237288135594e-01,  1.795554026282287e-01,  1.422727557521243e+01
s71         , -1.844586653395837e+01, -1.919218786875700e+01,  4.947969419360381e-02,  2.041522491349481e-01,  0.000000000000000e+00,  2.634668146139577e-01,  1.286009272831540e+01
s72         , -2.185924535832699e+01, -2.188659959314917e+01,  1.102728872623925e-01,  5.106382978723404e-02,  4.893617021276596e-01,  1.625692394641123e-01,  1.389870248804440e+01
s73         , -1.814705961150877e+01, -1.810890941196256e+01,  3.180241991696446e-01,  5.932203389830509e-02,  0.000000000000000e+00,  2.634816527305959e-01,  1.110820035458225e+01
s74         , -2.269683109870329e+01, -2.317725875659844e+01,  2.558038845060995e-01,  0.000000000000000e+00,  4.382022471910113e-01,  1.180595902964650e-01,  1.610214489007334e+01
s75         , -2.162544692540680e+01, -2.164139921311666e+01,  1.784736445732510e-01,  0.000000000000000e+00,  5.637254901960784e-01,  1.846205329753561e-01,  1.360487330389796e+01
s76         , -1.799713371423827e+01, -1.826763275143179e+01,  7.171680035185171e-02,  3.285714285714286e-01,  0.000000000000000e+00,  2.793924153599610e-01,  1.187926729201374e+01
s77         , -1.808839931225978e+01, -1.795592745872711e+01,  8.101519296375843e-02,  0.000000000000000e+00,  0.000000000000000e+00,  3.136896690065690e-01,  1.075533210664907e+01
s78         , -1.710463489071706e+01, -1.709326750183594e+01,  2.225716707119916e-01,  8.365019011406843e-02,  0.000000000000000e+00,  3.376950518661431e-01,  1.032654213885252e+01
s79         , -2.130172009097587e+01, -2.141499154405296e+01,  1.224158952128079e-01,  1.459074733096085e-01,  4.448398576512456e-01,  1.916606603666290e-01,  1.411475985979630e+01
s80         , -2.075517304342145e+01, -2.049611659519834e+01,  2.810731224416099e-01,  0.000000000000000e+00,  2.000000000000000e-02,  1.939896171704129e-01,  1.403962267054964e+01
s81         , -1.679587307458704e+01, -1.652895145206669e+01,  3.216928565570306e-01,  2.584745762711864e-01,  0.000000000000000e+00,  3.216135375424789e-01,  9.879901566191508e+00
s82         , -1.961963418382102e+01, -1.951412408520572e+01,  1.000478698504582e-01,  0.000000000000000e+00,  1.015228426395939e-02,  2.499308585344222e-01,  1.260779164185863e+01
s83         , -1.732943596118787e+01, -1.747885452728747e+01,  7.692248646928390e-02,  1.181434599156118e-01,  0.000000000000000e+00,  3.287677508852189e-01,  1.053245723854915e+01
s84         , -2.091958911511147e+01, -2.116444007170043e+01,  2.135767524828004e-01,  2.041522491349481e-01,  1.349480968858132e-01,  2.023560620982410e-01,  1.560159713860114e+01
s85         , -1.931803893900067e+01, -1.934305051870804e+01,  1.332162649486068e-01,  0.000000000000000e+00,  1.731601731601732e-01,  2.544909572865008e-01,  1.182534491088885e+01
s86         , -2.124992178205270e+01, -2.095001940988255e+01,  1.884042256758634e-01,  0.000000000000000e+00,  5.963302752293578e-01,  2.111488713311125e-01,  1.266431172306523e+01
s87         , -2.000999990609716e+01, -1.989778560348666e+01,  6.216576214026812e-02,  1.116071428571429e-01,  1.026785714285714e-01,  2.340220014556813e-01,  1.296666020769036e+01
s88         , -1.933594922663024e+01, -1.931015009036645e+01,  1.782072872067458e-01,  1.036269430051813e-01,  0.000000000000000e+00,  2.435602328003997e-01,  1.277466533661714e+01
s89         , -2.128477820873118e+01, -2.139521587283760e+01,  1.219001344599253e-01,  1.767068273092370e-01,  5.180722891566265e-01,  1.941478413990889e-01,  1.394607053773596e+01
s90         , -2.009844325702736e+01, -2.006996183110664e+01,  1.912683006752976e-01,  2.426778242677824e-01,  1.841004184100418e-01,  2.206565320207743e-01,  1.365830652508399e+01
s91         , -2.185233402642529e+01, -2.215885452985241e+01,  1.589412160967555e-01,  7.812500000000000e-02,  4.791666666666667e-01,  1.383281855810773e-01,  1.426784901333161e+01
s92         , -1.852873985612102e+01, -1.872149437747462e+01,  8.070652628970219e-02,  0.000000000000000e+00,  2.280701754385965e-01,  3.106482613915202e-01,  1.130834584278522e+01
s93         , -2.244477787769646e+01, -2.239226341672876e+01,  1.611531822306448e-01,  0.000000000000000e+00,  5.462555066079295e-01,  1.725604692550196e-01,  1.486698731291654e+01
s94         , -2.069748145715988e+01, -2.055930614825248e+01,  2.636516809554954e-01,  0.000000000000000e+00,  1.850000000000000e-01,  1.957613090467853e-01,  1.348214843596203e+01
s95         , -1.839144268754908e+01, -1.826031666995814e+01,  7.201941059377841e-02,  0.000000000000000e+00,  0.000000000000000e+00,  3.237068482830829e-01,  1.152998821423509e+01
s96         , -2.061908691885885e+01, -2.031548937023253e+01,  1.575840724237280e-01,  5.853658536585366e-02,  0.000000000000000e+00,  2.094863625314273e-01,  1.385401409772986e+01
s97         , -2.336181657728519e+01, -2.317177463415264e+01,  1.448544169413526e-01,  1.052631578947368e-01,  2.982456140350877e-01,  1.280848374231196e-01,  1.685155949830643e+01
s98         , -1.913590175727989e+01, -1.918357247765719e+01,  3.905690830546539e-02,  0.000000000000000e+00,  2.572815533980582e-01,  2.748591707136182e-01,  1.124957011796191e+01
s99         , -1.764848235022367e+01, -1.829272640521586e+01,  8.415790437200719e-02,  0.000000000000000e+00,  2.173913043478261e-01,  3.478912181767591e-01,  1.125455758320133e+01
s100        , -2.003395952271198e+01, -1.989569720992461e+01,  6.273872060379421e-02,  0.000000000000000e+00,  2.574257425742574e-01,  2.392202636069007e-01,  1.203667478368263e+01
s101        , -2.047737186068138e+01, -2.067124586760291e+01,  1.417872807231394e-01,  0.000000000000000e+00,  3.973509933774834e-01,  2.210670236257692e-01,  1.293711721418137e+01
s102        , -1.813404261594337e+01, -1.851130360236204e+01,  7.392674027457817e-02,  8.029197080291971e-02,  1.861313868613139e-01,  3.430020401517604e-01,  1.197914028615624e+01
s103        , -2.094885731266024e+01, -2.054225078683502e+01,  1.940340674576372e-01,  0.000000000000000e+00,  1.666666666666667e-01,  1.961093590759042e-01,  1.328383059938385e+01
s104        , -1.695125455205811e+01, -1.658028272094710e+01,  7.633928090831338e-02,  1.163793103448276e-01,  1.034482758620690e-01,  3.991129283288412e-01,  9.730178352806050e+00
s105        , -2.089913046364001e+01, -2.121641953581113e+01,  3.260931651561659e-01,  1.629955947136564e-01,  4.801762114537445e-01,  1.867290847695492e-01,  1.425862425174133e+01
s106        , -2.193421435204462e+01, -2.208217772389968e+01,  2.209823270784388e-01,  0.000000000000000e+00,  4.384236453201971e-01,  1.397093998874610e-01,  1.423241023366987e+01
s107        , -1.938858975045087e+01, -1.945758076902890e+01,  1.983273821465095e-01,  0.000000000000000e+00,  0.000000000000000e+00,  2.646672252524096e-01,  1.317548290753482e+01
s108        , -2.184761912256448e+01, -2.215869158597052e+01,  1.904662089034241e-01,  0.000000000000000e+00,  5.377358490566038e-01,  1.498543957577894e-01,  1.408474671757332e+01
s109        , -1.765266017099491e+01, -1.834652059283474e+01,  5.931696919550532e-02,  2.323232323232323e-01,  0.000000000000000e+00,  2.837476686112017e-01,  1.172185806929322e+01
s110        , -2.222643790681205e+01, -2.145391103753668e+01,  1.309127085129270e-01,  3.993902439024390e-01,  5.243902439024390e-01,  2.190810670021240e-01,  1.539642090794856e+01
s111        , -2.198367498730207e+01, -2.190875893425654e+01,  1.283949511069205e-01,  0.000000000000000e+00,  4.264705882352941e-01,  1.610294235712484e-01,  1.403630411474320e+01
s112        , -2.341727175416096e+01, -2.315829826653754e+01,  1.642697808874661e-01,  0.000000000000000e+00,  7.101449275362318e-01,  1.313805173787979e-01,  1.492583563625486e+01
s113        , -2.064750776227555e+01, -2.032019628227778e+01,  1.755579433040327e-01,  3.589743589743589e-02,  2.769230769230769e-01,  2.121773264081602e-01,  1.279254945745329e+01
s114        , -2.335281852671257e+01, -2.318455972839938e+01,  1.563667403822756e-01,  8.370044052863436e-02,  5.594713656387665e-01,  1.351862580470083e-01,  1.593827111771199e+01
s115        , -2.467653405274963e+01, -2.407803499061757e+01,  2.937617603648325e-01,  1.209302325581395e-01,  4.511627906976744e-01,  1.209251204073947e-01,  1.848381815774889e+01
s116        , -2.119630992652875e+01, -2.155198506809289e+01,  1.601794691651501e-01,  5.982905982905983e-02,  8.418803418803418e-01,  1.955509462442099e-01,  1.269541427842483e+01
s117        , -1.681518237222159e+01, -1.685777705035084e+01,  3.420322147180607e-01,  0.000000000000000e+00,  2.380952380952381e-02,  3.504614924439711e-01,  1.012650943718846e+01
s118        , -1.725426000439147e+01, -1.701975213860474e+01,  9.704643181017655e-02,  2.659574468085106e-01,  0.000000000000000e+00,  3.385543816086582e-01,  1.043488529488588e+01
s119        , -2.026224064054247e+01, -2.055517062048309e+01,  1.565406313790345e-01,  3.202846975088968e-01,  5.693950177935944e-01,  2.358672342883129e-01,  1.355969171211263e+01
s120        , -2.061376236446881e+01, -2.041543461145234e+01,  2.135810317744304e-01,  0.000000000000000e+00,  2.972972972972973e-01,  2.053132151210319e-01,  1.276356997028038e+01
s121        , -2.090204853596659e+01, -2.087654064384741e+01,  2.557907274862501e-01,  1.968911917098446e-01,  3.575129533678756e-01,  1.777650937702672e-01,  1.377091967385798e+01
s122        , -1.679179791839329e+01, -1.676450625040306e+01,  7.508397777224965e-02,  4.066666666666667e-01,  0.000000000000000e+00,  3.277918408034626e-01,  1.015785824080087e+01
s123        , -1.729435756680531e+01, -1.723977819675577e+01,  7.628983867404049e-02,  2.815884476534296e-01,  1.227436823104693e-01,  3.546359318163841e-01,  1.069064870595319e+01
s124        , -1.927065840811719e+01, -1.965815097661435e+01,  3.186981977318353e-01,  0.000000000000000e+00,  3.399014778325123e-01,  2.461233074354576e-01,  1.227181204948513e+01
s125        , -2.074667074869674e+01, -2.081043306371067e+01,  7.509323977642274e-02,  0.000000000000000e+00,  0.000000000000000e+00,  2.256128163145052e-01,  1.465441369143456e+01
s126        , -1.981090987888966e+01, -1.974389218137064e+01,  6.276924439752385e-02,  8.547008547008547e-02,  1.880341880341880e-01,  2.515664372154195e-01,  1.257603910863909e+01
s127        , -1.791042209268825e+01, -1.810366546300108e+01,  7.947867999524554e-02,  0.000000000000000e+00,  2.179487179487180e-01,  3.530815342679616e-01,  1.096342074710310e+01
s128        , -2.199486439730610e+01, -2.221272767180054e+01,  1.033957185570199e-01,  9.000000000000000e-02,  5.400000000000000e-01,  1.488241307302656e-01,  1.419178696268343e+01
s129        , -1.847106084369403e+01, -1.819281841982775e+01,  6.592460861986188e-02,  7.722007722007722e-02,  0.000000000000000e+00,  3.026175073242792e-01,  1.123963188621170e+01
s130        , -2.183307419908922e+01, -2.166906408023157e+01,  9.221406041250887e-02,  0.000000000000000e+00,  8.056872037914692e-01,  1.713634832650405e-01,  1.212772141001261e+01
s131        , -1.937195493711046e+01, -1.928124730304575e+01,  2.513723509143093e-01,  0.000000000000000e+00,  0.000000000000000e+00,  2.396547208316760e-01,  1.251039480543867e+01
s132        , -1.756898825137140e+01, -1.742331896933316e+01,  2.744414245501274e-01,  1.481481481481481e-01,  3.292181069958848e-02,  3.080432464099978e-01,  1.068116876943261e+01
s133        , -1.952720456066259e+01, -1.967111117345823e+01,  1.345152588938550e-01,  0.000000000000000e+00,  1.371681415929203e-01,  2.396066591319435e-01,  1.232858313110352e+01
s134        , -1.792604080418195e+01, -1.836409149880978e+01,  7.802850252704700e-02,  1.945525291828794e-02,  0.000000000000000e+00,  2.873331126277556e-01,  1.110242516566509e+01
s135        , -2.163690184151209e+01, -2.177844749690788e+01,  1.552534952438625e-01,  2.895752895752896e-01,  5.444015444015444e-01,  1.917607341244528e-01,  1.509311774902272e+01
s136        , -2.266590946104735e+01, -2.244646265647547e+01,  1.726658627444419e-01,  3.703703703703703e-02,  4.179894179894180e-01,  1.576011780436899e-01,  1.536496353258194e+01
s137        , -1.871948299194560e+01, -1.874680472602915e+01,  8.102174903055814e-02,  8.530805687203792e-02,  2.890995260663507e-01,  2.795593642572756e-01,  1.081208091250872e+01
s138        , -2.098569970792443e+01, -2.111593929596063e+01,  2.360045743346881e-01,  0.000000000000000e+00,  4.310344827586207e-01,  2.095894005894826e-01,  1.378917639300211e+01
s139        , -1.946420871832499e+01, -1.942861622672546e+01,  1.178787752119615e-01,  1.010101010101010e-01,  0.000000000000000e+00,  2.315950319630764e-01,  1.254960745678858e+01
s140        , -1.890485827097119e+01, -1.947470438627076e+01,  6.987732050812757e-02,  1.333333333333333e-01,  0.000000000000000e+00,  2.455769887586934e-01,  1.287274819122136e+01
s141        , -2.048387804329865e+01, -2.113087944405954e+01,  1.512137243372469e-01,  1.512027491408935e-01,  3.573883161512028e-01,  1.967039977835235e-01,  1.411942687752941e+01
