# c0 + a0 * (poly_dist_std + Cl) + a1 * (P + B) + a2 * (Al + O) + a3 * (face-area-avg / E_T) + a4 * (O + E_T)
# Property Label: $ln_{D}$; Unit of the Property: Unitless
# RMSE: 0.29403100705168; Max AE: 1.98952280661575
# Coefficients
# Task   a0                      a1                      a2                      a3                      a4                      c0
# all ,  1.754469229669634e+00,  1.885029590423336e+00, -1.989838481240479e+00,  1.016663307588179e+01, -4.998404209471921e-01, -1.591275889107712e+01, 
# Feature Rung, Units, and Expressions
# 0;  1; Unitless;                                         28|17|add; (poly_dist_std + Cl); $\left(poly_{dist, std} + Cl\right)$; (poly_dist_std + Cl); (newdata$poly_dist_std + newdata$Cl); poly_dist_std,Cl
# 1;  1; Unitless;                                         16|8|add; (P + B); $\left(P + B\right)$; (P + B); (newdata$P + newdata$B); P,B
# 2;  1; Unitless;                                         14|11|add; (Al + O); $\left(Al + O\right)$; (Al + O); (newdata$Al + newdata$O); Al,O
# 3;  1; A^2;                                              32|0|div; (face-area-avg / E_T); $\left(\frac{ face-area-avg }{ E_{T} } \right)$; (face_sub_area_sub_avg ./ E_T); (newdata$face_sub_area_sub_avg / newdata$E_T); face-area-avg,E_T
# 4;  1; Unitless;                                         11|0|add; (O + E_T); $\left(O + E_{T}\right)$; (O + E_T); (newdata$O + newdata$E_T); O,E_T
# Number of Samples Per Task
# Task, n_samples               
# all , 1041                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      ,  Feature 4 Value      
s75         , -2.162544692540680e+01, -2.164465142873406e+01,  1.784736445732510e-01,  0.000000000000000e+00,  5.637254901960784e-01,  1.846205329753561e-01,  1.360487330389796e+01
s76         , -1.799713371423827e+01, -1.828207751791950e+01,  2.038596574947089e-01,  1.964285714285714e-01,  0.000000000000000e+00,  2.793924153599610e-01,  1.187926729201374e+01
s77         , -1.808839931225978e+01, -1.795740219101618e+01,  8.101519296375843e-02,  0.000000000000000e+00,  0.000000000000000e+00,  3.136896690065690e-01,  1.075533210664907e+01
s78         , -1.710463489071706e+01, -1.707461433814981e+01,  8.188726006560375e-02,  2.243346007604563e-01,  0.000000000000000e+00,  3.376950518661431e-01,  1.032654213885252e+01
s79         , -2.130172009097587e+01, -2.141468743265565e+01,  1.224158952128079e-01,  1.459074733096085e-01,  4.448398576512456e-01,  1.916606603666290e-01,  1.411475985979630e+01
s80         , -2.075517304342145e+01, -2.047604788401005e+01,  6.107312244160984e-02,  2.200000000000000e-01,  2.000000000000000e-02,  1.939896171704129e-01,  1.403962267054964e+01
s81         , -1.679587307458704e+01, -1.653198666500163e+01,  3.386420090994035e-01,  2.415254237288136e-01,  0.000000000000000e+00,  3.216135375424789e-01,  9.879901566191508e+00
s82         , -1.961963418382102e+01, -1.951438147856501e+01,  6.959101705858001e-02,  3.045685279187817e-02,  1.015228426395939e-02,  2.499308585344222e-01,  1.260779164185863e+01
s83         , -1.732943596118787e+01, -1.747718360693294e+01,  7.692248646928390e-02,  1.181434599156118e-01,  0.000000000000000e+00,  3.287677508852189e-01,  1.053245723854915e+01
s84         , -2.091958911511147e+01, -2.116276598342972e+01,  2.135767524828004e-01,  2.041522491349481e-01,  1.349480968858132e-01,  2.023560620982410e-01,  1.560159713860114e+01
s85         , -1.931803893900067e+01, -1.934706502354830e+01,  1.332162649486068e-01,  0.000000000000000e+00,  1.731601731601732e-01,  2.544909572865008e-01,  1.182534491088885e+01
s86         , -2.124992178205270e+01, -2.095227220702257e+01,  1.884042256758634e-01,  0.000000000000000e+00,  5.963302752293578e-01,  2.111488713311125e-01,  1.266431172306523e+01
s87         , -2.000999990609716e+01, -1.989966705610988e+01,  6.216576214026812e-02,  1.116071428571429e-01,  1.026785714285714e-01,  2.340220014556813e-01,  1.296666020769036e+01
s88         , -1.933594922663024e+01, -1.931454289434943e+01,  1.833886343570048e-01,  9.844559585492228e-02,  0.000000000000000e+00,  2.435602328003997e-01,  1.277466533661714e+01
s89         , -2.128477820873118e+01, -2.139365133695720e+01,  1.219001344599253e-01,  1.767068273092370e-01,  5.180722891566265e-01,  1.941478413990889e-01,  1.394607053773596e+01
s90         , -2.009844325702736e+01, -2.007898616650452e+01,  2.623980077882683e-01,  1.715481171548117e-01,  1.841004184100418e-01,  2.206565320207743e-01,  1.365830652508399e+01
s91         , -2.185233402642529e+01, -2.215725348105058e+01,  9.644121609675556e-02,  1.406250000000000e-01,  4.791666666666667e-01,  1.383281855810773e-01,  1.426784901333161e+01
s92         , -1.852873985612102e+01, -1.871910604262529e+01,  8.070652628970219e-02,  0.000000000000000e+00,  2.280701754385965e-01,  3.106482613915202e-01,  1.130834584278522e+01
s93         , -2.244477787769646e+01, -2.239374304161509e+01,  1.611531822306448e-01,  0.000000000000000e+00,  5.462555066079295e-01,  1.725604692550196e-01,  1.486698731291654e+01
s94         , -2.069748145715988e+01, -2.055981877864889e+01,  2.086516809554954e-01,  5.500000000000000e-02,  1.850000000000000e-01,  1.957613090467853e-01,  1.348214843596203e+01
s95         , -1.839144268754908e+01, -1.825854846312658e+01,  7.201941059377841e-02,  0.000000000000000e+00,  0.000000000000000e+00,  3.237068482830829e-01,  1.152998821423509e+01
s96         , -2.061908691885885e+01, -2.031650638688625e+01,  1.234377309603134e-01,  9.268292682926829e-02,  0.000000000000000e+00,  2.094863625314273e-01,  1.385401409772986e+01
s97         , -2.336181657728519e+01, -2.317455175461232e+01,  1.448544169413526e-01,  1.052631578947368e-01,  2.982456140350877e-01,  1.280848374231196e-01,  1.685155949830643e+01
s98         , -1.913590175727989e+01, -1.918478100976446e+01,  3.905690830546539e-02,  0.000000000000000e+00,  2.572815533980582e-01,  2.748591707136182e-01,  1.124957011796191e+01
s99         , -1.764848235022367e+01, -1.828628045473843e+01,  8.415790437200719e-02,  0.000000000000000e+00,  2.173913043478261e-01,  3.478912181767591e-01,  1.125455758320133e+01
s100        , -2.003395952271198e+01, -1.989927333117839e+01,  6.273872060379421e-02,  0.000000000000000e+00,  2.574257425742574e-01,  2.392202636069007e-01,  1.203667478368263e+01
s101        , -2.047737186068138e+01, -2.067364856687058e+01,  1.417872807231394e-01,  0.000000000000000e+00,  3.973509933774834e-01,  2.210670236257692e-01,  1.293711721418137e+01
s102        , -1.813404261594337e+01, -1.850255799203796e+01,  7.392674027457817e-02,  8.029197080291971e-02,  1.861313868613139e-01,  3.430020401517604e-01,  1.197914028615624e+01
s103        , -2.094885731266024e+01, -2.054999541920462e+01,  1.940340674576372e-01,  0.000000000000000e+00,  1.666666666666667e-01,  1.961093590759042e-01,  1.328383059938385e+01
s104        , -1.695125455205811e+01, -1.658638715846433e+01,  1.927185912531409e-01,  0.000000000000000e+00,  1.034482758620690e-01,  3.991129283288412e-01,  9.730178352806050e+00
s105        , -2.089913046364001e+01, -2.121519008656210e+01,  3.084720197817166e-01,  1.806167400881057e-01,  4.801762114537445e-01,  1.867290847695492e-01,  1.425862425174133e+01
