Complexity,Loss,Equation
1,100000.02,"PF"
2,0.0021534364,"0.33366024"
5,0.0014749721,"0.978442 / Na_Na"
8,0.0012212457,"0.4278649 - (face_area_count * 0.0030606086)"
10,0.001216651,"0.4278649 - ((face_area_count - S_frac) * 0.0030606086)"
12,0.0012107168,"0.4278649 - (((face_area_count + SBI) - S_frac) * 0.0030606086)"
14,0.0011725698,"((SBI * -0.80317813) + 1.6364902) / (face_area_avg + 1.5342443)"
16,0.0011200103,"(((SBI + B_frac) * -0.649403) + 1.6640531) / (face_area_avg + 1.6556847)"
18,0.0010973692,"(1.9753879 / (face_area_avg + 2.5710032)) + ((Al_frac + (B_frac + SBI)) * -0.10793015)"
20,0.0010973678,"(1.9753879 / ((face_area_avg + 2.5710032) + face_area_min)) + (((Al_frac + B_frac) + SBI) * -0.10793015)"
22,0.001074321,"(1.8017671 / (face_area_avg + 2.658785)) + ((poly_dist_avg * -0.51657677) * ((SBI + Al_frac) - 0.35916013))"
28,0.0010643279,"(-0.23293547 * (SBI * (Al_frac + SBI))) + ((1.870732 / (face_area_avg + 2.453566)) - square(B_frac / 1.4390032))"
30,0.001040703,"(-0.23293547 * ((Si_frac + SBI) * (Al_frac + SBI))) + ((1.870732 / (face_area_avg + 2.453566)) - square(B_frac / 1.4390032))"
31,0.0010126885,"((1.8426888 / (face_area_avg + 2.6518042)) - square(B_frac / 1.7500544)) + ((poly_dist_avg * -0.49895588) * ((SBI + Al_frac) - 0.30835667))"
