Complexity,Loss,Equation
1,0.772747,"poly_dist_avg"
2,0.76187587,"square(PF)"
3,0.63726413,"Ge_frac - face_area_avg"
4,0.60578585,"sin(I_frac - face_area_max)"
5,0.5871948,"(S_frac - SBI) - face_area_avg"
6,0.57325655,"Ge_frac - (sin(WE) * face_area_avg)"
7,0.57130265,"(square(S_frac) - face_area_avg) / exp(O_frac)"
8,0.5640946,"Ge_frac - (Al_frac + (face_area_avg * sin(WE)))"
9,0.55493057,"(square(Ge_frac + S_frac) - face_area_avg) / exp(O_frac)"
10,0.5539992,"(Ge_frac + ((S_frac - SBI) - face_area_avg)) / exp(O_frac)"
11,0.5471395,"square(Ge_frac + (S_frac + Ge_frac)) - (face_area_avg / exp(O_frac))"
12,0.54290897,"(((S_frac - B_frac) - face_area_avg) / exp(O_frac)) + (poly_dist_avg - SBI)"
13,0.5410034,"((Na_frac - SBI) / exp(face_area_avg)) - ((face_area_avg / exp(poly_dist_avg)) - Ge_frac)"
14,0.5360916,"(((S_frac - SBI) - face_area_avg) / exp(O_frac)) + (Ge_frac + (poly_dist_avg - SBI))"
15,0.5311106,"((Na_frac - SBI) / exp(face_area_avg)) - ((face_area_avg / exp(poly_dist_avg)) - (P_frac + Ge_frac))"
16,0.53037757,"((sin(Na_frac) - SBI) / exp(face_area_avg)) - ((face_area_avg / exp(poly_dist_avg)) - (Ge_frac + P_frac))"
17,0.5242995,"((Na_frac - SBI) / exp(face_area_avg)) - ((face_area_avg / exp(poly_dist_avg)) - (Ge_frac + (Ge_frac + P_frac)))"
18,0.52346355,"((sin(Na_frac) - SBI) / exp(face_area_avg)) - ((face_area_avg / exp(poly_dist_avg)) - (Ge_frac + (Ge_frac + P_frac)))"
19,0.5180122,"((Na_frac - SBI) / exp(face_area_avg)) - ((face_area_avg / exp(poly_dist_avg)) - ((Ge_frac + P_frac) + (Ge_frac - B_frac)))"
20,0.5179209,"((Na_frac - sin(SBI)) / exp(face_area_avg)) - ((face_area_avg / exp(poly_dist_avg)) - ((Ge_frac + P_frac) + (Ge_frac - B_frac)))"
21,0.5168536,"((Na_frac - SBI) / exp(face_area_avg - Ge_frac)) - ((face_area_avg / exp(poly_dist_avg)) - ((P_frac + Ge_frac) + (Ge_frac - B_frac)))"
22,0.51683104,"((Na_frac - sin(SBI)) / exp(face_area_avg - Ge_frac)) - ((face_area_avg / exp(poly_dist_avg)) - ((P_frac + Ge_frac) + (Ge_frac - B_frac)))"
23,0.51536095,"(((poly_dist_avg_fixed - SBI) + (0.26354352 - SBI)) / exp(VPA)) - ((face_area_avg / exp(poly_dist_std)) - (Ge_frac + (Ge_frac - B_frac)))"
24,0.5125136,"(((poly_dist_avg_fixed - SBI) + (0.22920722 - SBI)) / exp(poly_dist_avg * -3.8463395)) - (face_area_avg - (Ge_frac + (F_frac - B_frac)))"
27,0.509158,"(((poly_dist_avg_fixed - SBI) + (0.22916993 - SBI)) / exp(poly_dist_avg * -3.846341)) - ((face_area_avg / exp(poly_dist_std)) - (F_frac + (Ge_frac - B_frac)))"
32,0.5069665,"(((poly_dist_avg_fixed - SBI) + (0.22916993 - SBI)) / exp(poly_dist_avg * -3.846341)) - (((face_area_avg / 1.0479432) - (F_frac + Ge_frac)) - (B_frac * -1.3991251))"
