# c0 + a0 * (P / NBI) + a1 * (poly_dist_std + B) + a2 * (O - NBI) + a3 * (face-area-avg - E_T)
# Property Label: $ln_{D}$; Unit of the Property: Unitless
# RMSE: 0.270913785740787; Max AE: 1.47257443186814
# Coefficients
# Task   a0                      a1                      a2                      a3                      c0
# all ,  1.186771781915033e+00,  2.618669235413704e+00, -3.144507704899551e+00,  6.650860545127623e-01, -1.312951192564399e+01, 
# Feature Rung, Units, and Expressions
# 0;  1; Unitless;                                         17|5|div; (P / NBI); $\left(\frac{ P }{ NBI } \right)$; (P ./ NBI); (newdata$P / newdata$NBI); P,NBI
# 1;  1; Unitless;                                         29|9|add; (poly_dist_std + B); $\left(poly_{dist, std} + B\right)$; (poly_dist_std + B); (newdata$poly_dist_std + newdata$B); poly_dist_std,B
# 2;  1; Unitless;                                         12|5|sub; (O - NBI); $\left(O - NBI\right)$; (O - NBI); (newdata$O - newdata$NBI); O,NBI
# 3;  1; Unitless;                                         33|0|sub; (face-area-avg - E_T); $\left(face-area-avg - E_{T}\right)$; (face_sub_area_sub_avg - E_T); (newdata$face_sub_area_sub_avg - newdata$E_T); face-area-avg,E_T
# Number of Samples Per Task
# Task, n_samples               
# all , 1041                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      
s1          , -2.244947812336508e+01, -2.235133380296800e+01,  2.604738072569246e-01,  7.503429439863338e-02, -2.715477295545710e-02, -1.475421588867808e+01
s2          , -2.298888400764099e+01, -2.296543336250687e+01,  2.091694927989131e-01,  1.275427388423458e-01, -1.815442579248565e-01, -1.652270015018798e+01
s3          , -1.755271246623431e+01, -1.759583428557721e+01,  0.000000000000000e+00,  1.949127872016858e-01, -4.812376951876953e-01, -9.758120886367621e+00
s4          , -1.917258847351942e+01, -1.929833759127059e+01,  8.210835833033006e-02,  5.780413820823727e-02, -4.105290357033963e-01, -1.159030644276470e+01
s5          , -2.000094091703784e+01, -2.010976492997126e+01,  2.462145047376774e-01,  1.906566577411240e-01, -2.483960154167160e-01, -1.285969429266044e+01
s6          , -2.179532463031582e+01, -2.164619201027141e+01,  3.173833983775035e-01,  8.434807089358930e-02, -5.512500464109538e-02, -1.396445224342619e+01
s7          , -2.156980503382011e+01, -2.165986154521508e+01,  0.000000000000000e+00,  1.092545090886243e-01, -8.277153208754540e-02, -1.364744712381148e+01
s8          , -2.070680399014268e+01, -2.127093552134948e+01,  0.000000000000000e+00,  5.059506642016903e-02, -4.170919110426776e-01, -1.441236664411934e+01
s9          , -2.311678210871720e+01, -2.294218151981073e+01,  1.353713575844683e-01,  9.616110243147595e-02, -2.163641638617279e-01, -1.639712233979246e+01
s10         , -1.955558688693647e+01, -1.955018292616899e+01,  0.000000000000000e+00,  7.193939791409239e-02, -4.698997058276752e-01, -1.215881716251923e+01
