# c0 + a0 * (poly_dist_max * B) + a1 * (P - Al) + a2 * (O - NBI) + a3 * (face-area-avg - E_T)
# Property Label: $ln_{D}$; Unit of the Property: Unitless
# RMSE: 0.271897091381997; Max AE: 1.36998954712307
# Coefficients
# Task   a0                      a1                      a2                      a3                      c0
# all ,  4.390990658231839e+00,  1.349798722786707e+00, -2.836386318514632e+00,  6.740682065501422e-01, -1.252065035584201e+01, 
# Feature Rung, Units, and Expressions
# 0;  1; Unitless;                                         28|9|mult; (poly_dist_max * B); $\left(poly_{dist, max} B\right)$; (poly_dist_max .* B); (newdata$poly_dist_max * newdata$B); poly_dist_max,B
# 1;  1; Unitless;                                         17|15|sub; (P - Al); $\left(P - Al\right)$; (P - Al); (newdata$P - newdata$Al); P,Al
# 2;  1; Unitless;                                         12|5|sub; (O - NBI); $\left(O - NBI\right)$; (O - NBI); (newdata$O - newdata$NBI); O,NBI
# 3;  1; Unitless;                                         33|0|sub; (face-area-avg - E_T); $\left(face-area-avg - E_{T}\right)$; (face_sub_area_sub_avg - E_T); (newdata$face_sub_area_sub_avg - newdata$E_T); face-area-avg,E_T
# Number of Samples Per Task
# Task, n_samples               
# all , 1041                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      
s1          , -2.244947812336508e+01, -2.215744195507131e+01,  0.000000000000000e+00,  1.715328467153285e-01, -2.715477295545710e-02, -1.475421588867808e+01
s2          , -2.298888400764099e+01, -2.295977868096648e+01,  0.000000000000000e+00,  1.358490566037736e-01, -1.815442579248565e-01, -1.652270015018798e+01
s3          , -1.755271246623431e+01, -1.767249903648156e+01,  4.726304804079013e-02, -1.086956521739130e-01, -4.812376951876953e-01, -9.758120886367621e+00
s4          , -1.917258847351942e+01, -1.912338965950849e+01,  0.000000000000000e+00,  3.370786516853932e-02, -4.105290357033963e-01, -1.159030644276470e+01
s5          , -2.000094091703784e+01, -2.026636995571166e+01,  0.000000000000000e+00,  1.615384615384615e-01, -2.483960154167160e-01, -1.285969429266044e+01
s6          , -2.179532463031582e+01, -2.148878122881450e+01,  0.000000000000000e+00,  2.137404580152672e-01, -5.512500464109538e-02, -1.396445224342619e+01
s7          , -2.156980503382011e+01, -2.169330726720602e+01,  0.000000000000000e+00, -1.541850220264317e-01, -8.277153208754540e-02, -1.364744712381148e+01
s8          , -2.070680399014268e+01, -2.105253470174205e+01,  0.000000000000000e+00,  0.000000000000000e+00, -4.170919110426776e-01, -1.441236664411934e+01
s9          , -2.311678210871720e+01, -2.283463355355664e+01,  0.000000000000000e+00,  9.268292682926829e-02, -2.163641638617279e-01, -1.639712233979246e+01
s10         , -1.955558688693647e+01, -1.938370533766877e+01,  0.000000000000000e+00,  0.000000000000000e+00, -4.698997058276752e-01, -1.215881716251923e+01
s11         , -1.929232032084748e+01, -1.930074686149939e+01,  0.000000000000000e+00,  0.000000000000000e+00, -5.120166558868949e-01, -1.221296815851855e+01
s12         , -1.972420304545977e+01, -1.947360693741791e+01,  0.000000000000000e+00, -3.421052631578947e-01, -3.129036774105314e-01, -1.094651694327913e+01
s13         , -1.649771434553038e+01, -1.677940905957576e+01,  8.441316940915138e-02,  0.000000000000000e+00, -4.415825296239856e-01, -8.725993497994907e+00
s14         , -1.814284237715737e+01, -1.829537436687419e+01,  0.000000000000000e+00,  0.000000000000000e+00, -4.708682588577026e-01, -1.054832171163982e+01
s15         , -2.140988745272463e+01, -2.115674984327370e+01,  0.000000000000000e+00,  0.000000000000000e+00, -5.281961632847288e-01, -1.503448428510114e+01
s16         , -2.271802967642396e+01, -2.240784593612739e+01,  0.000000000000000e+00,  1.681415929203540e-01, -1.276391715740530e-01, -1.554173121624078e+01
s17         , -1.845283706311921e+01, -1.847664662508169e+01,  0.000000000000000e+00,  0.000000000000000e+00, -4.974842489778722e-01, -1.092924086187268e+01
s18         , -2.106370881996578e+01, -2.167293512714979e+01,  0.000000000000000e+00, -4.938271604938273e-02, -1.747640425517821e-01, -1.421417935219890e+01
s19         , -2.166440903696862e+01, -2.145620058653319e+01,  1.243933964220586e-01,  0.000000000000000e+00, -3.820189265192572e-01, -1.567395350537589e+01
s20         , -1.957524373940041e+01, -1.944899056028325e+01,  1.812969162641778e-02, -3.952569169960474e-02, -4.054592287883396e-01, -1.202346396600733e+01
s21         , -2.230012329283520e+01, -2.296695731726099e+01,  0.000000000000000e+00, -2.021276595744681e-01, -2.011038270966132e-01, -1.593886693373374e+01
s22         , -1.709175230426198e+01, -1.665296911532622e+01,  9.197292547733436e-03,  0.000000000000000e+00, -4.261549618484539e-01, -7.983530503594674e+00
s23         , -2.271630669020732e+01, -2.259175328632889e+01,  2.694710938666647e-02,  1.000000000000000e-01, -4.219941910978016e-01, -1.709225527404275e+01
s24         , -1.997593461761007e+01, -2.026791762269414e+01,  0.000000000000000e+00,  0.000000000000000e+00, -2.991872236783314e-01, -1.275223743122545e+01
s25         , -2.228124530569044e+01, -2.264103491079100e+01,  5.004325720780805e-02, -7.909604519774012e-02, -1.999286346201568e-01, -1.602276302017382e+01
s26         , -1.806502239865187e+01, -1.792500778434058e+01,  3.073254550569560e-02, -1.673469387755102e-01, -4.020125073377813e-01, -9.574226728791565e+00
s27         , -2.017409009594002e+01, -2.008458593574882e+01,  0.000000000000000e+00,  1.710526315789474e-01, -3.926592751299136e-01, -1.321610411645347e+01
s28         , -1.658938425028538e+01, -1.697491971775549e+01,  0.000000000000000e+00,  5.517241379310345e-02, -4.999085893567283e-01, -8.822067026983406e+00
s29         , -2.262132344831001e+01, -2.298707958018772e+01,  6.748504906853960e-02, -2.824858757062147e-02, -2.651997368690651e-01, -1.702622127962357e+01
s30         , -1.697997334312175e+01, -1.717018221050190e+01,  7.105230238448790e-02,  0.000000000000000e+00, -4.684972348578511e-01, -9.331935458108376e+00
s31         , -1.964904728113367e+01, -1.971216883366071e+01,  0.000000000000000e+00, -1.894736842105263e-01, -3.352484514228936e-01, -1.170009382604234e+01
s32         , -2.151059652715050e+01, -2.102274440526408e+01,  0.000000000000000e+00,  1.176470588235294e-01, -5.699400007758290e-01, -1.524691985153279e+01
s33         , -2.289264810431292e+01, -2.316477471507527e+01,  1.428386267265984e-01,  0.000000000000000e+00, -1.937354050302555e-01, -1.753655753556864e+01
