# c0 + a0 * (P / poly_dist_avg_fixed) + a1 * (poly_dist_std + B) + a2 * (O - NBI) + a3 * (face-area-avg - E_T)
# Property Label: $ln_{D}$; Unit of the Property: Unitless
# RMSE: 0.266941655821849; Max AE: 1.45562264504181
# Coefficients
# Task   a0                      a1                      a2                      a3                      c0
# all ,  3.014087485296039e-01,  2.600393209226495e+00, -2.989669201833650e+00,  6.601011305662396e-01, -1.313430171048083e+01, 
# Feature Rung, Units, and Expressions
# 0;  1; Unitless;                                         17|31|div; (P / poly_dist_avg_fixed); $\left(\frac{ P }{ poly_{dist, avg, fixed} } \right)$; (P ./ poly_dist_avg_fixed); (newdata$P / newdata$poly_dist_avg_fixed); P,poly_dist_avg_fixed
# 1;  1; Unitless;                                         29|9|add; (poly_dist_std + B); $\left(poly_{dist, std} + B\right)$; (poly_dist_std + B); (newdata$poly_dist_std + newdata$B); poly_dist_std,B
# 2;  1; Unitless;                                         12|5|sub; (O - NBI); $\left(O - NBI\right)$; (O - NBI); (newdata$O - newdata$NBI); O,NBI
# 3;  1; Unitless;                                         33|0|sub; (face-area-avg - E_T); $\left(face-area-avg - E_{T}\right)$; (face_sub_area_sub_avg - E_T); (newdata$face_sub_area_sub_avg - newdata$E_T); face-area-avg,E_T
# Number of Samples Per Task
# Task, n_samples               
# all , 1041                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      
s1          , -2.244947812336508e+01, -2.246305294387921e+01,  4.453118829169774e-01,  7.503429439863338e-02, -2.715477295545710e-02, -1.475421588867808e+01
s2          , -2.298888400764099e+01, -2.305762945782109e+01,  3.613257865859020e-01,  1.275427388423458e-01, -1.815442579248565e-01, -1.652270015018798e+01
s3          , -1.755271246623431e+01, -1.763005693547940e+01,  0.000000000000000e+00,  1.949127872016858e-01, -4.812376951876953e-01, -9.758120886367621e+00
s4          , -1.917258847351942e+01, -1.931983916937716e+01,  2.905603272839708e-01,  5.780413820823727e-02, -4.105290357033963e-01, -1.159030644276470e+01
s5          , -2.000094091703784e+01, -2.025077736736047e+01,  4.439781189536086e-01,  1.906566577411240e-01, -2.483960154167160e-01, -1.285969429266044e+01
s6          , -2.179532463031582e+01, -2.179763703326640e+01,  5.655831566949420e-01,  8.434807089358930e-02, -5.512500464109538e-02, -1.396445224342619e+01
s7          , -2.156980503382011e+01, -2.161143280246960e+01,  0.000000000000000e+00,  1.092545090886243e-01, -8.277153208754540e-02, -1.364744712381148e+01
s8          , -2.070680399014268e+01, -2.126938731848156e+01,  0.000000000000000e+00,  5.059506642016903e-02, -4.170919110426776e-01, -1.441236664411934e+01
s9          , -2.311678210871720e+01, -2.298729065129630e+01,  2.450363476253912e-01,  9.616110243147595e-02, -2.163641638617279e-01, -1.639712233979246e+01
s10         , -1.955558688693647e+01, -1.956843526553263e+01,  0.000000000000000e+00,  7.193939791409239e-02, -4.698997058276752e-01, -1.215881716251923e+01
s11         , -1.929232032084748e+01, -1.947590160629109e+01,  0.000000000000000e+00,  7.284812373539344e-02, -5.120166558868949e-01, -1.221296815851855e+01
s12         , -1.972420304545977e+01, -1.930806298955041e+01,  0.000000000000000e+00,  4.482723729746356e-02, -3.129036774105314e-01, -1.094651694327913e+01
s13         , -1.649771434553038e+01, -1.658850745839372e+01,  0.000000000000000e+00,  3.790375751810868e-01, -4.415825296239856e-01, -8.725993497994907e+00
s14         , -1.814284237715737e+01, -1.848731240127873e+01,  0.000000000000000e+00,  7.776057262670263e-02, -4.708682588577026e-01, -1.054832171163982e+01
s15         , -2.140988745272463e+01, -2.128287585029719e+01,  0.000000000000000e+00,  7.559400311566079e-02, -5.281961632847288e-01, -1.503448428510114e+01
s16         , -2.271802967642396e+01, -2.267403400697484e+01,  4.470121003489073e-01,  7.808426496286965e-02, -1.276391715740530e-01, -1.554173121624078e+01
s17         , -1.845283706311921e+01, -1.868628496120358e+01,  0.000000000000000e+00,  6.733891637709034e-02, -4.974842489778722e-01, -1.092924086187268e+01
s18         , -2.106370881996578e+01, -2.135977670145213e+01,  5.453481626351003e-01,  1.809193644251432e-01, -1.747640425517821e-01, -1.421417935219890e+01
s19         , -2.166440903696862e+01, -2.147641070103457e+01,  0.000000000000000e+00,  3.315557111117954e-01, -3.820189265192572e-01, -1.567395350537589e+01
s20         , -1.957524373940041e+01, -1.951768499307989e+01,  0.000000000000000e+00,  1.311839703959870e-01, -4.054592287883396e-01, -1.202346396600733e+01
s21         , -2.230012329283520e+01, -2.258313678389209e+01,  0.000000000000000e+00,  1.812014773680195e-01, -2.011038270966132e-01, -1.593886693373374e+01
s22         , -1.709175230426198e+01, -1.684525240722035e+01,  0.000000000000000e+00,  1.095697561951463e-01, -4.261549618484539e-01, -7.983530503594674e+00
s23         , -2.271630669020732e+01, -2.260577228151634e+01,  2.912466271282996e-01,  1.775651235261497e-01, -4.219941910978016e-01, -1.709225527404275e+01
s24         , -1.997593461761007e+01, -2.014280151491081e+01,  0.000000000000000e+00,  1.979684115199493e-01, -2.991872236783314e-01, -1.275223743122545e+01
s25         , -2.228124530569044e+01, -2.263450667388701e+01,  0.000000000000000e+00,  1.840946737664161e-01, -1.999286346201568e-01, -1.602276302017382e+01
s26         , -1.806502239865187e+01, -1.781367248253053e+01,  0.000000000000000e+00,  1.687062950429422e-01, -4.020125073377813e-01, -9.574226728791565e+00
s27         , -2.017409009594002e+01, -1.983055065484550e+01,  1.278290922365211e+00,  1.801677200540283e-01, -3.926592751299136e-01, -1.321610411645347e+01
s28         , -1.658938425028538e+01, -1.687823324815557e+01,  1.254472478103626e+00,  7.954742652466699e-02, -4.999085893567283e-01, -8.822067026983406e+00
s29         , -2.262132344831001e+01, -2.299264026864553e+01,  0.000000000000000e+00,  2.260542252026576e-01, -2.651997368690651e-01, -1.702622127962357e+01
s30         , -1.697997334312175e+01, -1.702146115141663e+01,  0.000000000000000e+00,  3.354146396165253e-01, -4.684972348578511e-01, -9.331935458108376e+00
s31         , -1.964904728113367e+01, -1.949722625928453e+01,  0.000000000000000e+00,  1.376863476054741e-01, -3.352484514228936e-01, -1.170009382604234e+01
s32         , -2.151059652715050e+01, -2.099815937952457e+01,  1.033289454779912e+00,  7.124953768603666e-02, -5.699400007758290e-01, -1.524691985153279e+01
s33         , -2.289264810431292e+01, -2.327966405994658e+01,  0.000000000000000e+00,  3.273867695311058e-01, -1.937354050302555e-01, -1.753655753556864e+01
s34         , -2.302504917991390e+01, -2.252251088504728e+01,  0.000000000000000e+00,  6.845554332506701e-02, -4.191121036616849e-01, -1.639025681370232e+01
s35         , -2.244061385591441e+01, -2.266025249419202e+01,  1.721015901756391e-01,  8.850797876207672e-02, -1.515902969446522e-01, -1.554486672190878e+01
s36         , -2.239655424600443e+01, -2.189702152377355e+01,  5.837103377138672e-01,  1.122323577756515e-01, -4.897242633120003e-02, -1.420527006733045e+01
s37         , -2.226102540809307e+01, -2.203993410680479e+01,  5.028847723145171e-01,  1.664447019824410e-01, -1.140059761507076e-01, -1.489297266653445e+01
s38         , -2.102436377352775e+01, -2.089786483459804e+01,  0.000000000000000e+00,  1.838781914921281e-01, -3.228953337020325e-01, -1.394796726266030e+01
s39         , -2.141661104833067e+01, -2.087556388998166e+01,  0.000000000000000e+00,  1.227489944621229e-01, -2.813849747751401e-02, -1.233838612493730e+01
s40         , -1.990275935468409e+01, -1.965804616431200e+01,  0.000000000000000e+00,  6.714365021619736e-02, -3.869184503172652e-01, -1.189984709417575e+01
