sample_id,AAV,cub_root_V,face-area-avg,face-area-count,ln_D
s41,24.294359126209045,29.010630633664817,3.089038292586401,35.3136512436137,-19.523114086482373
s42,25.6030761193689,30.461672194462277,3.2812847074708213,39.026319135959035,-18.621753792724025
s43,13.731089122802647,24.606220306758903,2.0399749360478006,19.90427686831363,-22.578210448908045
s44,25.743871100383817,30.845577183869434,3.114800309761233,32.97898219313799,-19.848679028795786
s45,23.281395603902403,30.24185896715282,2.978146089147606,33.616552748986926,-19.282641992445825
s46,23.91232874817072,29.000624371469616,3.1373421888676662,36.83608190971587,-20.070960626583393
s47,22.641981698155252,29.484037436090784,3.0998574534222487,31.048999418796363,-18.428827441865636
s48,31.75218978868913,32.04137506777789,4.2075861328886655,48.96906455298017,-17.12958329507449
s49,20.285345943788844,27.38131555798076,2.9271484172217006,31.628046675210694,-21.4214234044558
s50,24.65282719666355,30.970716978849858,3.233918833475081,37.64820180783119,-20.221977466004994
s51,14.04824512135942,25.598163053262063,2.099397807296223,17.434961434995216,-22.08446385448407
s52,20.178427486432476,27.854300918462307,3.4071768818207717,30.803522712052,-20.30062191637932
s53,16.229889765481815,27.053604303944468,2.62532998140523,30.01164153797285,-18.815890867321635
s54,12.758046128049227,23.428702267789053,1.8918613475935213,11.19982671808873,-23.891907680821966
s55,24.08785005092674,30.859291905153547,3.240798681226662,37.182832426796494,-19.89931101552115
s56,13.2724958905321,23.77083134322143,1.9297459700922348,8.374944394376437,-22.936326599808048
s57,12.021419501979656,24.207275896798414,2.1000106087235997,16.507175212988088,-21.65250835772914
s58,13.547584656148526,23.878624807892542,1.9965032851633937,16.675077264865116,-24.93828100106786
s59,23.415445854655054,28.93882723947926,2.92589285070643,33.321834782759666,-20.19609135900962
s60,30.325160420252367,31.19457416491265,3.727361305913651,42.65919672679677,-16.869515443284293
s61,27.700798369958708,32.26004498483984,3.4573506539988355,39.37110475164346,-16.98686520707895
s62,24.23050103521587,30.491778205339003,3.009587923728554,33.24221613253512,-19.616668522368787
s63,15.205787137751884,25.26028564571832,2.2382747073591878,20.52738385203843,-23.6364222807426
s64,13.62098224012173,25.12197634430244,1.9562335936276758,12.305029636470545,-21.232151253298944
s65,15.295183010211613,25.93103450343183,2.2547437734689857,21.98640863481975,-22.29595939650926
s66,19.478828909650517,27.040183122570525,2.674065074323985,26.69372955837809,-22.095170364406094
s67,15.65788494709486,26.01156422482596,2.5343482629749765,26.825995538971878,-21.009524243139957
s68,16.603163458905527,26.60324614236574,2.297305831448309,17.029208583714738,-23.067146326300914
s69,14.5995880856391,24.53806834451334,2.295784285355905,19.399458555060423,-21.169547410714003
s70,15.858619498463701,26.54905876468691,2.4602415250324885,25.614757211657157,-22.68552320802911
s71,26.504485653008114,31.29145360844405,3.3882076667693775,38.25932659694549,-18.445866533958373
s72,13.972526637735161,25.415828478810752,2.195165581231418,19.649646669939223,-21.859245358326994
s73,19.806998479663037,28.59127735611135,2.926806988287922,31.340984884683746,-18.147059611508766
s74,12.644817442285538,23.813758156600272,1.8492786508460146,7.806561158209345,-22.696831098703285
s75,17.410239988031655,26.089653414140976,2.4565338010577547,25.105494414479235,-21.6254469254068
s76,26.554660627013117,30.98272360365635,3.318977181422301,38.43041569212887,-17.997133714238274
s77,26.461426244877284,30.854042667965317,3.3738365685904705,39.97961236410693,-18.08839931225978
s78,27.318354327708533,30.630688434804565,3.487222183177714,41.23464474000167,-17.10463489071706
s79,14.728495640893552,25.486384683614013,2.625442426026101,21.464221110406797,-21.30172009097587
s80,20.39404936147135,27.321287122922175,2.7235410270769753,28.2655802146257,-20.755173043421454
s81,24.907945676952515,30.860761559255288,3.1775100932743285,36.36246838606013,-16.79587307458704
s82,25.740505895907646,31.218463064272804,3.1510761892728403,36.085247537228135,-19.619634183821024
s83,27.457090744814174,31.924513651240463,3.462732277612547,41.34208170101622,-17.329435961187873
s84,24.00186911107746,30.273848440207324,3.1297701939370475,34.37505106449219,-20.91958911511147
s85,21.685786558418844,29.25852225920321,2.965375648383725,36.28159988207774,-19.318038939000672
s86,18.138866837629052,27.0403442829421,2.614003612645788,30.75473309882571,-21.249921782052695
s87,23.124865077131044,29.58687362591984,3.0344837739994373,34.53368203893779,-20.00999990609716
s88,25.393086248138307,30.865597064640557,3.111400463333666,34.260951844803714,-19.335949226630238
s89,16.15682367504702,27.196213733458293,2.607016874272425,27.577921675097908,-21.284778208731176
s90,21.31754257034038,29.423997934225554,2.973171591231812,32.81375633207548,-20.098443257027355
s91,12.994581798301644,24.645535678208343,1.9073634105679926,11.809366688349906,-21.852334026425286
s92,27.491640168382606,31.528392907436743,3.512917975275252,42.946064199677124,-18.528739856121025
s93,17.061811166196264,26.853877133225748,2.500078975160845,28.562024527174106,-22.44477787769646
s94,19.97626033175323,27.1334320181685,2.6030671844133413,28.37778488753644,-20.69748145715988
s95,29.52174120210038,32.2104010227683,3.7323361455711312,43.93638327216135,-18.391442687549077
s96,22.642926567711346,28.52455039883818,2.9022270197925417,32.54259459260764,-20.619086918858848
s97,13.867534275072662,24.231606226023715,2.1202285176807636,15.00672523719892,-23.36181657728519
s98,24.00008326588902,29.130637643876554,3.0800391031367282,36.51112823812332,-19.13590175727989
s99,32.293997615590975,32.91270880847566,3.915361747660393,44.72995923048436,-17.648482350223674
s100,23.08124788931849,28.56670958527265,2.8794165147030935,32.84948051996067,-20.033959522711978
s101,15.935911730763586,25.634054359441425,2.772128795396075,24.932208415985194,-20.47737186068138
s102,33.50664705075809,33.238940725891716,4.108869557415732,47.619793711642735,-18.134042615943372
s103,19.630580056347142,27.15466408705612,2.572398611738735,21.03405201034331,-20.948857312660238
s104,30.782768723096492,32.929759297050396,3.8834399755503233,47.65687103669784,-16.95125455205811
s105,16.352068184699828,26.47623234527042,2.585998513501138,29.873521611869933,-20.899130463640013
s106,12.96690863491804,23.610263337621433,1.9360964956959743,13.51689990297474,-21.934214352044624
s107,29.213389111283753,32.563654630436844,3.4871185024977915,41.28013342188225,-19.38858975045087
s108,13.497759369496892,24.276673767273163,2.0526986594609165,18.63401755114702,-21.847619122564478
s109,25.45546530361209,31.155339888153225,3.326049898953354,36.50247621377489,-17.652660170994906
s110,20.585272498285082,30.0029173154665,3.2581803463675305,31.578508244281764,-22.226437906812052
s111,15.690036195955177,25.200435093622787,2.191583647674218,19.066795584972088,-21.983674987302074
s112,12.902306213677399,23.72480026682431,1.8930523397985286,15.382570640992485,-23.417271754160964
s113,20.734319983342658,28.94844362518813,2.68926289819897,27.547998106074402,-20.647507762275552
s114,13.108884638412704,24.595398738753037,2.079002391737039,19.36424261556804,-23.352818526712568
s115,13.767562165457635,24.552092038509528,2.1806010215257206,20.87694290668888,-24.676534052749634
s116,13.714503704894481,25.22253031179119,2.3823177385727363,26.259532428207567,-21.19630992652875
s117,27.50672350511465,30.266797052704966,3.548951610605025,41.181632724889205,-16.815182372221585
s118,28.853595344423223,31.927850321871365,3.5327761381673697,41.838847241406384,-17.25426000439147
s119,20.143663449321917,28.29012866730398,3.0933638350127595,35.479286318885976,-20.262240640542466
s120,19.679858129056527,27.954280201369876,2.5905649556244756,22.495580167023945,-20.613762364468812
s121,17.37550545231581,27.198732691180194,2.396409318052943,22.863657554380282,-20.902048535966593
s122,27.73645898370478,32.16701442552593,3.329663051372739,37.041684726379934,-16.791797918393293
s123,29.01402825573085,31.796740072767633,3.7912881655573285,43.186890789220584,-17.29435756680531
s124,21.477748045832826,27.935187791877926,2.9367212939192444,34.205320816823146,-19.270658408117193
s125,27.106253051560913,30.287571421278937,3.3062235443623957,39.56945061047232,-20.746670748696744
s126,23.859650562774,29.288523829617066,3.1637093528421163,37.79097800001965,-19.81090987888966
s127,31.030962720272328,33.11263209092943,3.8709814182123625,46.544693580828934,-17.91042209268825
s128,13.992418335806475,24.097071168218037,2.042133016787253,15.181592173496155,-21.994864397306095
s129,26.454472005179213,30.14992835597262,3.4013093846478695,39.6468294824443,-18.471060843694026
s130,13.537183005060157,24.26201796080046,1.9897243210209956,19.09376991796819,-21.833074199089218
s131,23.302010698806022,28.562604024370014,2.998175174591453,33.529923764250896,-19.37195493711046
s132,24.547006185557045,31.011654485589524,3.2902619031891023,38.23393877288013,-17.5689882513714
s133,21.331317787842696,28.88675178914249,2.9540106158741493,32.695039512471816,-19.52720456066259
s134,22.447564557540446,28.469998742465872,3.190094380567277,36.14895353843124,-17.92604080418195
s135,17.845059582047146,26.441895583897676,2.806161056533034,30.112386170873332,-21.636901841512092
s136,17.2068332449704,26.92183561683614,2.3673348899848903,19.20712604261921,-22.66590946104735
s137,23.41358810155177,29.12327053295707,3.010694133126576,35.973418860498334,-18.7194829919456
s138,18.163298383567387,27.619611719743858,2.7997249559571795,32.415096380925384,-20.985699707924425
s139,23.469007345722947,30.322875806130146,2.906426740079014,31.845104090870354,-19.46420871832499
s140,23.3990347119492,29.879105908971553,3.161250737849058,32.616398066468534,-18.90485827097119
s141,15.521210470899238,26.239739718302346,2.707048002674104,22.899361278930442,-20.483878043298652
s142,29.899879183674003,32.79823552770732,3.8951765454596763,44.54357308218803,-17.12146112463541
s143,12.016837895521984,23.16915442325653,1.8795784632489703,13.917079285461588,-21.463983414352406
s144,12.650892076458074,24.305562189160078,1.9964362087903682,19.118274821768594,-22.967430545397225
s145,18.794173695043217,28.206066209979017,2.4946543266602075,24.75571564472151,-21.695919741093206
s146,13.093542015308723,24.18207890265752,2.0376243545691697,18.385719944067475,-22.683691723147827
s147,17.229915745425544,27.400752727664077,2.4268003487788112,25.21897158500954,-21.214061142533083
s148,18.967191559634145,28.689575826244752,2.690545694459037,31.017398162620047,-21.398262355300055
s149,24.63622342179303,29.14607413641814,3.1483104133681916,37.035283397154494,-18.182041013973326
s150,13.884544651612648,25.07124115750438,2.178891848884345,19.908876401259242,-22.366150531541145
s151,24.669412571808525,29.540989133017305,3.005366400368997,31.145797608506296,-20.07280490017163
s152,24.9827579272504,30.039315990021354,3.1521943138782933,37.60391023405832,-20.43501428229088
s153,14.22044457643112,24.419553017183297,2.3421551608953792,23.996402709349674,-22.942088330054116
s154,23.559550872740072,29.137487621820963,2.981668851974131,34.556780888336505,-19.415554869328393
s155,25.320630173267674,30.747192442517523,3.313132665156976,36.78633081133489,-20.306258860408054
s156,27.456045837901364,30.662608414675162,3.505570511062488,42.88381951817753,-17.552254788616015
s157,23.67976210261555,30.310624583110584,2.969666770588494,32.30997724239173,-19.814946895685345
s158,18.348917209399144,27.934589510171755,2.5033303489247674,22.97915412345272,-21.206667016561124
s159,16.217891773265944,26.049954272541232,2.4229496911420223,25.036069605603082,-21.993395515087066
s160,28.919927208974325,32.976631677415845,3.5766358131886054,42.265072833931114,-18.2271237687366
s161,19.777192065267453,27.64258336121428,3.007801985618577,25.193645553872695,-18.50131544535105
s162,19.6728146954328,27.93414740506622,3.104988338279288,36.01152056201081,-21.652394606185418
s163,24.13862559806547,29.233734349102054,3.0279785873316447,34.997615170684256,-20.548630134115033
s164,15.203727132750174,25.322530705067596,2.1440604326413513,11.918320354062418,-22.442590946889926
s165,14.278165613449543,24.516061611965053,2.3669076385536387,22.757530501182245,-21.694013787295624
s166,20.635116508097592,28.227850440322353,2.8351399172772402,30.897568553693862,-18.935446502488162
s167,22.694148465974347,28.3120487370787,3.0192774471978527,32.40509363842548,-19.903714228306868
s168,12.469996766272509,23.681287820253754,1.9579113786611857,12.39904032425815,-23.58382467591309
s169,15.90519295283225,25.248746279359903,2.2612820049584994,15.578076955504416,-22.34616115486217
s170,23.561046940585644,29.193500136278008,3.127237220764204,36.801175001303015,-19.801057264854194
s171,14.343283529685987,24.296825119756956,2.225199484664013,21.7198756927135,-22.253449673551025
s172,21.643738274866,29.515461040494486,2.7538440321716564,28.458859671891236,-20.760763970805346
s173,18.576894572450914,27.763562906010687,2.4606307204230866,22.30794390961716,-21.67162181633835
s174,16.486572152761248,27.34328469159324,2.5217938332473047,26.275647415227713,-22.177461512846705
s175,19.55205374606341,27.93545503714756,2.807343916323891,31.74814459033675,-19.122497374521355
s176,13.416590352083603,24.749904892525436,2.121105955202496,16.41886635448752,-22.6288012335061
s177,16.515456998563092,26.272272813768627,2.511615233859592,28.8103175222666,-19.985044777482017
s178,27.792949981503885,32.295778307290504,3.3467175891596033,39.27473798205882,-17.780304487807157
s179,13.344654655096386,23.985160336292253,1.903091242811919,9.611717120580625,-23.22340610724453
s180,31.83695250099146,33.45386271929445,3.9755199304253352,45.298942713474815,-16.825432514024662
s181,32.81385123326576,35.22522776197507,3.884422571490923,44.94819783356954,-15.866822079162311
s182,17.727764650375477,27.333934676526216,2.407750053417138,20.70589423633158,-23.482935138037483
s183,21.511355294852514,29.001932849517086,2.713032884867948,26.690927302525367,-21.550988106282077
s184,13.786190010871435,25.480532630306033,2.247639073436765,22.088828744092414,-23.249377754664646
s185,13.263441580672973,24.597050262966665,1.9189259109947518,9.231443267758738,-23.785924533081648
s186,16.930841811963592,25.763210103183155,2.4354122279465753,23.32875014280501,-20.71202883303041
s187,23.435964517142576,30.11176777153199,3.0487476782840544,36.1352428733463,-20.275034756907367
s188,17.057985810669333,26.4597574026155,2.3721931416637934,15.93158433268675,-22.140136637556186
s189,19.79241825923221,27.61511329547462,2.87695962480565,31.0521143620938,-20.740305969435894
s190,25.502362750772047,30.927594036246667,3.298712777301396,39.19424270472689,-19.145429635932828
s191,28.682391267221995,31.053123094411777,3.7704781990604697,44.537781042509735,-16.793234738288557
s192,28.905224066077196,31.98459989543702,3.746113652777455,42.62687379378809,-16.909281844199416
s193,15.253596624823189,25.397570796606534,2.139656582333366,11.80771028254707,-22.73712334380998
s194,17.420233430580183,26.719153592636406,2.53926305701345,29.326515203606643,-20.900197310829718
s195,26.393448114314527,29.970829822403044,3.4375416632888087,41.05820023442518,-19.107785995760768
s196,22.77389206251432,29.08173668032299,2.9484559560806973,34.0621072956977,-19.183782355139364
s197,20.561698056435397,28.966241773453948,2.681191604842734,27.859487416314032,-20.1011877357369
s198,14.465496017201732,26.035407941938303,2.303072558827026,21.136589562130045,-20.400697248206857
s199,17.986859811779098,27.529888113617417,2.7092229076595937,32.32503503902972,-20.33728659050214
s200,27.989240443872625,30.622888842426622,3.5120098445973142,40.92714220069292,-17.88348829912646
s201,20.508716292989156,27.517611090159303,2.9816468298310355,29.113249813175926,-18.917836019933553
s202,16.89119265975471,27.45356837328247,2.659977264019389,27.93943062111636,-21.74492495952721
s203,23.203360251560216,28.711134359226353,2.921632491587147,32.374900218238366,-21.850086989426014
s204,20.00796577988151,28.508246048536577,2.614852437646328,26.590587823040998,-20.863491088313225
s205,13.390963729134373,24.806884714478958,2.3549773561189618,24.350619303289147,-20.880549457038313
s206,17.527404711795988,27.603635685622475,2.7509123585165716,32.95435589040345,-21.149565348020598
s207,30.622600038563668,33.93367625703252,3.6008357056731444,38.650335559947465,-19.360646010681545
s208,22.117979138244003,29.116324185398152,2.776054091861842,26.234294077064806,-21.735539872685063
s209,24.93853520708835,30.87338979205057,3.198287741224167,37.52174531962518,-19.58079034508013
s210,16.774857141633213,26.425132391272747,2.5029202459906523,29.07177375536713,-20.770954116694742
s211,21.656639890023285,27.947987203252186,2.791930854427162,30.83731576381123,-21.060038569844266
s212,25.787387908249332,30.1234289550795,3.279533988926819,38.826076223308995,-19.214313980347008
s213,24.71904367268754,30.475140544396105,3.277752424364761,38.83119100433608,-18.9121108669148
s214,32.04366604631095,33.901995140859206,3.9234405733109754,44.5865759756427,-17.97391097043976
s215,23.80519140895551,30.18222280117561,3.0416208206620263,34.986974729635705,-20.464160665816642
s216,19.22679420403041,27.185733554077782,2.6105919364858523,30.098772130680103,-20.546952059815602
s217,20.57549156559068,27.474950411715263,3.0576944441742944,32.91918513041932,-20.645279605578224
s218,15.530185429888231,25.478591531960213,2.240442489291632,21.580900023993053,-22.675690574868597
s219,22.957031903062546,29.26708431440602,3.126188964885018,34.385610122890895,-19.69996813819463
s220,13.025950171369704,23.761957370308217,2.014376475438023,17.39257228401362,-20.56541179285701
s221,22.4318830499442,28.249489103536376,2.8725897674323133,31.77626005173793,-21.47236245537334
s222,27.478151272556687,31.384364868611147,3.5160107832670993,42.63916264586142,-18.177173865698325
s223,21.486482848878893,28.567025541292356,2.82365631483164,31.558401205937468,-20.492639747610813
s224,17.493792591874676,27.462825993539706,2.9527836645892993,28.972309765964205,-21.473708517273963
s225,13.351913793904432,24.962599847657735,2.0648230851527303,20.02252179817021,-22.9763619264372
s226,14.15484948879476,25.48964023717199,2.154449573203645,21.43177626860612,-23.49615644619751
s227,19.508514149209155,26.991575909836175,2.650665725449809,26.17428813211701,-19.942147853481078
s228,24.799234999110283,30.859262646648066,3.1923635156793058,37.00297344524752,-19.35600154849446
s229,28.47630698706422,33.225116294394894,3.464439273198928,34.75511600679261,-19.31982821700711
s230,26.44954016889736,30.264009847132208,3.4142407525060614,38.80562113061824,-16.639647614431244
s231,24.780905079947754,29.958194366970993,3.1703522807091336,37.571951815897435,-19.124129615755344
s232,14.139795839711677,24.924077098991113,2.1010038396856174,16.130385037771582,-22.05202611453251
s233,14.665931030598449,25.829490226239283,2.3098657920609416,24.11592625825701,-21.089871007465433
s234,15.178114216357113,25.449692969517386,2.131459100022064,11.335586000329481,-21.198654807814222
s235,34.9236949270952,33.41159020892938,4.27173775352461,50.93563276500092,-16.344704889092927
s236,25.851124462941968,29.995767528571832,3.325869607340469,38.03496775232759,-20.354955565366687
s237,17.84337944518633,26.37283039929663,2.8516550653788837,31.81097489470605,-20.574888008173755
s238,14.709484559001826,25.045107634576652,2.3473404387496366,24.87892910855786,-21.814975990020212
s239,25.645520101717956,31.380957161804794,3.3680717515228458,39.70553730628082,-19.386057842074095
s240,25.241510569833842,30.18889937517505,3.2395070399393178,38.9745331579548,-18.795894333725496
s241,31.236505442246912,32.62789652118214,3.8620856569046045,46.06770379185272,-17.321199982617035
s242,22.157614508335598,28.727792816597848,2.868654239795354,31.96550038446337,-20.176504132856827
s243,21.3073271187853,29.337004980678334,2.914330611322133,31.909532237934236,-19.960721244423937
s244,16.153000016544837,25.652114001973395,2.290056849475011,22.10576470627363,-21.219936889316745
s245,19.343619677277783,27.19716867171808,2.6113396710841905,27.883814495261596,-21.522562011203878
s246,26.726301221919258,30.722474966135753,3.393253799405099,40.28993443866366,-18.06013829922115
s247,22.71947401291484,29.801724756803285,3.4092976673319146,38.69408637261382,-16.62499542985015
s248,18.099621586485572,27.547603689405122,2.51439527381359,29.4529713691769,-20.87245838906029
s249,23.47874440465004,29.104136752782388,3.150149197156791,38.55851841374186,-20.311929305058033
s250,24.56911433521238,29.641382492356534,3.258882073338715,38.50792027084732,-18.2908289451548
s251,11.969080209226533,23.071157254496615,2.0225537551316437,20.109511887749356,-23.16191337748571
s252,26.375588218907183,30.681182291302616,3.322850784791632,39.675469664306966,-18.36403387539604
s253,21.22718193444648,28.26688747387406,2.9389411519107744,29.910764250659756,-19.489785918903074
s254,21.356908295314838,28.62289611437504,3.0034431729125823,34.79711363703033,-19.743287582359166
s255,22.728664633286467,28.972495188922416,2.9023467871900004,33.001031538941945,-20.456925991740576
s256,28.56312061476941,30.740354315817154,3.672643172503212,44.79869250238066,-17.768504612400548
s257,20.537789531695836,28.481885780000788,2.686214590175986,31.411166802805305,-21.636609940397
s258,25.014912749283592,29.95958677069061,3.1399572535581184,36.69569603229309,-18.60059101905129
s259,20.670759659413388,28.052779410403925,2.629755478903597,21.482501741239865,-20.945423624206537
s260,30.939544292084488,32.209146944078064,4.153844274405807,47.98162286999011,-17.428759428379617
s261,23.40223503869781,29.2102751713873,2.959189172798756,34.28643671451765,-20.65616574581777
s262,19.99016852248756,28.14257124723862,2.8326245621799244,34.72655542966749,-20.140400407521465
s263,31.690080611693084,34.04324093520824,4.070880755084195,49.313722050101006,-16.86996628366655
s264,17.6739742356041,26.970297194759144,2.5542767782045783,28.29933984167051,-20.742711619677962
s265,16.853484359443797,26.182620042495454,2.3250411788228913,24.510016721580225,-20.595366957166654
s266,13.437223476426352,24.578607408062133,2.0142344889862365,16.657594313362985,-21.9865113361999
s267,24.503113798152445,29.799914005879437,3.0998803830495008,36.840395554633375,-18.993335432451406
s268,25.81407338642851,30.228280207624607,3.2824149637809272,39.722214538210466,-18.57298059991068
s269,21.47736476583064,28.359713336390527,2.7344056359233377,22.07750485075717,-21.069170229606637
s270,18.76443006857673,26.92296619003951,2.597633688444586,25.593001407631625,-19.207560529649285
s271,24.442912831669503,30.580619113207813,3.0649860536858,33.965755841330704,-19.65184309682283
s272,21.115573765331327,28.09295317426714,2.6990344252154066,20.38661612428733,-21.12049940018463
s273,20.91638888895043,29.156475169460982,2.8991617669291196,35.98437301052326,-19.453985060044246
s274,13.117007284420804,23.932258403099727,2.069905134757967,19.83411151272812,-21.352030056481187
s275,19.39848425613771,27.862124041269364,2.698368896774375,31.80481948326345,-20.88724638081418
s276,25.516175844265497,30.709339992304436,3.246205645817214,37.84141589466999,-18.394324898555674
s277,12.75063811206189,24.035505839941088,2.0448987963884058,20.284329317167394,-21.993061955018845
s278,21.32601494237025,28.239556754569293,2.8987529153561478,32.72518503171576,-22.768836128877638
s279,14.395760917490847,26.134775280197182,2.3233041207965988,19.581863430795277,-22.623809840366643
s280,31.720637803611268,34.4061156593077,3.9245009519770924,45.018993939316296,-16.207312406688885
s281,13.094924145106178,24.872166589822584,2.1235407916896936,20.132436105057188,-20.7263291094093
s282,19.168807109852263,28.240842664988367,2.815061322099958,33.913392900696934,-18.407214855311967
s283,26.97633711970503,31.10873788229854,3.5195002675762304,40.51495784239764,-19.458430553559104
s284,16.737040039234593,26.08123627101025,2.6819063796020153,26.949405792969177,-22.90375248734285
s285,18.269386147572696,26.93824164233239,2.510439808047547,26.902604614440968,-21.625066525381193
s286,12.911484779896012,23.97999823370596,1.8884872957267258,7.4508806097680225,-23.081672999493776
s287,27.89382598345148,31.773762319580328,3.547513154669159,43.61123442347946,-18.887465458647895
s288,23.207804254530192,30.226904325564924,3.112742100146638,34.2311186382115,-20.319348636717013
s289,12.94852261281851,24.313514078144706,1.8810151612351753,10.91542066416749,-24.10980627565496
s290,23.716738768215336,29.312970363551734,2.9389319031861985,26.55962328283563,-20.872844469529642
s291,12.609844155704947,23.337630014679018,1.8591769718996687,17.65583461964963,-22.0427568691158
s292,21.075835390411008,29.474991732605798,2.937914596073472,36.23776808365775,-18.209832643922198
s293,28.799883733648382,32.93094092828102,3.828894360696845,46.24133245819862,-16.685687492468112
s294,12.647693770166962,23.476264386303452,1.8577717775967273,10.244368776107875,-22.80852590517532
s295,26.988486471948654,30.429373400103195,3.543861772914223,41.02100857902694,-16.73628435422914
s296,13.730744613660296,25.304166250892557,2.192244940020266,21.02191391898955,-21.037169242866305
s297,19.580015160995703,27.704327745853792,2.6050272523212663,20.557068321844287,-21.242887874886534
s298,14.647812274893301,25.25739077305978,2.5819284299613514,25.033870964606827,-21.77880180045448
s299,24.773471913306274,29.45928425518279,3.3396018656808164,38.09279902497127,-18.934865152709644
s300,31.06899651850673,33.31384258487214,3.880968589338797,47.26349810867119,-17.740175222694027
s301,13.314372227473873,23.780118951298967,1.9653877058697218,13.766821378354399,-22.831714834949025
s302,25.216806933152817,30.362511389217005,3.32693732673883,38.41877699573566,-17.21456897049112
s303,13.179139068503915,24.711409019800968,2.0658412774569324,20.61687516669232,-21.305521219433746
s304,17.74280185045519,26.800978285251336,2.4525143706680805,26.264748499043794,-23.136770545619438
s305,25.311865501250832,30.536943029807748,3.2254612398247096,38.33003523756939,-18.581599861738347
s306,19.759667790315024,27.90770399539444,2.667930803277676,28.95983643754319,-21.63460095493751
s307,24.542032348782136,29.555757052361184,3.270429223401954,36.67703878941859,-19.872895367623194
s308,13.30339559712424,24.716451639725477,1.9705509640620693,19.787591718179616,-20.285500261962973
s309,24.266562459161094,29.08587085984809,3.284373353908237,30.462322245618015,-21.29242792516701
s310,26.90721167277714,31.08214365163186,3.4639456834195856,41.107384462560915,-18.948559636861656
s311,21.865767257604354,29.83872988436773,2.9152193832619826,30.842040971465018,-20.100398368442757
s312,24.654028231189386,29.952848437979615,3.1741698485392935,36.65869270758158,-18.300571881596824
