sample_id,E_T,rho,AAV,PF,VPA,RBI,WE,B,N,S,O,F,Na,Al,Si,P,Cl,Ge,Br,I,ln_D
s1,4.376068923108138,2.4151928450639395,19.643417918799607,0.30060764243645416,30.092044471352615,3.2705856979734174,2.779513888888889,0.0,0.0,0.0,0.4583333333333333,0.0625,0.15625,0.0,0.0,0.1909722222222222,0.0,0.0,0.13194444444444445,0.0,-10.531195380475284
s2,3.610178172360338,2.4321412527232416,14.683504906748924,0.5683016740813543,28.80225962477673,1.1600788042368413,2.3348039215686276,0.0,0.0,0.06372549019607843,0.44607843137254904,0.0,0.22549019607843138,0.2647058823529412,0.0,0.0,0.0,0.0,0.0,0.0,-12.438154681887147
s3,3.2684484709714092,2.0094176390730554,23.491188618073636,0.35714956010464505,41.988187529942635,3.717973539259104,2.1104405286343613,0.0,0.048458149779735685,0.5110132158590308,0.0,0.0,0.19823788546255505,0.0,0.2422907488986784,0.0,0.0,0.0,0.0,0.0,-10.74748491541494
s4,3.5461128641984385,2.1288118859529965,22.30884821351325,0.5201312672258233,44.180268030683116,12.327698450489503,1.9253465346534653,0.0,0.0,0.504950495049505,0.0,0.0,0.36633663366336633,0.0,0.0,0.12871287128712872,0.0,0.0,0.0,0.0,-10.599318181984566
s5,3.849618913786904,2.260671135463873,12.049710598220024,0.4189792998568869,21.84622327969971,1.6353067100442658,2.6404035874439464,0.24663677130044842,0.0,0.0,0.5515695067264574,0.0,0.14798206278026907,0.0,0.053811659192825115,0.0,0.0,0.0,0.0,0.0,-12.062961642908816
s6,3.5951771659632756,2.49990534969722,25.551425798391406,0.27513601499610746,38.71823194960332,4.267994708896452,2.662188552188552,0.0,0.0,0.0,0.367003367003367,0.0,0.16835016835016836,0.0,0.0,0.1717171717171717,0.0,0.0,0.29292929292929293,0.0,-10.0323779965023
s7,3.6678366006248178,3.1353062291862637,13.658071748103355,0.8644171270493188,30.1135798783484,1.698585545733467,2.1982513661202185,0.0,0.0,0.0,0.453551912568306,0.0,0.4262295081967213,0.0,0.0,0.0,0.0,0.12021857923497267,0.0,0.0,-12.006182412525359
s8,2.961082042221009,2.0348644263777587,23.91409270188028,0.3246586900762341,42.89353135416624,1.764432878817532,2.081504424778761,0.0,0.0,0.5530973451327433,0.004424778761061947,0.0,0.11504424778761062,0.30973451327433627,0.017699115044247787,0.0,0.0,0.0,0.0,0.0,-10.978932903637622
s9,3.213293723930435,2.4481975965981113,14.6232388446649,0.35779754372575556,24.151929962801393,1.5315364826112678,2.7164843750000003,0.0,0.0,0.0,0.60546875,0.0,0.12890625,0.0,0.21484375,0.01953125,0.0,0.03125,0.0,0.0,-12.191533017050611
s10,3.2649221585265478,2.4718965170118077,13.391027682504252,0.5008182386663784,24.018827430523526,1.458522553591289,2.5629646017699113,0.030973451327433628,0.0,0.0,0.5575221238938053,0.0,0.1902654867256637,0.13716814159292035,0.0,0.084070796460177,0.0,0.0,0.0,0.0,-12.598982871127538
