sample_id,E_T,rho,AAV,PF,VPA,RBI,WE,B,N,S,O,F,Na,Al,Si,P,Cl,Ge,Br,I,ln_D
s1,5.1361333115265,2.0094176390730554,23.491188618073636,0.35714956010464505,41.988187529942635,3.717973539259104,2.1104405286343613,0.0,0.048458149779735685,0.5110132158590308,0.0,0.0,0.19823788546255505,0.0,0.2422907488986784,0.0,0.0,0.0,0.0,0.0,-12.732762142626253
s2,5.572463072311832,2.1288118859529965,22.30884821351325,0.5201312672258233,44.180268030683116,12.327698450489503,1.9253465346534653,0.0,0.0,0.504950495049505,0.0,0.0,0.36633663366336633,0.0,0.0,0.12871287128712872,0.0,0.0,0.0,0.0,-12.990154934417026
s3,5.64956411794229,2.49990534969722,25.551425798391406,0.27513601499610746,38.71823194960332,4.267994708896452,2.662188552188552,0.0,0.0,0.0,0.367003367003367,0.0,0.16835016835016836,0.0,0.0,0.1717171717171717,0.0,0.0,0.29292929292929293,0.0,-12.099011537975464
s4,5.915508800039504,2.2128594723193835,23.40223503869781,0.4481410237242729,44.906991560744395,4.535830599021623,1.9782159624413147,0.0,0.0,0.5211267605633803,0.0,0.0,0.29107981220657275,0.0,0.13145539906103287,0.0,0.0,0.056338028169014086,0.0,0.0,-12.92327801429672
s5,5.452515764551248,1.9705584710112947,24.832499569026897,0.3750136699841821,44.49983922769616,3.735438555751883,2.098125,0.017857142857142856,0.0,0.46875,0.0,0.0,0.24107142857142858,0.0,0.18303571428571427,0.0,0.08035714285714286,0.0,0.008928571428571428,0.0,-12.273888674281501
s6,5.249390616426061,2.0003409087508985,24.066569914789543,0.39352342490328823,44.290578246545415,3.796863844671051,2.0303196347031967,0.0,0.0,0.54337899543379,0.0,0.0,0.2465753424657534,0.0,0.2100456621004566,0.0,0.0,0.0,0.0,0.0,-12.814526293208994
s7,5.453102235327547,1.9839643839470371,24.34631622324434,0.3032910390515606,40.968973506700834,5.543791578803485,2.1823360655737702,0.045081967213114756,0.0,0.5942622950819673,0.0,0.0,0.15163934426229508,0.0,0.14344262295081966,0.06557377049180328,0.0,0.0,0.0,0.0,-12.27696148988738
s8,5.411798354559339,3.0804153254518627,21.992230182506944,0.564588685908046,43.55324016535693,3.080712559541102,2.1812871287128712,0.0,0.0,0.0,0.31683168316831684,0.0,0.38613861386138615,0.0,0.039603960396039604,0.0,0.034653465346534656,0.06930693069306931,0.0,0.15346534653465346,-12.82958977816056
s9,5.352172738478855,2.2843124384766815,23.351007304132338,0.40188371926576333,41.921493427891114,2.1901625140482865,2.161184210526316,0.0,0.0,0.4780701754385965,0.0,0.07894736842105263,0.24561403508771928,0.0,0.10526315789473684,0.0,0.0,0.09210526315789473,0.0,0.0,-12.205575637404937
s10,6.127608510281896,2.7257278307960866,25.209241180318614,0.2969150796641382,41.41518193909483,4.647120503637297,2.230632411067193,0.0,0.0,0.6086956521739131,0.0,0.0,0.1067193675889328,0.02766798418972332,0.0,0.0,0.0,0.25691699604743085,0.0,0.0,-12.480330581033177
