# c0 + a0 * (face-area-avg * cub_root_V) + a1 * (Ge * S) + a2 * (poly_dist_avg - SBI) + a3 * (pockets-per-volume + face-area-count)
# Property Label: $E$; Unit of the Property: Unitless
# RMSE: 0.638090139562026; Max AE: 2.54684557168359
# Coefficients
# Task   a0                      a1                      a2                      a3                      c0
# all , -1.489555780331370e-01,  8.353258167452109e+00,  2.749953674965810e+00, -7.157214322025501e-02,  2.311711904228944e+00, 
# Feature Rung, Units, and Expressions
# 0;  1; Unitless;                                         32|21|mult; (face-area-avg * cub_root_V); $\left(face-area-avg cub_{root, V}\right)$; (face_sub_area_sub_avg .* cub_root_V); (newdata$face_sub_area_sub_avg * newdata$cub_root_V); face-area-avg,cub_root_V
# 1;  1; Unitless;                                         18|10|mult; (Ge * S); $\left(Ge S\right)$; (Ge .* S); (newdata$Ge * newdata$S); Ge,S
# 2;  1; Unitless;                                         29|5|sub; (poly_dist_avg - SBI); $\left(poly_{dist, avg} - SBI\right)$; (poly_dist_avg - SBI); (newdata$poly_dist_avg - newdata$SBI); poly_dist_avg,SBI
# 3;  1; Unitless;                                         36|34|add; (pockets-per-volume + face-area-count); $\left(pockets-per-volume + face-area-count\right)$; (pockets_sub_per_sub_volume + face_sub_area_sub_count); (newdata$pockets_sub_per_sub_volume + newdata$face_sub_area_sub_count); pockets-per-volume,face-area-count
# Number of Samples Per Task
# Task, n_samples               
# all , 1041                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      
s1          ,  6.774572406644882e-01,  4.715902298413372e-01,  7.389740737107525e-01,  0.000000000000000e+00,  6.417673197130047e-02,  2.663788337525630e+01
s2          ,  1.967875961713064e+00,  7.402346412398262e-01,  3.772891327861964e-02,  0.000000000000000e+00,  1.762139112243052e-01,  2.864854021968480e+01
s3          , -1.271285198486554e+00, -9.065334170847301e-01,  7.941384269961447e-01,  0.000000000000000e+00, -9.363884935216206e-02,  3.971449431434900e+01
s4          , -1.922048452937919e-01, -7.178573833527717e-01,  7.396750966915570e-01,  0.000000000000000e+00,  1.920029984140204e-02,  4.152719699841941e+01
s5          ,  2.455067115358116e-01,  2.286370165544720e-01, -3.754192328550395e-02,  0.000000000000000e+00,  1.600279415129083e-01,  3.533129341448784e+01
s6          ,  1.771859120156342e-01,  5.066498247165485e-01,  1.026065006365329e+00,  0.000000000000000e+00,  5.454548565305867e-02,  2.518048853962593e+01
s7          , -1.787554844087500e-01,  2.556763101016419e-01,  1.039838836117760e+00,  0.000000000000000e+00, -3.783601111138252e-02,  2.510891026275293e+01
s8          ,  1.258527874893824e+00,  1.060592402853327e+00,  3.310373771390526e-01,  1.822916666666667e-01,  1.467242940128557e-02,  3.863077683169563e+01
s9          ,  1.207996528852184e+00,  1.199373155103676e+00,  1.880450031040620e+00,  0.000000000000000e+00,  1.292047585025767e-01,  1.659224210461170e+01
s10         , -3.778119871449526e-01,  5.679780222628250e-01,  4.372964517103653e-02,  5.078125000000000e-02, -1.646476650975018e-03,  3.013576465851754e+01
s11         ,  2.051916464504999e-01, -1.139834188949375e+00,  1.140154086171742e+00,  0.000000000000000e+00, -1.733606170862432e-01,  3.919094762250037e+01
s12         , -9.030892502610830e-01, -1.063070513533384e+00,  1.455548769247004e-02,  0.000000000000000e+00, -2.275982036434495e-01,  3.837707879868677e+01
s13         , -1.915336013610817e+00, -5.003790059506694e-01,  3.433393537838533e-01,  0.000000000000000e+00,  5.375670547540484e-03,  3.878228761029047e+01
s14         , -4.972857440368104e-01, -1.954697015427311e-01,  1.591645750959440e+00,  9.989258861439311e-02, -1.435766620032257e-02,  4.282452110258616e+01
s15         ,  9.892906044607527e-01,  3.217830211320833e-01, -9.185475737846800e-02,  3.961632479540865e-02, -1.921777951832675e-01,  2.523407061557405e+01
s16         ,  7.196956197004112e-01,  7.352770707995502e-01,  2.198602040369825e+00,  0.000000000000000e+00,  5.277935271314915e-02,  1.947799112717624e+01
s17         , -8.233048349290433e-01, -9.675978770699121e-01,  4.345465288496760e-01,  0.000000000000000e+00, -1.857006927403524e-01,  3.777885120955160e+01
s18         ,  6.436893120625885e-01, -2.371633859259275e-01,  7.437715917213239e-03,  0.000000000000000e+00, -4.303154910176671e-02,  3.394382960997833e+01
s19         ,  6.782210382119218e-01,  8.947406430124089e-01,  2.604103392826747e+00,  0.000000000000000e+00, -1.448627021405524e-02,  1.382156406891458e+01
s20         ,  1.358387811126361e-01, -8.382051127948023e-01,  8.071828575348683e-01,  0.000000000000000e+00,  1.541991098392556e-02,  4.292293803924665e+01
s21         ,  1.192439177417436e+00,  5.174348253733627e-01,  7.912951529647844e-01,  0.000000000000000e+00, -1.109021690684581e-01,  1.916155312464206e+01
s22         , -1.675888320916539e+00, -1.411227266009326e+00,  2.117579158759044e+00,  0.000000000000000e+00,  1.226778579962567e-02,  4.808085423217966e+01
s23         ,  1.682267394333138e+00,  1.101729220838132e+00,  1.601549685630478e+00,  0.000000000000000e+00,  9.352393369827960e-02,  1.716602792805679e+01
s24         , -5.344901610254715e-02,  3.995342558834380e-02,  1.841710102930205e-03,  0.000000000000000e+00,  1.751879948982424e-02,  3.241009599988077e+01
s25         ,  7.630444568978922e-01,  1.223921106171499e+00,  2.846248726122469e+00,  0.000000000000000e+00, -8.905669092553886e-02,  5.853176675897799e+00
s26         , -7.690353008448225e-01, -1.879425613778056e+00,  4.055719275303862e+00,  0.000000000000000e+00, -4.067710553836704e-02,  4.855457999151128e+01
s27         ,  1.318355805735755e-01,  4.659404122839517e-02, -1.593913267337199e-02,  0.000000000000000e+00, -1.633191659192222e-02,  3.105370290268286e+01
s28         , -1.557515501210242e+00, -1.110955095151290e+00,  1.848153923741945e+00,  0.000000000000000e+00, -4.623757767005020e-02,  4.219830273134875e+01
s29         ,  1.315402392066626e+00,  1.400528846622928e+00,  2.903223564419421e+00,  0.000000000000000e+00, -7.845193593381650e-03,  6.387370475251926e+00
s30         , -1.602536800620832e+00, -5.763110510980258e-01,  6.468597101830955e-01,  0.000000000000000e+00, -1.716300987071830e-02,  3.834553483716489e+01
s31         , -6.577868421803238e-01, -3.012890572989388e-01,  1.251271926120838e-02,  0.000000000000000e+00, -1.642343482751850e-01,  3.017235722503085e+01
s32         ,  1.122204297021453e+00, -7.060701418978121e-02,  1.787690963745396e-02,  0.000000000000000e+00, -1.792878633159145e-01,  2.635973508019736e+01
s33         ,  1.732999170998263e+00,  1.125300077722672e+00,  1.937602616612577e+00,  0.000000000000000e+00,  2.872556643172186e-02,  1.364761542376425e+01
s34         ,  1.815120104294484e+00,  7.855719141862363e-01, -1.442536469385952e-02,  1.962809917355372e-02, -5.765245815444058e-02,  2.142880805482727e+01
s35         ,  5.934117724273275e-01,  8.884469027120618e-01,  2.564921171095442e+00,  0.000000000000000e+00,  5.677885583507125e-04,  1.456945441595308e+01
s36         ,  9.702627198604924e-01,  3.391311805408495e-01, -1.624700209055160e-02,  0.000000000000000e+00,  1.629377962925679e-01,  3.385496211179049e+01
s37         ,  1.142962175227537e+00,  4.883143812009063e-01, -1.506053200443675e-02,  0.000000000000000e+00,  1.583645380015084e-01,  3.159240334024050e+01
s38         ,  2.376281988155590e-01,  8.686479615781936e-01,  3.852315567405610e-01,  0.000000000000000e+00, -1.513355065545662e-01,  1.354599537495671e+01
s39         , -9.901628269429662e-01,  1.499031029057996e-02,  1.517277309002410e+00,  0.000000000000000e+00, -1.591085244671556e-01,  2.281856502098313e+01
s40         , -6.175077579414836e-01,  2.243984232878393e-01, -4.191344131094812e-02,  7.384563150746943e-03, -9.260031202555204e-02,  2.655495882056330e+01
s41         , -6.558266813617915e-01, -4.285775015670308e-01,  8.271009970872273e-02,  0.000000000000000e+00, -9.060440147565874e-02,  3.463374515208191e+01
s42         , -1.132806252875512e-01, -4.720913344676836e-01,  5.304059961412738e-01,  0.000000000000000e+00,  4.224146301611585e-02,  3.941419449638512e+01
s43         ,  3.987508132795206e-01,  8.477985895684248e-02,  2.050318305667849e+00,  0.000000000000000e+00, -1.515331048154459e-01,  2.102517279386634e+01
s44         , -1.257042213831158e-02,  2.847799590796445e-01,  3.643789234898304e-01,  2.637119113573407e-02,  3.539456940220217e-02,  3.199952331832727e+01
s45         , -2.453536714432208e-01, -2.875440462550989e-01,  1.115961908917056e-01,  0.000000000000000e+00, -8.838336342410151e-02,  3.268845691975061e+01
s46         ,  4.319604697532172e-01,  6.494191842514714e-01,  1.006570440395610e-01,  1.367166474432911e-01, -5.879530444206718e-02,  3.671322754824214e+01
s47         , -5.858250576994644e-01, -1.671716239344834e-02,  1.525216119607345e-01,  4.966974241156713e-02, -1.843605789855209e-01,  3.092867073594050e+01
s48         , -1.351740028810569e+00, -9.782999466358056e-01,  3.113298937118270e+00,  7.742878013148284e-02, -5.112136932826805e-03,  4.832876176050090e+01
s49         ,  1.400180920836999e+00,  4.212805315629828e-01, -2.714095689533397e-02,  0.000000000000000e+00,  1.344794205037129e-01,  3.163641948295521e+01
s50         ,  6.339509690024701e-01,  5.834870524705429e-01,  5.812555317123521e-01,  1.140992751502213e-01,  2.557466259082548e-02,  3.723618320709463e+01
s51         ,  9.663578673416964e-01,  1.093108548409886e+00,  1.405155842411728e+00,  0.000000000000000e+00,  6.292220179653368e-02,  1.651942560270706e+01
s52         ,  1.470345916377529e-01,  3.647508347580395e-01, -1.766825809189147e-01,  0.000000000000000e+00,  1.294351048128195e-01,  3.254365962497115e+01
s53         , -1.879048126514940e+00, -6.666717487202067e-02,  2.214372607529398e-01,  0.000000000000000e+00, -5.185425279744299e-02,  3.077730904474448e+01
s54         ,  2.462378298792408e+00,  1.185380526498840e+00,  3.161543939947879e+00,  0.000000000000000e+00,  3.240651398480088e-02,  1.040234582066618e+01
