# c0 + a0 * (face-area-avg * cub_root_V) + a1 * (Ge * S) + a2 * (poly_dist_avg_fixed - SBI) + a3 * (pockets-per-volume + face-area-count)
# Property Label: $E$; Unit of the Property: Unitless
# RMSE: 0.638913129263049; Max AE: 2.4769199373398
# Coefficients
# Task   a0                      a1                      a2                      a3                      c0
# all , -1.438727004062555e-01,  8.671768068240064e+00,  2.698312166416427e+00, -7.465166483899334e-02,  2.398274158649525e+00, 
# Feature Rung, Units, and Expressions
# 0;  1; Unitless;                                         32|21|mult; (face-area-avg * cub_root_V); $\left(face-area-avg cub_{root, V}\right)$; (face_sub_area_sub_avg .* cub_root_V); (newdata$face_sub_area_sub_avg * newdata$cub_root_V); face-area-avg,cub_root_V
# 1;  1; Unitless;                                         18|10|mult; (Ge * S); $\left(Ge S\right)$; (Ge .* S); (newdata$Ge * newdata$S); Ge,S
# 2;  1; Unitless;                                         30|5|sub; (poly_dist_avg_fixed - SBI); $\left(poly_{dist, avg, fixed} - SBI\right)$; (poly_dist_avg_fixed - SBI); (newdata$poly_dist_avg_fixed - newdata$SBI); poly_dist_avg_fixed,SBI
# 3;  1; Unitless;                                         36|34|add; (pockets-per-volume + face-area-count); $\left(pockets-per-volume + face-area-count\right)$; (pockets_sub_per_sub_volume + face_sub_area_sub_count); (newdata$pockets_sub_per_sub_volume + newdata$face_sub_area_sub_count); pockets-per-volume,face-area-count
# Number of Samples Per Task
# Task, n_samples               
# all , 1041                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      
s1          ,  6.774572406644882e-01,  4.765624780637276e-01,  7.389740737107525e-01,  0.000000000000000e+00,  6.417673197130047e-02,  2.663788337525630e+01
s2          ,  1.967875961713064e+00,  7.296649159547730e-01,  3.772891327861964e-02,  0.000000000000000e+00,  1.762139112243052e-01,  2.864854021968480e+01
s3          , -1.271285198486554e+00, -9.243217581973067e-01,  7.941384269961447e-01,  0.000000000000000e+00, -9.027419476714434e-02,  3.971449431434900e+01
s4          , -1.922048452937919e-01, -7.564108843027046e-01,  7.396750966915570e-01,  0.000000000000000e+00,  1.920029984140204e-02,  4.152719699841941e+01
s5          ,  2.455067115358116e-01,  3.012843352004082e-01, -3.754192328550395e-02,  0.000000000000000e+00,  1.983272356832427e-01,  3.533129341448784e+01
s6          ,  1.771859120156342e-01,  5.180667720098560e-01,  1.026065006365329e+00,  0.000000000000000e+00,  5.454548565305867e-02,  2.518048853962593e+01
s7          , -1.787554844087500e-01,  2.721544147920623e-01,  1.039838836117760e+00,  0.000000000000000e+00, -3.783601111138252e-02,  2.510891026275293e+01
s8          ,  1.258527874893824e+00,  1.087176961626071e+00,  3.310373771390526e-01,  1.822916666666667e-01,  1.467242940128557e-02,  3.863077683169563e+01
s9          ,  1.207996528852184e+00,  1.237725010010177e+00,  1.880450031040620e+00,  0.000000000000000e+00,  1.292047585025767e-01,  1.659224210461170e+01
s10         , -3.778119871449526e-01,  5.782181677927976e-01,  4.372964517103653e-02,  5.078125000000000e-02, -1.646476650975018e-03,  3.013576465851754e+01
s11         ,  2.051916464504999e-01, -1.156746307359398e+00,  1.140154086171742e+00,  0.000000000000000e+00, -1.724462936149827e-01,  3.919094762250037e+01
s12         , -9.030892502610830e-01, -8.491171588039683e-01,  1.455548769247004e-02,  0.000000000000000e+00, -1.409712193009257e-01,  3.837707879868677e+01
s13         , -1.915336013610817e+00, -5.317801004668699e-01,  3.433393537838533e-01,  0.000000000000000e+00,  5.375670547540484e-03,  3.878228761029047e+01
s14         , -4.972857440368104e-01, -1.969341939668761e-01,  1.591645750959440e+00,  9.989258861439311e-02, -1.317028649891022e-02,  4.282452110258616e+01
s15         ,  9.892906044607527e-01,  3.527120660051597e-01, -9.185475737846800e-02,  3.961632479540865e-02, -1.921777951832675e-01,  2.523407061557405e+01
s16         ,  7.196956197004112e-01,  7.703060501814425e-01,  2.198602040369825e+00,  0.000000000000000e+00,  5.277935271314915e-02,  1.947799112717624e+01
s17         , -8.233048349290433e-01, -9.855778009391383e-01,  4.345465288496760e-01,  0.000000000000000e+00, -1.857006927403524e-01,  3.777885120955160e+01
s18         ,  6.436893120625885e-01, -3.642144973917154e-01,  7.437715917213239e-03,  0.000000000000000e+00, -8.429535440795718e-02,  3.394382960997833e+01
s19         ,  6.782210382119218e-01,  9.555953010855334e-01,  2.604103392826747e+00,  0.000000000000000e+00, -1.342198368609421e-02,  1.382156406891458e+01
