# c0 + a0 * (face-area-avg * AAV) + a1 * (Ge * S) + a2 * (poly_dist_avg_fixed - SBI) + a3 * (pockets-per-volume + face-area-count)
# Property Label: $E$; Unit of the Property: Unitless
# RMSE: 0.638396737197817; Max AE: 2.46448332782872
# Coefficients
# Task   a0                      a1                      a2                      a3                      c0
# all , -1.418035469991316e-01,  8.678107856139549e+00,  2.714020951247584e+00, -7.359880778646405e-02,  2.366756841919162e+00, 
# Feature Rung, Units, and Expressions
# 0;  1; Unitless;                                         32|1|mult; (face-area-avg * AAV); $\left(face-area-avg AAV\right)$; (face_sub_area_sub_avg .* AAV); (newdata$face_sub_area_sub_avg * newdata$AAV); face-area-avg,AAV
# 1;  1; Unitless;                                         18|10|mult; (Ge * S); $\left(Ge S\right)$; (Ge .* S); (newdata$Ge * newdata$S); Ge,S
# 2;  1; Unitless;                                         30|5|sub; (poly_dist_avg_fixed - SBI); $\left(poly_{dist, avg, fixed} - SBI\right)$; (poly_dist_avg_fixed - SBI); (newdata$poly_dist_avg_fixed - newdata$SBI); poly_dist_avg_fixed,SBI
# 3;  1; Unitless;                                         36|34|add; (pockets-per-volume + face-area-count); $\left(pockets-per-volume + face-area-count\right)$; (pockets_sub_per_sub_volume + face_sub_area_sub_count); (newdata$pockets_sub_per_sub_volume + newdata$face_sub_area_sub_count); pockets-per-volume,face-area-count
# Number of Samples Per Task
# Task, n_samples               
# all , 1041                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      
s1          ,  6.774572406644882e-01,  4.744947390573577e-01,  7.469674904636121e-01,  0.000000000000000e+00,  6.417673197130047e-02,  2.663788337525630e+01
s2          ,  1.967875961713064e+00,  7.315288845979744e-01,  3.510348929352353e-02,  0.000000000000000e+00,  1.762139112243052e-01,  2.864854021968480e+01
s3          , -1.271285198486554e+00, -8.957165860325649e-01,  6.666119474351297e-01,  0.000000000000000e+00, -9.027419476714434e-02,  3.971449431434900e+01
s4          , -1.922048452937919e-01, -7.645268347852836e-01,  8.958979210000165e-01,  0.000000000000000e+00,  1.920029984140204e-02,  4.152719699841941e+01
s5          ,  2.455067115358116e-01,  3.015443883217293e-01,  2.211265974000669e-02,  0.000000000000000e+00,  1.983272356832427e-01,  3.533129341448784e+01
s6          ,  1.771859120156342e-01,  5.304780733049799e-01,  9.242534918831780e-01,  0.000000000000000e+00,  5.454548565305867e-02,  2.518048853962593e+01
s7          , -1.787554844087500e-01,  2.482331193270686e-01,  1.183680797274172e+00,  0.000000000000000e+00, -3.783601111138252e-02,  2.510891026275293e+01
s8          ,  1.258527874893824e+00,  1.061278117410275e+00,  5.928457575268409e-01,  1.822916666666667e-01,  1.467242940128557e-02,  3.863077683169563e+01
s9          ,  1.207996528852184e+00,  1.267101470227230e+00,  1.615971960605617e+00,  0.000000000000000e+00,  1.292047585025767e-01,  1.659224210461170e+01
s10         , -3.778119871449526e-01,  5.808146063509949e-01,  2.963591179383089e-02,  5.078125000000000e-02, -1.646476650975018e-03,  3.013576465851754e+01
s11         ,  2.051916464504999e-01, -1.107297568092204e+00,  8.576974110405740e-01,  0.000000000000000e+00, -1.724462936149827e-01,  3.919094762250037e+01
