sample_id,T,E,ln_D
s127,900.0,0.3807178161704293,-13.122371404864376
s128,1100.0,0.3807178161704293,-12.092267485142656
s129,500.0,0.3352917799860231,-14.744612082763277
s130,700.0,0.3352917799860231,-12.779449708779573
s131,900.0,0.3352917799860231,-11.348168579566801
s132,1100.0,0.3352917799860231,-10.503390235281902
s133,500.0,0.37711492315454104,-17.16094441986192
s134,700.0,0.37711492315454104,-14.823027210268778
s135,900.0,0.37711492315454104,-13.376269408265827
s136,1100.0,0.37711492315454104,-12.352357440632273
s137,500.0,0.33239678579562437,-14.907813290922618
s138,700.0,0.33239678579562437,-12.798502226123167
s139,900.0,0.33239678579562437,-11.54189210615087
s140,1100.0,0.33239678579562437,-10.678945123547713
s141,500.0,0.2695680653141137,-12.62179431497255
s142,700.0,0.2695680653141137,-10.728773484796006
s143,900.0,0.2695680653141137,-9.817856496395107
s144,1100.0,0.2695680653141137,-9.206669114586937
s145,500.0,0.3583626032233921,-16.44088958394727
s146,700.0,0.3583626032233921,-14.51324154590196
s147,900.0,0.3583626032233921,-12.957300559698576
s148,1100.0,0.3583626032233921,-11.851928360704264
s149,500.0,0.32836754634949944,-14.612385587972822
s150,700.0,0.32836754634949944,-12.623941741243238
s151,900.0,0.32836754634949944,-11.229376065497181
s152,1100.0,0.32836754634949944,-10.480818532178597
s153,500.0,0.33879570910334483,-15.016226279555987
s154,700.0,0.33879570910334483,-13.036379295891454
s155,900.0,0.33879570910334483,-11.619409529505376
s156,1100.0,0.33879570910334483,-10.712077430376672
s157,500.0,0.3700692789770689,-16.233970188786056
s158,700.0,0.3700692789770689,-14.311282863423404
s159,900.0,0.3700692789770689,-12.588129179834157
s160,1100.0,0.3700692789770689,-11.531902370433123
s161,500.0,0.3648058097496108,-14.773666350374278
s162,700.0,0.3648058097496108,-12.501742820752142
s163,900.0,0.3648058097496108,-10.989187835734107
s164,1100.0,0.3648058097496108,-10.18886686701965
s165,500.0,0.3001221221274675,-14.223114459349283
s166,700.0,0.3001221221274675,-12.449031731164071
s167,900.0,0.3001221221274675,-11.173578550512293
s168,1100.0,0.3001221221274675,-10.429744504267298
s169,500.0,0.24743424665543878,-12.589845608342173
s170,700.0,0.24743424665543878,-10.847977257920059
s171,900.0,0.24743424665543878,-9.959662945246288
s172,1100.0,0.24743424665543878,-9.48579731584702
s173,500.0,0.32992916046873416,-15.962999949624969
s174,700.0,0.32992916046873416,-14.238490210633968
s175,900.0,0.32992916046873416,-12.766811113075095
s176,1100.0,0.32992916046873416,-11.739395139272712
s177,500.0,0.2985751903807019,-13.487877008876485
s178,700.0,0.2985751903807019,-11.44242487790698
s179,900.0,0.2985751903807019,-10.3371563750385
s180,1100.0,0.2985751903807019,-9.737745706155478
s181,500.0,0.31918523315486746,-15.42057609084416
s182,700.0,0.31918523315486746,-13.588926772780837
s183,900.0,0.31918523315486746,-12.374308858222777
s184,1100.0,0.31918523315486746,-11.285186026552834
s185,500.0,0.32219848947794083,-14.363074992320104
s186,700.0,0.32219848947794083,-12.302541244022281
s187,900.0,0.32219848947794083,-11.073338423980209
s188,1100.0,0.32219848947794083,-10.276627330012523
s189,500.0,0.3475263680976589,-14.886735192184851
s190,700.0,0.3475263680976589,-13.28760036128912
s191,900.0,0.3475263680976589,-11.608613123806903
s192,1100.0,0.3475263680976589,-10.42063708282911
s193,500.0,0.43719575740986805,-16.709620968201843
s194,700.0,0.43719575740986805,-14.14334687146534
s195,900.0,0.43719575740986805,-12.257594314530035
s196,1100.0,0.43719575740986805,-11.191736455812405
s197,500.0,0.32510743705954875,-14.700583556594573
s198,700.0,0.32510743705954875,-12.7531855181814
s199,900.0,0.32510743705954875,-11.523208899145251
s200,1100.0,0.32510743705954875,-10.517818180582573
s201,500.0,0.3262082298571204,-14.221248994278127
s202,700.0,0.3262082298571204,-12.226213486560557
s203,900.0,0.3262082298571204,-10.847179236361143
s204,1100.0,0.3262082298571204,-10.121343267493344
s205,500.0,0.33589018539106263,-14.455269338758534
s206,700.0,0.33589018539106263,-12.120769077365232
s207,900.0,0.33589018539106263,-10.911274743168851
s208,1100.0,0.33589018539106263,-10.231289966000991
s209,500.0,0.4120137349045458,-16.89013290841563
s210,700.0,0.4120137349045458,-14.780856707079218
s211,900.0,0.4120137349045458,-12.750326953710916
s212,1100.0,0.4120137349045458,-11.704452484714693
s213,500.0,0.3567768977234476,-17.20944815722343
s214,700.0,0.3567768977234476,-16.045929634465136
s215,900.0,0.3567768977234476,-14.072754684543018
s216,1100.0,0.3567768977234476,-12.56779843916713
s217,500.0,0.33718452768471063,-15.625666807066917
s218,700.0,0.33718452768471063,-13.522615561483258
s219,900.0,0.33718452768471063,-12.194296372693785
s220,1100.0,0.33718452768471063,-11.35065760314259
s221,500.0,0.30673136981044374,-13.98744736555374
s222,700.0,0.30673136981044374,-11.921922617321151
s223,900.0,0.30673136981044374,-10.80072230519604
s224,1100.0,0.30673136981044374,-10.112376369187167
s225,500.0,0.33917176832985,-14.226721854415624
s226,700.0,0.33917176832985,-12.311608834856571
s227,900.0,0.33917176832985,-10.760050257460755
s228,1100.0,0.33917176832985,-9.964220742139501
s229,500.0,0.2900002167589202,-13.128456062247029
s230,700.0,0.2900002167589202,-11.309069488545358
s231,900.0,0.2900002167589202,-10.127763420410165
s232,1100.0,0.2900002167589202,-9.477545447995979
s233,500.0,0.3165403987587705,-16.197024854784633
s234,700.0,0.3165403987587705,-14.563011418121476
s235,900.0,0.3165403987587705,-13.001539475584957
s236,1100.0,0.3165403987587705,-12.219306430646421
s237,500.0,0.3946782634760216,-16.72765451482195
s238,700.0,0.3946782634760216,-14.384458512191076
s239,900.0,0.3946782634760216,-12.781996872433318
s240,1100.0,0.3946782634760216,-11.7018277580493
s241,500.0,0.4081733154486487,-16.50980416381348
s242,700.0,0.4081733154486487,-14.448476730764146
s243,900.0,0.4081733154486487,-12.53844010892067
s244,1100.0,0.4081733154486487,-11.304646547585886
s245,500.0,0.26491898670672553,-13.80421394955886
s246,700.0,0.26491898670672553,-12.463825215922665
s247,900.0,0.26491898670672553,-11.192943637630542
s248,1100.0,0.26491898670672553,-10.444195626561289
s249,500.0,0.41978834638562584,-17.27933600205615
s250,700.0,0.41978834638562584,-14.730980662535508
s251,900.0,0.41978834638562584,-13.115321150858941
s252,1100.0,0.41978834638562584,-11.907437217857593
s253,500.0,0.3347728025512034,-14.949588123724832
s254,700.0,0.3347728025512034,-12.912847222374586
s255,900.0,0.3347728025512034,-11.616130134974032
s256,1100.0,0.3347728025512034,-10.672009762114618
s257,500.0,0.38395307209140084,-16.239225489812437
s258,700.0,0.38395307209140084,-13.860482519583325
s259,900.0,0.38395307209140084,-12.38993790777435
s260,1100.0,0.38395307209140084,-11.341450546667959
s261,500.0,0.30674449019083344,-13.677373383509172
s262,700.0,0.30674449019083344,-11.675324683856184
s263,900.0,0.30674449019083344,-10.547054114407063
s264,1100.0,0.30674449019083344,-9.780116365898552
s265,500.0,0.39329906522592295,-17.411462325920176
s266,700.0,0.39329906522592295,-16.187696071764957
s267,900.0,0.39329906522592295,-13.640966817562516
s268,1100.0,0.39329906522592295,-12.476567740765582
s269,500.0,0.38145750019265606,-14.877118886172072
s270,700.0,0.38145750019265606,-12.810339276761995
s271,900.0,0.38145750019265606,-10.997195045576317
s272,1100.0,0.38145750019265606,-10.08545543917926
s273,500.0,0.33405435137424067,-14.331869669902717
s274,700.0,0.33405435137424067,-12.038635730898038
s275,900.0,0.33405435137424067,-10.80695182781046
s276,1100.0,0.33405435137424067,-10.135315448324333
s277,500.0,0.32285842134921006,-14.952781334373345
s278,700.0,0.32285842134921006,-12.919404439245225
s279,900.0,0.32285842134921006,-11.674985919517445
s280,1100.0,0.32285842134921006,-10.852209499951929
s281,500.0,0.3522478087132517,-15.701559865088017
s282,700.0,0.3522478087132517,-13.524043125881267
s283,900.0,0.3522478087132517,-12.169254808958216
s284,1100.0,0.3522478087132517,-11.209411416900954
s285,500.0,0.36374643619774405,-16.392066794170535
s286,700.0,0.36374643619774405,-14.379591624005633
s287,900.0,0.36374643619774405,-12.750448411721425
s288,1100.0,0.36374643619774405,-11.784548535679615
s289,500.0,0.3198816152791402,-16.561591758528973
s290,700.0,0.3198816152791402,-15.159193115841976
s291,900.0,0.3198816152791402,-13.123279841500745
s292,1100.0,0.3198816152791402,-12.694213367892475
s293,500.0,0.3694378040039659,-16.16936532813614
s294,700.0,0.3694378040039659,-13.678800196310663
s295,900.0,0.3694378040039659,-12.464021504220417
s296,1100.0,0.3694378040039659,-11.428068343937124
s297,500.0,0.36042269265217663,-14.7692533305889
s298,700.0,0.36042269265217663,-12.80557786923377
s299,900.0,0.36042269265217663,-11.06206195555759
s300,1100.0,0.36042269265217663,-10.263067324622957
s301,500.0,0.43362057207042976,-15.54181169575925
s302,700.0,0.43362057207042976,-12.626243119317504
s303,900.0,0.43362057207042976,-10.984450445679254
s304,1100.0,0.43362057207042976,-10.093349512767624
s305,500.0,0.32797554116373207,-13.556231325553487
s306,700.0,0.32797554116373207,-11.338297060504619
s307,900.0,0.32797554116373207,-10.121156711231496
s308,1100.0,0.32797554116373207,-9.426718491799877
s309,500.0,0.3046609524168015,-16.131532445300216
s310,700.0,0.3046609524168015,-15.211121450320153
s311,900.0,0.3046609524168015,-13.473776196180873
s312,1100.0,0.3046609524168015,-12.167127786069317
s313,500.0,0.28702802702615826,-13.693321238727007
s314,700.0,0.28702802702615826,-11.825314951944364
s315,900.0,0.28702802702615826,-10.722948998184535
s316,1100.0,0.28702802702615826,-10.070214401638703
s317,500.0,0.3713003482545022,-15.961038713945534
s318,700.0,0.3713003482545022,-13.370093880605076
s319,900.0,0.3713003482545022,-12.203785657389673
s320,1100.0,0.3713003482545022,-11.201385584512906
s321,500.0,0.28635609492157427,-13.710151023292028
s322,700.0,0.28635609492157427,-11.832930035719844
s323,900.0,0.28635609492157427,-10.721615568808364
s324,1100.0,0.28635609492157427,-10.107453572626905
s325,500.0,0.3568155054796046,-16.185140687374012
s326,700.0,0.3568155054796046,-14.301670789652125
s327,900.0,0.3568155054796046,-12.65908718409165
s328,1100.0,0.3568155054796046,-11.65310847106989
s329,500.0,0.2914030162177893,-14.63129145817202
s330,700.0,0.2914030162177893,-12.98962365793822
s331,900.0,0.2914030162177893,-11.733246657304218
s332,1100.0,0.2914030162177893,-10.925120387988057
s333,500.0,0.3093173462027479,-15.583444359590429
s334,700.0,0.3093173462027479,-13.99285147584431
s335,900.0,0.3093173462027479,-12.527241159422346
s336,1100.0,0.3093173462027479,-11.660615486517337
s337,500.0,0.29352548884266766,-14.366669266645731
s338,700.0,0.29352548884266766,-12.561294248282076
s339,900.0,0.29352548884266766,-11.437623162012375
s340,1100.0,0.29352548884266766,-10.616755040953587
s341,500.0,0.2886252268535277,-13.40858470992052
s342,700.0,0.2886252268535277,-11.444178636666901
s343,900.0,0.2886252268535277,-10.398549843960023
s344,1100.0,0.2886252268535277,-9.765536505617755
s345,500.0,0.30019875012174685,-16.904500939984523
s346,700.0,0.30019875012174685,-15.839600550807384
s347,900.0,0.30019875012174685,-14.001971840759227
s348,1100.0,0.30019875012174685,-13.132227928792862
s349,500.0,0.33405599074979064,-14.348796287974926
s350,700.0,0.33405599074979064,-12.321403463817642
s351,900.0,0.33405599074979064,-10.943272270619435
s352,1100.0,0.33405599074979064,-10.124997502058385
s353,500.0,0.3295744351777446,-15.034794736009978
s354,700.0,0.3295744351777446,-13.21964385164417
s355,900.0,0.3295744351777446,-11.830301376130036
s356,1100.0,0.3295744351777446,-10.8086868155411
s357,500.0,0.39854947999677237,-14.811799431990577
s358,700.0,0.39854947999677237,-12.399204422792907
s359,900.0,0.39854947999677237,-10.666728472712249
s360,1100.0,0.39854947999677237,-9.818933987263549
s361,500.0,0.27610747249150647,-12.886099257831914
s362,700.0,0.27610747249150647,-10.91233059402655
s363,900.0,0.27610747249150647,-9.982756069745415
s364,1100.0,0.27610747249150647,-9.400417041876688
s365,500.0,0.3726395683510095,-15.808242754139789
s366,700.0,0.3726395683510095,-13.409456993475686
s367,900.0,0.3726395683510095,-12.081425989075283
s368,1100.0,0.3726395683510095,-11.036566482731674
s369,500.0,0.27486836102246454,-14.081327445249832
s370,700.0,0.27486836102246454,-12.693560672363214
s371,900.0,0.27486836102246454,-11.371992926343228
s372,1100.0,0.27486836102246454,-10.595550218799797
s373,500.0,0.35196357538283435,-14.175957480766638
s374,700.0,0.35196357538283435,-11.773829417722718
s375,900.0,0.35196357538283435,-10.503336902210574
s376,1100.0,0.35196357538283435,-9.733605463688129
s377,500.0,0.24828019162968573,-12.900278116957384
s378,700.0,0.24828019162968573,-11.185723598144648
s379,900.0,0.24828019162968573,-10.27622930744938
s380,1100.0,0.24828019162968573,-9.782109324334392
s381,500.0,0.3805522519943511,-15.639741522240698
s382,700.0,0.3805522519943511,-13.309833578347092
s383,900.0,0.3805522519943511,-11.812236630301683
s384,1100.0,0.3805522519943511,-10.796238161139199
s385,500.0,0.4250465479516051,-16.49006866380947
s386,700.0,0.4250465479516051,-13.783738970479092
s387,900.0,0.4250465479516051,-12.134502234346158
s388,1100.0,0.4250465479516051,-11.109659512904322
s389,500.0,0.3605370300093725,-14.74432582637551
s390,700.0,0.3605370300093725,-12.263056216018231
s391,900.0,0.3605370300093725,-10.93752775747459
s392,1100.0,0.3605370300093725,-10.215520058048263
s393,500.0,0.41040175714595567,-16.17902320789352
s394,700.0,0.41040175714595567,-13.753443376428123
s395,900.0,0.41040175714595567,-11.984519632534445
s396,1100.0,0.41040175714595567,-11.005370409962465
s397,500.0,0.3578182051232452,-15.88005443066773
s398,700.0,0.3578182051232452,-13.51330985923455
s399,900.0,0.3578182051232452,-12.284842891562684
s400,1100.0,0.3578182051232452,-11.298096214177491
s401,500.0,0.35391043122901467,-16.066272541373422
s402,700.0,0.35391043122901467,-14.180258136672318
s403,900.0,0.35391043122901467,-12.607956965016015
s404,1100.0,0.35391043122901467,-11.546891339052166
s405,500.0,0.3163759243347785,-14.511319344606942
s406,700.0,0.3163759243347785,-12.880756474718778
s407,900.0,0.3163759243347785,-11.43950520047658
s408,1100.0,0.3163759243347785,-10.468437745906467
s409,500.0,0.32834899200568174,-15.020925908615382
s410,700.0,0.32834899200568174,-12.667465973355059
s411,900.0,0.32834899200568174,-11.620712690602172
s412,1100.0,0.32834899200568174,-10.84574133722841
s413,500.0,0.3269594085613143,-15.570368497237661
s414,700.0,0.3269594085613143,-13.906468203939614
s415,900.0,0.3269594085613143,-12.390792046269807
s416,1100.0,0.3269594085613143,-11.39812292146538
s417,500.0,0.33442521697845234,-14.349318630421704
s418,700.0,0.33442521697845234,-11.980849365120255
s419,900.0,0.33442521697845234,-10.806223376356252
s420,1100.0,0.33442521697845234,-10.145360940190422
s421,500.0,0.24843294824592524,-12.137425277982828
s422,700.0,0.24843294824592524,-10.407350997395874
s423,900.0,0.24843294824592524,-9.562921143224479
s424,1100.0,0.24843294824592524,-8.986869612359977
s425,500.0,0.39481252943174633,-16.590534338052468
s426,700.0,0.39481252943174633,-14.007464248608873
s427,900.0,0.39481252943174633,-12.511889158777612
s428,1100.0,0.39481252943174633,-11.600923749695225
s429,500.0,0.3940454540189,-17.002500834263568
s430,700.0,0.3940454540189,-14.897160352595984
s431,900.0,0.3940454540189,-13.001807733225627
s432,1100.0,0.3940454540189,-12.05302996212257
s433,500.0,0.38378779600587953,-15.664747560737933
s434,700.0,0.38378779600587953,-13.39132306664152
s435,900.0,0.38378779600587953,-11.788025142237087
s436,1100.0,0.38378779600587953,-10.800480657223403
s437,500.0,0.3096945906968859,-14.314191185572804
s438,700.0,0.3096945906968859,-12.60893664970678
s439,900.0,0.3096945906968859,-11.222413137559244
s440,1100.0,0.3096945906968859,-10.387712611438035
s441,500.0,0.3306030603527163,-16.45030650736458
s442,700.0,0.3306030603527163,-14.454824207444716
s443,900.0,0.3306030603527163,-13.020105881895548
s444,1100.0,0.3306030603527163,-12.304951809926752
s445,500.0,0.284513613568231,-13.387622590854814
s446,700.0,0.284513613568231,-11.2883036482129
s447,900.0,0.284513613568231,-10.361486309284627
s448,1100.0,0.284513613568231,-9.805291275813545
s449,500.0,0.353661364124891,-14.336758925319566
s450,700.0,0.353661364124891,-12.170846290437668
s451,900.0,0.353661364124891,-10.659840446576695
s452,1100.0,0.353661364124891,-9.901844942075778
s453,500.0,0.408921979619022,-16.09955695453763
s454,700.0,0.408921979619022,-13.120298725170233
s455,900.0,0.408921979619022,-11.814768648556445
s456,1100.0,0.408921979619022,-10.920576560071952
s457,500.0,0.32161570770372044,-15.469296527640996
s458,700.0,0.32161570770372044,-13.80142341516
s459,900.0,0.32161570770372044,-12.212476211497286
s460,1100.0,0.32161570770372044,-11.432274949354122
s461,500.0,0.3416224425446906,-16.37830542970395
s462,700.0,0.3416224425446906,-14.455228340260884
s463,900.0,0.3416224425446906,-13.09883206308523
s464,1100.0,0.3416224425446906,-11.96825188013905
s465,500.0,0.3931500172535583,-16.748074845178248
s466,700.0,0.3931500172535583,-14.351399599994577
s467,900.0,0.3931500172535583,-12.826397198961278
s468,1100.0,0.3931500172535583,-11.72772295684626
s469,500.0,0.34563628954523135,-15.236429377160482
s470,700.0,0.34563628954523135,-13.12636871419607
s471,900.0,0.34563628954523135,-11.726496079443121
s472,1100.0,0.34563628954523135,-10.856833200721594
s473,500.0,0.386437025339119,-15.255413068865394
s474,700.0,0.386437025339119,-12.54023309723926
s475,900.0,0.386437025339119,-11.17925924947527
s476,1100.0,0.386437025339119,-10.390835996724144
s477,500.0,0.3135749155312287,-14.90045415348265
s478,700.0,0.3135749155312287,-13.031382829957513
s479,900.0,0.3135749155312287,-11.803459649736688
s480,1100.0,0.3135749155312287,-10.885334192162443
s481,500.0,0.4089191473674941,-17.09928581270984
s482,700.0,0.4089191473674941,-14.610238048520356
s483,900.0,0.4089191473674941,-13.071098769471346
s484,1100.0,0.4089191473674941,-11.849975926457356
s485,500.0,0.3603029172997076,-16.51833889258148
s486,700.0,0.3603029172997076,-14.954994425781734
s487,900.0,0.3603029172997076,-13.046598015007264
s488,1100.0,0.3603029172997076,-11.942412110858012
s489,500.0,0.34243834531985406,-15.842198362515218
s490,700.0,0.34243834531985406,-14.040097981352163
s491,900.0,0.34243834531985406,-12.568796114401916
s492,1100.0,0.34243834531985406,-11.43230324615536
s493,500.0,0.3231566989004724,-14.344208354507998
s494,700.0,0.3231566989004724,-12.2636433649973
s495,900.0,0.3231566989004724,-11.04288721642619
s496,1100.0,0.3231566989004724,-10.24456892212065
s497,500.0,0.33076432882529944,-16.96687428130489
s498,700.0,0.33076432882529944,-15.261828510413595
s499,900.0,0.33076432882529944,-13.765653890872148
s500,1100.0,0.33076432882529944,-12.73437374801331
s501,500.0,0.30265834731837415,-16.260318653429746
s502,700.0,0.30265834731837415,-14.673898723965321
s503,900.0,0.30265834731837415,-13.33392583264868
s504,1100.0,0.30265834731837415,-12.38206156488143
s505,500.0,0.292970938735755,-14.44652906875201
s506,700.0,0.292970938735755,-13.140592082491644
s507,900.0,0.292970938735755,-11.659365485114353
s508,1100.0,0.292970938735755,-10.700809547943384
s509,500.0,0.3316725570184401,-15.507576943667393
s510,700.0,0.3316725570184401,-13.507171969715026
s511,900.0,0.3316725570184401,-12.216324194501887
s512,1100.0,0.3316725570184401,-11.265890914706207
s513,500.0,0.32458663290238,-14.374743190819109
s514,700.0,0.32458663290238,-12.466199696549145
s515,900.0,0.32458663290238,-11.050119912302447
s516,1100.0,0.32458663290238,-10.288330356972363
s517,500.0,0.2638843773455591,-12.943955034890427
s518,700.0,0.2638843773455591,-11.240742039732543
s519,900.0,0.2638843773455591,-10.20903034937786
s520,1100.0,0.2638843773455591,-9.617312364322798
s521,500.0,0.27304163585305746,-13.687287259333992
s522,700.0,0.27304163585305746,-12.055146041704145
s523,900.0,0.27304163585305746,-10.912293569545614
s524,1100.0,0.27304163585305746,-10.233886766387013
s525,500.0,0.35906886233639285,-16.348044640870107
s526,700.0,0.35906886233639285,-14.333202432772454
s527,900.0,0.35906886233639285,-12.904120593331445
s528,1100.0,0.35906886233639285,-11.712038019868467
s529,500.0,0.3696664236981486,-15.265773316302363
s530,700.0,0.3696664236981486,-13.090775952187634
s531,900.0,0.3696664236981486,-11.54729404151533
s532,1100.0,0.3696664236981486,-10.574005975171787
s533,500.0,0.2995176334434691,-13.589072045413566
s534,700.0,0.2995176334434691,-11.510900555265538
s535,900.0,0.2995176334434691,-10.480001163852167
s536,1100.0,0.2995176334434691,-9.794665328387646
s537,500.0,0.28861339904338495,-12.515310431208313
s538,700.0,0.28861339904338495,-10.36467380354053
s539,900.0,0.28861339904338495,-9.485236063465312
s540,1100.0,0.28861339904338495,-8.856290587734449
s541,500.0,0.3568424105981529,-15.518250066327319
s542,700.0,0.3568424105981529,-13.416028681286432
s543,900.0,0.3568424105981529,-11.985948661729367
s544,1100.0,0.3568424105981529,-10.95716540838957
s545,500.0,0.24408845280274935,-12.515506683152273
s546,700.0,0.24408845280274935,-10.980748326521534
s547,900.0,0.24408845280274935,-10.023889242739282
s548,1100.0,0.24408845280274935,-9.423245183962534
s549,500.0,0.34954467801159245,-15.151188127445035
s550,700.0,0.34954467801159245,-12.99950728718403
s551,900.0,0.34954467801159245,-11.575561245619156
s552,1100.0,0.34954467801159245,-10.733876360631793
s553,500.0,0.37553123395797594,-17.16590059353486
s554,700.0,0.37553123395797594,-15.31874127828759
