sample_id,rho,AAV,PF,VPA,RBI,WE,B,N,S,O,F,Na,Al,Si,P,Cl,Ge,Br,I,E_T
s44,2.5165312057450815,13.62098224012173,0.7774968693944774,28.413661877243214,1.5803860658344853,2.3079896907216493,0.0,0.0,0.0,0.35051546391752575,0.12886597938144329,0.36597938144329895,0.15463917525773196,0.0,0.0,0.0,0.0,0.0,0.0,7.657337843103465
s45,2.6251330933756845,32.06251242680661,0.29695383239254614,54.55080239283069,3.752486896428846,2.137061224489796,0.09387755102040816,0.0,0.3469387755102041,0.0,0.0,0.1510204081632653,0.1673469387755102,0.0,0.0,0.0,0.0,0.0,0.24081632653061225,6.929642414952987
s46,2.057533541223055,23.419101117443653,0.37523602335771483,43.96217227309596,1.6957505327017874,2.012336448598131,0.0,0.0,0.5327102803738317,0.0,0.0,0.16822429906542055,0.29906542056074764,0.0,0.0,0.0,0.0,0.0,0.0,7.4079816446784985
s47,2.0564804264329384,22.09280560684358,0.4573691659821177,43.966870564114416,4.885664455710958,2.035771144278607,0.19402985074626866,0.0,0.38308457711442784,0.0,0.0,0.3034825870646766,0.0,0.0,0.0,0.07960199004975124,0.0,0.03980099502487562,0.0,7.4779164198916375
s48,2.7861272402295834,21.67615493882239,0.3616103358452328,37.159122752267,2.7387530166690133,2.33175,0.0,0.0,0.38333333333333336,0.2,0.0,0.16666666666666666,0.0,0.025,0.0,0.0,0.225,0.0,0.0,8.065752072747419
s49,2.4048003302644196,12.469996766272509,0.6714647295230171,23.715261707286093,2.315487434506999,2.566572769953052,0.1643192488262911,0.0,0.0,0.27699530516431925,0.24882629107981222,0.30985915492957744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.146892179226201
s50,2.0614146154364987,23.859650562774,0.337531671615568,41.665359937978465,2.631287918316342,2.1104273504273507,0.0,0.0,0.5726495726495726,0.0,0.0,0.15384615384615385,0.18803418803418803,0.0,0.08547008547008547,0.0,0.0,0.0,0.0,7.545430289743591
s51,2.7018818806192777,20.557578935981176,0.3905551188168823,33.56870484483001,1.6311887961031122,2.5562790697674416,0.0,0.0,0.31007751937984496,0.0,0.3023255813953488,0.20930232558139536,0.0,0.0,0.0,0.0,0.17829457364341086,0.0,0.0,7.570978629679006
s52,2.334040739665963,24.23050103521587,0.5110967937160327,49.73629159860104,7.435898966318622,1.9286153846153846,0.08205128205128205,0.0,0.3333333333333333,0.0,0.0,0.39487179487179486,0.0,0.0,0.035897435897435895,0.0,0.0,0.15384615384615385,0.0,7.795687486574141
s53,2.744075109125846,13.503028881084576,0.6902634465463396,24.928668703540794,2.4933116673919655,2.5492129629629625,0.0,0.0,0.0,0.2962962962962963,0.24537037037037038,0.3287037037037037,0.05092592592592592,0.0,0.041666666666666664,0.0,0.037037037037037035,0.0,0.0,9.562441706215767
s54,3.15015249823734,15.172605765563041,0.3107606055968468,24.257998439552857,1.6347706187758693,2.8047191011235957,0.0,0.0,0.0,0.6254681647940075,0.0,0.08239700374531835,0.0,0.09737827715355805,0.0,0.0,0.1947565543071161,0.0,0.0,8.280447950103838
s55,2.2282163351479336,13.390963729134373,0.3333755005578202,23.852654142520603,1.764295654772363,2.6734649122807017,0.3201754385964912,0.0,0.0,0.5175438596491229,0.0,0.11842105263157894,0.0,0.0,0.0,0.0,0.0,0.043859649122807015,0.0,7.825727923778901
s56,2.3937476653210066,24.931863812357484,0.45567393793212607,47.823847858249316,7.378686316636301,2.0208056872037914,0.08530805687203792,0.0,0.33649289099526064,0.0,0.0,0.3412322274881517,0.0,0.0,0.052132701421800945,0.0,0.0,0.1848341232227488,0.0,7.118939478946283
s57,2.6061675816790237,24.93853520708835,0.3745107139673548,43.596254139798894,4.579542312644264,2.14656779661017,0.0,0.0,0.5042372881355932,0.0,0.0,0.211864406779661,0.0,0.0,0.0,0.06779661016949153,0.21610169491525424,0.0,0.0,7.87184986393648
s58,2.3063495272619474,33.034277355456204,0.20024271721640385,48.47085555894043,4.279356929502267,2.4125477707006366,0.0,0.0,0.39171974522292996,0.0,0.0,0.06687898089171974,0.0,0.21656050955414013,0.0,0.0,0.03503184713375796,0.2898089171974522,0.0,6.730625541378074
s59,2.598859942841625,13.714503704894481,0.4234829371868268,23.949207962278418,1.1208813336869339,2.5743589743589745,0.0,0.0,0.0,0.5128205128205128,0.0,0.09829059829059829,0.32905982905982906,0.0,0.0,0.05982905982905983,0.0,0.0,0.0,7.346597587321452
s60,2.5710177433025536,12.944207976941788,0.8863737794316677,28.695593587437234,1.8104214644116168,2.19375,0.02717391304347826,0.0,0.0,0.42934782608695654,0.021739130434782608,0.42934782608695654,0.0,0.09239130434782608,0.0,0.0,0.0,0.0,0.0,9.160102121533143
s61,2.4189084845070963,15.272031384989074,0.6338063166922822,27.871457277605053,3.993186734532916,2.47986301369863,0.0,0.0,0.0,0.3242009132420091,0.1278538812785388,0.3470319634703196,0.0,0.0,0.1050228310502283,0.0958904109589041,0.0,0.0,0.0,9.473309271873642
s62,2.357653670677822,26.26453308736046,0.4059451357356698,49.331644755390094,2.345555330232261,2.01875,0.0,0.0,0.35185185185185186,0.0,0.0,0.25925925925925924,0.20833333333333334,0.0,0.0,0.0,0.0,0.18055555555555555,0.0,6.148514364065349
s63,2.6076147462080357,13.000462798555322,0.855314274312043,28.117280006177825,1.488364045080626,2.2156989247311825,0.0,0.0,0.0,0.46236559139784944,0.0,0.40860215053763443,0.0,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,9.742882945859217
s64,2.0245085525159117,23.415445854655054,0.4567270303558595,45.72638954635468,3.849031771464352,1.9483091787439613,0.0,0.0,0.5120772946859904,0.0,0.0,0.30917874396135264,0.0,0.178743961352657,0.0,0.0,0.0,0.0,0.0,7.769754107745993
s65,2.5516711928544806,14.720095562596885,0.6132908993493057,29.890806295477372,2.2734862569602448,2.342613065326633,0.19597989949748743,0.0,0.0,0.40703517587939697,0.0,0.31155778894472363,0.0,0.0,0.0,0.0,0.0,0.08542713567839195,0.0,8.9111807659691
s66,2.389631836155332,22.641981698155252,0.30597554387898174,35.207037475702926,1.9145951972054915,2.5434982332155474,0.0,0.0,0.4134275618374558,0.0,0.2226148409893993,0.1519434628975265,0.0,0.0,0.08480565371024736,0.007067137809187279,0.12014134275618374,0.0,0.0,7.1192439903302756
s67,3.39389825684333,15.647123396813575,0.5809656202911829,29.136022876825244,2.0667660579112623,2.451296296296296,0.0,0.0,0.0,0.48148148148148145,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.18518518518518517,0.05555555555555555,0.0,9.128092259359644
s68,2.6930474700384246,24.248468851252884,0.3881342003012747,43.300837234380126,5.439116685035184,2.0987999999999998,0.0,0.0,0.56,0.0,0.0,0.21333333333333335,0.0,0.0,0.0,0.0,0.22666666666666666,0.0,0.0,8.853260947322894
s69,1.9052054970590735,20.81608000758587,0.2587712038039323,36.82844924419036,5.783489037690222,2.248695652173913,0.34782608695652173,0.0,0.5652173913043478,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.753079548340686
s70,2.2046767312139135,24.32061905604915,0.4811730857643522,49.90793702126754,2.230792681254545,1.8945685279187818,0.0,0.0,0.4010152284263959,0.0,0.0,0.3248730964467005,0.18781725888324874,0.0,0.0,0.0,0.0,0.08629441624365482,0.0,7.49323280261016
s71,2.187062942770896,18.348917209399144,0.5732315982039128,37.07230211694928,2.3055153338008942,2.124949494949495,0.0,0.0,0.23737373737373738,0.25757575757575757,0.0,0.3434343434343434,0.0,0.16161616161616163,0.0,0.0,0.0,0.0,0.0,8.175332159116204
s72,2.566212904663175,13.260839351001927,0.8405629467409582,28.160658846509726,2.032709046012007,2.2427513227513227,0.0,0.0,0.0,0.4708994708994709,0.0,0.41798941798941797,0.0,0.031746031746031744,0.07936507936507936,0.0,0.0,0.0,0.0,8.44220422115419
s73,2.3091359975705985,14.46519036508301,0.304871600173585,23.305028921522634,1.3601841072215595,2.766666666666666,0.0,0.0,0.0,0.6206896551724138,0.0,0.09195402298850575,0.0,0.28735632183908044,0.0,0.0,0.0,0.0,0.0,7.424144002640064
s74,2.139594853314204,15.758815344349976,0.4712577903955395,30.486680152153674,1.7636513162885747,2.3606763285024157,0.14492753623188406,0.0,0.13526570048309178,0.38164251207729466,0.0,0.20772946859903382,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,8.574295382843832
s75,2.3957296160454864,23.361489603865095,0.38738817155396094,41.05958778861135,5.815029908702627,2.1057758620689655,0.0,0.0,0.5689655172413793,0.0,0.0,0.21551724137931033,0.03017241379310345,0.0,0.09051724137931035,0.0,0.09482758620689655,0.0,0.0,8.365063336741047
s76,2.637535035859997,22.109355193099166,0.43114934549933354,39.20955960026178,1.8173715978538054,2.2651541850220265,0.0,0.0,0.41409691629955947,0.0,0.14977973568281938,0.2555066079295154,0.0,0.0,0.0,0.0,0.18061674008810572,0.0,0.0,10.06391557310598
s77,1.9845786635477354,25.6030761193689,0.2539743208713006,40.15027845991939,5.343254352920361,2.2730434782608695,0.0,0.0,0.6376811594202898,0.0,0.0,0.10144927536231885,0.06521739130434782,0.0,0.1956521739130435,0.0,0.0,0.0,0.0,7.611996221847688
s78,3.1218587075260142,13.605779189215333,0.7796222574937897,28.55718489164979,1.741410543170275,2.290628272251309,0.02617801047120419,0.0,0.0,0.47643979057591623,0.0,0.3717277486910995,0.0,0.0,0.0,0.0,0.1256544502617801,0.0,0.0,7.070887086618086
s79,1.921124240484219,19.806998479663037,0.33677713117129165,34.12008497226625,1.9042886280429996,2.469152542372881,0.24152542372881355,0.0,0.3220338983050847,0.0,0.19915254237288135,0.17796610169491525,0.0,0.0,0.0,0.059322033898305086,0.0,0.0,0.0,6.66164388214787
s80,2.061035834052003,22.154889703410444,0.5998080447783736,51.306060365792575,1.8877318717652871,1.7429545454545454,0.0,0.0,0.4318181818181818,0.0,0.0,0.42045454545454547,0.14772727272727273,0.0,0.0,0.0,0.0,0.0,0.0,8.617523239859635
s81,2.2794861239925077,27.863439532533302,0.3270001605334995,47.007707510668475,4.314783958359001,2.1701612903225804,0.0,0.0,0.40725806451612906,0.0,0.0,0.20967741935483872,0.0,0.1975806451612903,0.0,0.0,0.0,0.18548387096774194,0.0,6.646048985579415
s82,2.4922041639361963,12.994581798301644,0.7856878665882816,27.1191272312382,2.0738606195979172,2.300520833333333,0.0625,0.0,0.0,0.4791666666666667,0.0,0.3802083333333333,0.0,0.0,0.078125,0.0,0.0,0.0,0.0,8.281343998915766
s83,2.1065640078252708,19.328104088218833,0.4293012005975132,35.17081235725065,2.1929379530025495,2.2905405405405403,0.0,0.0,0.26576576576576577,0.28378378378378377,0.0,0.23423423423423423,0.0,0.21621621621621623,0.0,0.0,0.0,0.0,0.0,6.763183164861317
s84,2.641588108656985,15.666870307090495,0.6408821694124993,31.818282994812673,1.3600440742909239,2.2801015228426396,0.0,0.0,0.0,0.4517766497461929,0.0,0.3147208121827411,0.16751269035532995,0.0,0.025380710659898477,0.0,0.0,0.0,0.04060913705583756,7.178957498760083
s85,3.3184733841585037,24.64078543965595,0.46997997727148216,45.380113184699724,2.777842573825286,2.2820361990950224,0.0,0.0,0.0,0.334841628959276,0.0,0.3167420814479638,0.0,0.0,0.0,0.0,0.14027149321266968,0.0,0.2081447963800905,6.812443708937937
s86,2.4260292129524315,29.34676527077325,0.3297313518548231,50.16007397344936,4.385557694812018,2.106721991701245,0.0,0.0,0.44398340248962653,0.0,0.0,0.1950207468879668,0.11618257261410789,0.03319502074688797,0.07053941908713693,0.0,0.0,0.0,0.14107883817427386,6.698713350829386
s87,2.6178996205241574,13.537183005060157,0.540932708176472,25.503085839890122,1.0198232448906177,2.452085308056872,0.0,0.0,0.0,0.5165876777251185,0.0,0.18009478672985782,0.2890995260663507,0.0,0.0,0.0,0.0,0.014218009478672985,0.0,6.967323671826372
s88,2.7750380610970087,25.697966981533995,0.42834499129249387,47.07694791575137,5.76019581551432,2.063073394495413,0.0,0.0,0.4036697247706422,0.0,0.0,0.2889908256880734,0.0,0.0,0.0,0.0,0.1651376146788991,0.14220183486238533,0.0,7.753117596667242
s89,2.0651634404917147,23.112805043723764,0.4435499172677955,44.91733810384059,2.450820180146168,1.9585436893203885,0.0,0.0,0.5145631067961165,0.0,0.0,0.2669902912621359,0.1650485436893204,0.0,0.05339805825242718,0.0,0.0,0.0,0.0,7.649105010968406
s90,2.7261837762997616,24.937411104631046,0.33717370517199213,42.44665719937203,5.396389337335215,2.1738750000000002,0.0,0.0,0.5875,0.0,0.0,0.15833333333333333,0.0,0.0,0.0,0.0,0.25416666666666665,0.0,0.0,9.249949326069649
s91,2.566410562670203,29.205338822395543,0.3141591529955927,46.76331037633569,5.009856894155916,2.256022304832714,0.0,0.0,0.4349442379182156,0.0,0.04460966542750929,0.19330855018587362,0.0,0.0,0.137546468401487,0.0,0.04460966542750929,0.0,0.1449814126394052,6.408188336154115
s92,2.094870929891237,18.70279684618694,0.6485824841223802,42.37722323376534,2.6528225410494266,1.9487150837988827,0.0782122905027933,0.0,0.2681564245810056,0.17318435754189945,0.0,0.41899441340782123,0.03910614525139665,0.0,0.0223463687150838,0.0,0.0,0.0,0.0,8.648605247617484
s93,1.9861343436387673,24.87417225084676,0.29107729209174965,41.857227787631814,3.1890050462505606,2.1658196721311476,0.0,0.0,0.5942622950819673,0.0,0.0,0.12295081967213115,0.06557377049180328,0.21721311475409835,0.0,0.0,0.0,0.0,0.0,6.379429753159395
s94,2.0811586431404936,24.074723605891126,0.32834315544429377,39.50723873787263,12.103046139009356,2.196328125,0.0,0.0,0.609375,0.0,0.0,0.18359375,0.0,0.0,0.20703125,0.0,0.0,0.0,0.0,8.16873537744894
s95,2.406743032277012,26.460546326568917,0.3384261388433282,46.404689453311185,2.8095596127118725,2.248085106382979,0.17446808510638298,0.0,0.33617021276595743,0.0,0.09361702127659574,0.2127659574468085,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.14042553191489363,5.762343966074309
s96,2.0764953772765957,22.688343415256504,0.507531003504697,46.32203447281533,3.0440632666577625,1.891122448979592,0.0,0.0,0.4897959183673469,0.0,0.0,0.34183673469387754,0.10204081632653061,0.0,0.0663265306122449,0.0,0.0,0.0,0.0,8.83225100907908
s97,2.4082930504389486,12.911484779896012,0.8916155766289302,29.464670395147298,2.313413626416835,2.203314606741573,0.11797752808988764,0.0,0.0,0.3595505617977528,0.07865168539325842,0.4438202247191011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.864920736579611
s98,2.610859375562264,25.068339574863277,0.4730248105919983,48.94294869378068,6.224058017101845,1.9885365853658536,0.04390243902439024,0.0,0.35609756097560974,0.0,0.0,0.3463414634146341,0.0,0.0,0.0,0.0,0.0975609756097561,0.15609756097560976,0.0,8.36771699660819
s99,2.2613175710447386,15.429061068936067,0.6766063800258648,31.67881687558147,2.6618684035618245,2.264145077720207,0.08808290155440414,0.0,0.11398963730569948,0.27461139896373055,0.09844559585492228,0.37823834196891193,0.0,0.0,0.046632124352331605,0.0,0.0,0.0,0.0,9.525029255992946
s100,2.074257963081613,22.131499393781883,0.44420930808455295,43.8290478190582,1.6292181405985422,1.9893069306930695,0.0,0.0,0.44554455445544555,0.0594059405940594,0.0,0.2376237623762376,0.25742574257425743,0.0,0.0,0.0,0.0,0.0,0.0,8.304615691286356
s101,3.0359097103552206,16.49711392491301,0.4688313951077795,28.506042443783496,2.314116347540618,2.5618297872340423,0.0,0.0,0.1148936170212766,0.3659574468085106,0.09787234042553192,0.2170212765957447,0.0,0.0,0.02553191489361702,0.0,0.17872340425531916,0.0,0.0,8.213920025343791
s102,2.4433770433095563,23.638548935284895,0.5347046365926674,48.80216554381397,5.0529396569584035,1.9053645833333333,0.0,0.0,0.40625,0.0,0.0,0.390625,0.0,0.0,0.0,0.057291666666666664,0.125,0.020833333333333332,0.0,7.3427802944538945
s103,1.9197590051924698,19.60725415918308,0.2620249232437814,30.81139939300198,2.061350124499374,2.7334545454545456,0.0,0.0,0.0,0.4909090909090909,0.0,0.10909090909090909,0.0,0.2545454545454545,0.0,0.14545454545454545,0.0,0.0,0.0,7.62066365597366
