sample_id,E_T,rho,AAV,PF,VPA,RBI,WE,B,N,S,O,F,Na,Al,Si,P,Cl,Ge,Br,I,ln_D
s246,3.856024498433086,2.2415328385377133,28.170573835962454,0.3115334597368529,46.58271359802942,5.878901898026291,2.208181818181818,0.019762845849802372,0.0,0.42292490118577075,0.0,0.0,0.2015810276679842,0.0,0.10276679841897234,0.07114624505928854,0.0,0.0,0.18181818181818182,0.0,-10.297523499809985
s247,4.123169117004927,2.577983350592961,25.547761454013944,0.38797167719013065,45.3073582036029,5.2558108570191475,2.1033480176211454,0.0,0.0,0.45374449339207046,0.0,0.0,0.2422907488986784,0.0,0.07488986784140969,0.0,0.0,0.11894273127753303,0.11013215859030837,0.0,-10.844905031473681
s248,4.180694055307116,2.938467600440927,25.44962596079264,0.31132662572109154,39.99226936695983,3.5057965189819096,2.5854545454545454,0.0,0.0,0.0,0.32727272727272727,0.0,0.1781818181818182,0.0,0.014545454545454545,0.04363636363636364,0.0,0.12727272727272726,0.3090909090909091,0.0,-10.811586304373611
s249,4.058426746431454,2.2455941122124794,24.76306490419705,0.45223039903914214,46.08083382172321,3.394567436743006,2.0853738317757013,0.0,0.0,0.308411214953271,0.0,0.0,0.3177570093457944,0.0514018691588785,0.0,0.0,0.22897196261682243,0.09345794392523364,0.0,0.0,-10.820896592717775
s250,3.510480832673492,2.562834204831147,27.858384388788963,0.41947829779224083,52.956027982292525,11.967252919392674,1.9923696682464458,0.10900473933649289,0.0,0.35545023696682465,0.0,0.0,0.3175355450236967,0.0,0.0,0.04739336492890995,0.0,0.0,0.0,0.17061611374407584,-10.454251949090118
s251,3.8547906655301247,2.0760742875539546,25.814624799873343,0.23637685016884674,42.050237881554686,5.15035925665849,2.27984555984556,0.12355212355212356,0.0,0.5637065637065637,0.0,0.0,0.08108108108108109,0.0,0.138996138996139,0.0,0.0,0.04247104247104247,0.05019305019305019,0.0,-10.5735070255571
s252,4.567237068949429,2.653402559490006,27.279200763769023,0.27961169938387465,44.59100124846864,3.572931755639088,2.215960784313726,0.0,0.0,0.5450980392156862,0.0,0.0,0.08627450980392157,0.13725490196078433,0.0,0.0,0.0,0.16470588235294117,0.0,0.06666666666666667,-10.72388563920459
s253,3.8281590118846025,2.6931887132123586,26.375588218907183,0.4293421006095204,48.951303558819234,6.025815700480015,2.057351598173516,0.0319634703196347,0.0,0.3424657534246575,0.0,0.0,0.3105022831050228,0.0,0.0,0.0,0.0,0.1187214611872146,0.1963470319634703,0.0,-10.650115337625746
s254,2.873123624782814,2.6845352381267986,35.797847816297846,0.27710447354522044,54.72759980292647,20.05010175994873,2.2440068493150687,0.0,0.0,0.363013698630137,0.0,0.0,0.1780821917808219,0.0,0.0,0.1678082191780822,0.0,0.0,0.0,0.2910958904109589,-9.592581876526083
s255,3.531968947533707,2.302122077162013,28.634535626616458,0.30298421428171585,48.94271692208909,2.1641390222409944,2.160746887966805,0.0,0.0,0.36929460580912865,0.0,0.0,0.14522821576763487,0.2697095435684647,0.0,0.0,0.0,0.0,0.2157676348547718,0.0,-10.78222211474189
s256,4.971673838366404,2.5872879329012006,27.217231196712873,0.3938459424610876,49.71081069812848,4.821908868563744,2.026742081447964,0.0,0.0,0.4434389140271493,0.0,0.0,0.25339366515837103,0.058823529411764705,0.058823529411764705,0.0,0.0,0.08144796380090498,0.0,0.10407239819004525,-10.869773954578358
s257,3.4785349240970564,2.715340449011243,32.57961208999537,0.3145089009968854,55.43059001422829,2.988825320437738,2.0981632653061224,0.0,0.0,0.3469387755102041,0.0,0.0,0.16326530612244897,0.22448979591836735,0.0,0.0,0.0,0.024489795918367346,0.0,0.24081632653061225,-10.540447426127612
s258,3.3842305093327,2.259026424647052,31.236505442246912,0.24949981113939024,49.06072606183413,4.703783102631742,2.2627338129496404,0.0,0.0,0.44964028776978415,0.0,0.0,0.1223021582733813,0.0,0.24100719424460432,0.0,0.0,0.0,0.11151079136690648,0.07553956834532374,-10.576819885275688
s259,3.6081008155135184,3.072068557023385,27.535334127358766,0.40340593074809233,48.13428637530652,2.683690248013802,2.3015720524017467,0.0,0.0,0.0,0.30131004366812225,0.0,0.2794759825327511,0.0,0.1222707423580786,0.0,0.0,0.026200873362445413,0.0,0.27074235807860264,-10.621396645136201
