Complexity,Loss,Equation
1,7.6248404e-13,"6.296857e-7"
3,6.518679e-13,"2.3400014e-7 / Ea"
5,3.415898e-13,"(1.5664867e-6 / Ea) - 4.093333e-6"
6,2.757051e-13,"exp(exp(exp(Ea)) * -3.5724607)"
7,2.4966338e-13,"exp(exp(Ea + Ea) / -0.1309959)"
8,2.4142214e-13,"exp(exp(exp(Ea)) / -0.25549325) / Ea"
9,2.4116863e-13,"exp(exp(Ea + Ea) / -0.13335943) * 0.7377001"
10,2.388118e-13,"exp(exp(sin(Ea + (1.1410825 * Ea))) / -0.1309959)"
11,2.387496e-13,"sin(exp(exp(sin((Ea * 1.1490701) + Ea)) / -0.1309959))"
12,2.3679471e-13,"exp(exp(sin(Ea + (Ea - -0.18158743))) / -0.13335943) / Ea"
13,2.366433e-13,"exp(exp(sin((Ea - -0.18468183) + sin(Ea))) / -0.13332991) / Ea"
14,2.3640584e-13,"(exp(exp(sin(Ea + (Ea - -0.18260811))) / -0.13328369) / Ea) - -2.6082947e-8"
16,2.363466e-13,"((exp(exp(sin(Ea + (Ea - -0.18260698))) / -0.13329467) / Ea) - -0.15902948) + -0.15902945"
19,2.3278176e-13,"exp(exp(sin((Ea + Ea) - -0.18260048)) / -0.13335943) / (Ea + (sin(9.347602e6 / Ea) * 0.044930056))"
20,2.2699243e-13,"exp(exp(sin((Ea + Ea) - -0.18260048)) / -0.13335943) / (Ea - (sin(-3.5196104e7 * sin(Ea)) * 0.040909152))"
21,2.183812e-13,"exp(exp(sin((Ea + Ea) - -0.18260048)) / -0.13335943) / (Ea + (sin(9.347602e6 / (Ea * 1.1264207)) * 0.047319755))"
22,2.1819192e-13,"exp(exp(sin((Ea + Ea) - -0.18260048)) / -0.13335943) / (sin(Ea) + (sin(9.347602e6 / (Ea * 1.1264207)) * 0.047319755))"
23,2.1812753e-13,"exp(exp(sin((Ea + Ea) - -0.18260048)) / -0.13335943) / ((Ea + -0.007560561) + (sin(9.347602e6 / (Ea * 1.1264207)) * 0.047319755))"
27,2.1404668e-13,"exp(exp(sin((Ea + Ea) - -0.18260048)) / -0.13335943) / (Ea - (sin(-3.8469748e7 / (Ea * (((-1.0088158 - Ea) * Ea) * -0.51350915))) * 0.04204257))"
28,2.1356327e-13,"exp(exp(sin((Ea + sin(Ea)) - -0.18260048)) / -0.13296449) / (Ea - (sin(-3.8469748e7 / (Ea * (((-1.0088158 - Ea) * Ea) * -0.51350915))) * 0.04204257))"
29,2.086011e-13,"exp(exp(sin((Ea + Ea) - -0.18260048)) / -0.13296449) / (Ea - (sin(-3.8469748e7 / ((((-1.0088158 - Ea) * Ea) * -0.51350915) * Ea)) * (Ea - 0.19824305)))"
30,2.0825771e-13,"exp(exp(sin((Ea + Ea) - -0.18260048)) / -0.13296449) / (Ea - (sin(-3.8469748e7 / ((((-1.0088158 - Ea) * Ea) * -0.51350915) * Ea)) * (sin(Ea) - 0.19824305)))"
